,Player No,Player Name,Position,Point,Errors,Touches,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
8,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,BLOCK,3,22,16085,0
9,14,Araujo Natália ,L,0,0,0,0,,BRA,BLOCK,3,22,16085,0
10,15,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,BLOCK,3,22,16085,0
11,16,Nascimento Kisy ,O,0,2,0,2,-100.00,BRA,BLOCK,3,22,16085,0
12,17,Bergmann Julia Isabelle ,OH,0,0,0,0,,BRA,BLOCK,3,22,16085,0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,BLOCK,3,22,16085,0
0,15,Washington Haleigh ,MB,3,4,2,9,-11.11,USA,BLOCK,0,0,16085,
1,20,Cuttino Danielle ,O,2,1,0,3,33.33,USA,BLOCK,0,0,16085,
2,26,O'Neal Asjia ,MB,1,5,3,9,-44.44,USA,BLOCK,0,0,16085,
3,1,Hancock Micha (C),S,0,5,3,8,-62.50,USA,BLOCK,0,0,16085,
4,3,White Kendall ,L,0,0,0,0,,USA,BLOCK,0,0,16085,
5,5,Frantti Alexandra ,OH,0,0,0,0,,USA,BLOCK,0,0,16085,
6,6,Hentz Morgan ,L,0,0,0,0,,USA,BLOCK,0,0,16085,
7,8,Butler Brionne ,MB,0,0,0,0,,USA,BLOCK,0,0,16085,
8,12,Thompson Jordan ,O,0,1,0,1,-100.00,USA,BLOCK,0,0,16085,
9,14,Stevenson Anna ,MB,0,0,0,0,,USA,BLOCK,0,0,16085,
10,22,Plummer Kathryn ,OH,0,1,2,3,-33.33,USA,BLOCK,0,0,16085,
11,27,Skinner Avery ,OH,0,0,0,0,,USA,BLOCK,0,0,16085,
12,28,Evans Ashley ,S,0,0,0,0,,USA,BLOCK,0,0,16085,
13,29,Lanier Khalia ,OH,0,4,2,6,-66.67,USA,BLOCK,0,0,16085,
0,15,Washington Haleigh ,MB,3,0,2,5,60.00,USA,BLOCK,1,25,16085,1
1,26,O'Neal Asjia ,MB,1,1,3,5,0.00,USA,BLOCK,1,25,16085,1
2,1,Hancock Micha (C),S,0,3,1,4,-75.00,USA,BLOCK,1,25,16085,1
3,3,White Kendall ,L,0,0,0,0,,USA,BLOCK,1,25,16085,1
4,5,Frantti Alexandra ,OH,0,0,0,0,,USA,BLOCK,1,25,16085,1
5,6,Hentz Morgan ,L,0,0,0,0,,USA,BLOCK,1,25,16085,1
6,8,Butler Brionne ,MB,0,0,0,0,,USA,BLOCK,1,25,16085,1
7,12,Thompson Jordan ,O,0,0,0,0,,USA,BLOCK,1,25,16085,1
8,14,Stevenson Anna ,MB,0,0,0,0,,USA,BLOCK,1,25,16085,1
9,20,Cuttino Danielle ,O,0,0,0,0,,USA,BLOCK,1,25,16085,1
10,22,Plummer Kathryn ,OH,0,0,0,0,,USA,BLOCK,1,25,16085,1
11,27,Skinner Avery ,OH,0,0,0,0,,USA,BLOCK,1,25,16085,1
12,28,Evans Ashley ,S,0,0,0,0,,USA,BLOCK,1,25,16085,1
13,29,Lanier Khalia ,OH,0,1,0,1,-100.00,USA,BLOCK,1,25,16085,1
0,20,Cuttino Danielle ,O,2,0,0,2,100.00,USA,BLOCK,2,25,16085,1
1,1,Hancock Micha (C),S,0,1,1,2,-50.00,USA,BLOCK,2,25,16085,1
2,3,White Kendall ,L,0,0,0,0,,USA,BLOCK,2,25,16085,1
3,5,Frantti Alexandra ,OH,0,0,0,0,,USA,BLOCK,2,25,16085,1
4,6,Hentz Morgan ,L,0,0,0,0,,USA,BLOCK,2,25,16085,1
5,8,Butler Brionne ,MB,0,0,0,0,,USA,BLOCK,2,25,16085,1
6,12,Thompson Jordan ,O,0,0,0,0,,USA,BLOCK,2,25,16085,1
7,14,Stevenson Anna ,MB,0,0,0,0,,USA,BLOCK,2,25,16085,1
8,15,Washington Haleigh ,MB,0,2,0,2,-100.00,USA,BLOCK,2,25,16085,1
9,22,Plummer Kathryn ,OH,0,1,2,3,-33.33,USA,BLOCK,2,25,16085,1
10,26,O'Neal Asjia ,MB,0,3,0,3,-100.00,USA,BLOCK,2,25,16085,1
11,27,Skinner Avery ,OH,0,0,0,0,,USA,BLOCK,2,25,16085,1
12,28,Evans Ashley ,S,0,0,0,0,,USA,BLOCK,2,25,16085,1
13,29,Lanier Khalia ,OH,0,1,1,2,-50.00,USA,BLOCK,2,25,16085,1
0,1,Hancock Micha (C),S,0,1,1,2,-50.00,USA,BLOCK,3,25,16085,1
1,3,White Kendall ,L,0,0,0,0,,USA,BLOCK,3,25,16085,1
2,5,Frantti Alexandra ,OH,0,0,0,0,,USA,BLOCK,3,25,16085,1
3,6,Hentz Morgan ,L,0,0,0,0,,USA,BLOCK,3,25,16085,1
4,8,Butler Brionne ,MB,0,0,0,0,,USA,BLOCK,3,25,16085,1
5,12,Thompson Jordan ,O,0,1,0,1,-100.00,USA,BLOCK,3,25,16085,1
6,14,Stevenson Anna ,MB,0,0,0,0,,USA,BLOCK,3,25,16085,1
7,15,Washington Haleigh ,MB,0,2,0,2,-100.00,USA,BLOCK,3,25,16085,1
8,20,Cuttino Danielle ,O,0,1,0,1,-100.00,USA,BLOCK,3,25,16085,1
9,22,Plummer Kathryn ,OH,0,0,0,0,,USA,BLOCK,3,25,16085,1
10,26,O'Neal Asjia ,MB,0,1,0,1,-100.00,USA,BLOCK,3,25,16085,1
11,27,Skinner Avery ,OH,0,0,0,0,,USA,BLOCK,3,25,16085,1
12,28,Evans Ashley ,S,0,0,0,0,,USA,BLOCK,3,25,16085,1
13,29,Lanier Khalia ,OH,0,2,1,3,-66.67,USA,BLOCK,3,25,16085,1
0,9,Alsmeier Lina ,OH,4,1,2,7,42.86,GER,BLOCK,0,0,16087,
1,21,Weitzel Camilla ,MB,3,4,9,16,-6.25,GER,BLOCK,0,0,16087,
2,10,Stigrot Lena ,OH,2,2,3,7,0.00,GER,BLOCK,0,0,16087,
3,2,Kästner Pia ,S,1,1,3,5,0.00,GER,BLOCK,0,0,16087,
4,14,Schölzel Marie ,MB,1,2,3,6,-16.67,GER,BLOCK,0,0,16087,
5,1,Agbortabi Vanessa ,OH,0,0,0,0,,GER,BLOCK,0,0,16087,
6,3,Cesar Annie ,L,0,0,0,0,,GER,BLOCK,0,0,16087,
7,4,Pogany Anna (C),L,0,0,0,0,,GER,BLOCK,0,0,16087,
8,5,Glaab Corina ,S,0,0,0,0,,GER,BLOCK,0,0,16087,
9,6,Stautz Antonia ,OH,0,0,0,0,,GER,BLOCK,0,0,16087,
10,12,Orthmann Hanna ,OH,0,2,4,6,-33.33,GER,BLOCK,0,0,16087,
11,16,Cekulaev Anastasia ,MB,0,0,0,0,,GER,BLOCK,0,0,16087,
12,20,Weske Emilia ,O,0,0,0,0,,GER,BLOCK,0,0,16087,
13,22,Strubbe Monique ,MB,0,1,2,3,-33.33,GER,BLOCK,0,0,16087,
0,9,Alsmeier Lina ,OH,1,0,0,1,100.00,GER,BLOCK,1,25,16087,1
1,21,Weitzel Camilla ,MB,1,0,2,3,33.33,GER,BLOCK,1,25,16087,1
2,1,Agbortabi Vanessa ,OH,0,0,0,0,,GER,BLOCK,1,25,16087,1
3,2,Kästner Pia ,S,0,0,0,0,,GER,BLOCK,1,25,16087,1
4,3,Cesar Annie ,L,0,0,0,0,,GER,BLOCK,1,25,16087,1
5,4,Pogany Anna (C),L,0,0,0,0,,GER,BLOCK,1,25,16087,1
6,5,Glaab Corina ,S,0,0,0,0,,GER,BLOCK,1,25,16087,1
7,6,Stautz Antonia ,OH,0,0,0,0,,GER,BLOCK,1,25,16087,1
8,10,Stigrot Lena ,OH,0,1,2,3,-33.33,GER,BLOCK,1,25,16087,1
9,12,Orthmann Hanna ,OH,0,1,1,2,-50.00,GER,BLOCK,1,25,16087,1
10,14,Schölzel Marie ,MB,0,0,0,0,,GER,BLOCK,1,25,16087,1
11,16,Cekulaev Anastasia ,MB,0,0,0,0,,GER,BLOCK,1,25,16087,1
12,20,Weske Emilia ,O,0,0,0,0,,GER,BLOCK,1,25,16087,1
13,22,Strubbe Monique ,MB,0,0,0,0,,GER,BLOCK,1,25,16087,1
0,9,Alsmeier Lina ,OH,1,0,0,1,100.00,GER,BLOCK,2,25,16087,1
1,10,Stigrot Lena ,OH,1,0,1,2,50.00,GER,BLOCK,2,25,16087,1
2,21,Weitzel Camilla ,MB,1,1,6,8,0.00,GER,BLOCK,2,25,16087,1
3,1,Agbortabi Vanessa ,OH,0,0,0,0,,GER,BLOCK,2,25,16087,1
4,2,Kästner Pia ,S,0,0,0,0,,GER,BLOCK,2,25,16087,1
5,3,Cesar Annie ,L,0,0,0,0,,GER,BLOCK,2,25,16087,1
6,4,Pogany Anna (C),L,0,0,0,0,,GER,BLOCK,2,25,16087,1
7,5,Glaab Corina ,S,0,0,0,0,,GER,BLOCK,2,25,16087,1
8,6,Stautz Antonia ,OH,0,0,0,0,,GER,BLOCK,2,25,16087,1
9,12,Orthmann Hanna ,OH,0,1,1,2,-50.00,GER,BLOCK,2,25,16087,1
10,14,Schölzel Marie ,MB,0,1,1,2,-50.00,GER,BLOCK,2,25,16087,1
11,16,Cekulaev Anastasia ,MB,0,0,0,0,,GER,BLOCK,2,25,16087,1
12,20,Weske Emilia ,O,0,0,0,0,,GER,BLOCK,2,25,16087,1
13,22,Strubbe Monique ,MB,0,0,0,0,,GER,BLOCK,2,25,16087,1
0,2,Kästner Pia ,S,1,1,3,5,0.00,GER,BLOCK,3,25,16087,0
1,9,Alsmeier Lina ,OH,1,1,2,4,0.00,GER,BLOCK,3,25,16087,0
2,14,Schölzel Marie ,MB,1,1,0,2,0.00,GER,BLOCK,3,25,16087,0
3,21,Weitzel Camilla ,MB,1,3,1,5,-40.00,GER,BLOCK,3,25,16087,0
4,1,Agbortabi Vanessa ,OH,0,0,0,0,,GER,BLOCK,3,25,16087,0
5,3,Cesar Annie ,L,0,0,0,0,,GER,BLOCK,3,25,16087,0
6,4,Pogany Anna (C),L,0,0,0,0,,GER,BLOCK,3,25,16087,0
7,5,Glaab Corina ,S,0,0,0,0,,GER,BLOCK,3,25,16087,0
8,6,Stautz Antonia ,OH,0,0,0,0,,GER,BLOCK,3,25,16087,0
9,10,Stigrot Lena ,OH,0,1,0,1,-100.00,GER,BLOCK,3,25,16087,0
10,12,Orthmann Hanna ,OH,0,0,1,1,0.00,GER,BLOCK,3,25,16087,0
11,16,Cekulaev Anastasia ,MB,0,0,0,0,,GER,BLOCK,3,25,16087,0
12,20,Weske Emilia ,O,0,0,0,0,,GER,BLOCK,3,25,16087,0
13,22,Strubbe Monique ,MB,0,1,2,3,-33.33,GER,BLOCK,3,25,16087,0
0,9,Alsmeier Lina ,OH,1,0,0,1,100.00,GER,BLOCK,4,25,16087,1
1,10,Stigrot Lena ,OH,1,0,0,1,100.00,GER,BLOCK,4,25,16087,1
2,1,Agbortabi Vanessa ,OH,0,0,0,0,,GER,BLOCK,4,25,16087,1
3,2,Kästner Pia ,S,0,0,0,0,,GER,BLOCK,4,25,16087,1
4,3,Cesar Annie ,L,0,0,0,0,,GER,BLOCK,4,25,16087,1
5,4,Pogany Anna (C),L,0,0,0,0,,GER,BLOCK,4,25,16087,1
6,5,Glaab Corina ,S,0,0,0,0,,GER,BLOCK,4,25,16087,1
7,6,Stautz Antonia ,OH,0,0,0,0,,GER,BLOCK,4,25,16087,1
8,12,Orthmann Hanna ,OH,0,0,1,1,0.00,GER,BLOCK,4,25,16087,1
9,14,Schölzel Marie ,MB,0,0,2,2,0.00,GER,BLOCK,4,25,16087,1
10,16,Cekulaev Anastasia ,MB,0,0,0,0,,GER,BLOCK,4,25,16087,1
11,20,Weske Emilia ,O,0,0,0,0,,GER,BLOCK,4,25,16087,1
12,21,Weitzel Camilla ,MB,0,0,0,0,,GER,BLOCK,4,25,16087,1
13,22,Strubbe Monique ,MB,0,0,0,0,,GER,BLOCK,4,25,16087,1
0,14,Lee Dahyeon ,MB,2,8,9,19,-31.58,KOR,BLOCK,0,0,16087,
1,97,Kang Sohwi ,OH,2,2,1,5,0.00,KOR,BLOCK,0,0,16087,
2,1,Kim Daeun ,O,1,7,1,9,-66.67,KOR,BLOCK,0,0,16087,
3,2,Lee Juah ,MB,0,0,0,0,,KOR,BLOCK,0,0,16087,
4,3,Yeum Hye Seon ,S,0,0,0,0,,KOR,BLOCK,0,0,16087,
5,6,Park Eunjin ,MB,0,0,1,1,0.00,KOR,BLOCK,0,0,16087,
6,7,Kim Jiwon ,S,0,0,0,0,,KOR,BLOCK,0,0,16087,
7,12,Moon Jungwon ,L,0,0,0,0,,KOR,BLOCK,0,0,16087,
8,13,Park Jeongah (C),OH,0,4,1,5,-80.00,KOR,BLOCK,0,0,16087,
9,16,Jeong Jiyun ,OH,0,2,1,3,-66.67,KOR,BLOCK,0,0,16087,
10,17,Jung Hoyoung ,MB,0,0,0,0,,KOR,BLOCK,0,0,16087,
11,18,Kim Miyoun ,OH,0,0,0,0,,KOR,BLOCK,0,0,16087,
12,19,Pyo Seungju ,OH,0,0,0,0,,KOR,BLOCK,0,0,16087,
13,71,Moon Jiyun ,O,0,0,0,0,,KOR,BLOCK,0,0,16087,
0,14,Lee Dahyeon ,MB,2,2,1,5,0.00,KOR,BLOCK,1,19,16087,0
1,1,Kim Daeun ,O,0,3,0,3,-100.00,KOR,BLOCK,1,19,16087,0
2,2,Lee Juah ,MB,0,0,0,0,,KOR,BLOCK,1,19,16087,0
3,3,Yeum Hye Seon ,S,0,0,0,0,,KOR,BLOCK,1,19,16087,0
4,6,Park Eunjin ,MB,0,0,0,0,,KOR,BLOCK,1,19,16087,0
5,7,Kim Jiwon ,S,0,0,0,0,,KOR,BLOCK,1,19,16087,0
6,12,Moon Jungwon ,L,0,0,0,0,,KOR,BLOCK,1,19,16087,0
7,13,Park Jeongah (C),OH,0,2,1,3,-66.67,KOR,BLOCK,1,19,16087,0
8,16,Jeong Jiyun ,OH,0,1,0,1,-100.00,KOR,BLOCK,1,19,16087,0
9,17,Jung Hoyoung ,MB,0,0,0,0,,KOR,BLOCK,1,19,16087,0
10,18,Kim Miyoun ,OH,0,0,0,0,,KOR,BLOCK,1,19,16087,0
11,19,Pyo Seungju ,OH,0,0,0,0,,KOR,BLOCK,1,19,16087,0
12,71,Moon Jiyun ,O,0,0,0,0,,KOR,BLOCK,1,19,16087,0
13,97,Kang Sohwi ,OH,0,1,0,1,-100.00,KOR,BLOCK,1,19,16087,0
0,1,Kim Daeun ,O,0,0,1,1,0.00,KOR,BLOCK,2,17,16087,0
1,2,Lee Juah ,MB,0,0,0,0,,KOR,BLOCK,2,17,16087,0
2,3,Yeum Hye Seon ,S,0,0,0,0,,KOR,BLOCK,2,17,16087,0
3,6,Park Eunjin ,MB,0,0,1,1,0.00,KOR,BLOCK,2,17,16087,0
4,7,Kim Jiwon ,S,0,0,0,0,,KOR,BLOCK,2,17,16087,0
5,12,Moon Jungwon ,L,0,0,0,0,,KOR,BLOCK,2,17,16087,0
6,13,Park Jeongah (C),OH,0,1,0,1,-100.00,KOR,BLOCK,2,17,16087,0
7,14,Lee Dahyeon ,MB,0,2,5,7,-28.57,KOR,BLOCK,2,17,16087,0
8,16,Jeong Jiyun ,OH,0,0,0,0,,KOR,BLOCK,2,17,16087,0
9,17,Jung Hoyoung ,MB,0,0,0,0,,KOR,BLOCK,2,17,16087,0
10,18,Kim Miyoun ,OH,0,0,0,0,,KOR,BLOCK,2,17,16087,0
11,19,Pyo Seungju ,OH,0,0,0,0,,KOR,BLOCK,2,17,16087,0
12,71,Moon Jiyun ,O,0,0,0,0,,KOR,BLOCK,2,17,16087,0
13,97,Kang Sohwi ,OH,0,0,0,0,,KOR,BLOCK,2,17,16087,0
0,97,Kang Sohwi ,OH,2,0,1,3,66.67,KOR,BLOCK,3,27,16087,1
1,1,Kim Daeun ,O,1,2,0,3,-33.33,KOR,BLOCK,3,27,16087,1
2,2,Lee Juah ,MB,0,0,0,0,,KOR,BLOCK,3,27,16087,1
3,3,Yeum Hye Seon ,S,0,0,0,0,,KOR,BLOCK,3,27,16087,1
4,6,Park Eunjin ,MB,0,0,0,0,,KOR,BLOCK,3,27,16087,1
5,7,Kim Jiwon ,S,0,0,0,0,,KOR,BLOCK,3,27,16087,1
6,12,Moon Jungwon ,L,0,0,0,0,,KOR,BLOCK,3,27,16087,1
7,13,Park Jeongah (C),OH,0,1,0,1,-100.00,KOR,BLOCK,3,27,16087,1
8,14,Lee Dahyeon ,MB,0,1,2,3,-33.33,KOR,BLOCK,3,27,16087,1
9,16,Jeong Jiyun ,OH,0,1,1,2,-50.00,KOR,BLOCK,3,27,16087,1
10,17,Jung Hoyoung ,MB,0,0,0,0,,KOR,BLOCK,3,27,16087,1
11,18,Kim Miyoun ,OH,0,0,0,0,,KOR,BLOCK,3,27,16087,1
12,19,Pyo Seungju ,OH,0,0,0,0,,KOR,BLOCK,3,27,16087,1
13,71,Moon Jiyun ,O,0,0,0,0,,KOR,BLOCK,3,27,16087,1
0,1,Kim Daeun ,O,0,2,0,2,-100.00,KOR,BLOCK,4,12,16087,0
1,2,Lee Juah ,MB,0,0,0,0,,KOR,BLOCK,4,12,16087,0
2,3,Yeum Hye Seon ,S,0,0,0,0,,KOR,BLOCK,4,12,16087,0
3,6,Park Eunjin ,MB,0,0,0,0,,KOR,BLOCK,4,12,16087,0
4,7,Kim Jiwon ,S,0,0,0,0,,KOR,BLOCK,4,12,16087,0
5,12,Moon Jungwon ,L,0,0,0,0,,KOR,BLOCK,4,12,16087,0
6,13,Park Jeongah (C),OH,0,0,0,0,,KOR,BLOCK,4,12,16087,0
7,14,Lee Dahyeon ,MB,0,3,1,4,-75.00,KOR,BLOCK,4,12,16087,0
8,16,Jeong Jiyun ,OH,0,0,0,0,,KOR,BLOCK,4,12,16087,0
9,17,Jung Hoyoung ,MB,0,0,0,0,,KOR,BLOCK,4,12,16087,0
10,18,Kim Miyoun ,OH,0,0,0,0,,KOR,BLOCK,4,12,16087,0
11,19,Pyo Seungju ,OH,0,0,0,0,,KOR,BLOCK,4,12,16087,0
12,71,Moon Jiyun ,O,0,0,0,0,,KOR,BLOCK,4,12,16087,0
13,97,Kang Sohwi ,OH,0,1,0,1,-100.00,KOR,BLOCK,4,12,16087,0
0,12,Orthmann Hanna ,OH,3,2,2,7,14.29,GER,BLOCK,0,0,16088,
1,22,Strubbe Monique ,MB,2,2,6,10,0.00,GER,BLOCK,0,0,16088,
2,10,Stigrot Lena ,OH,1,1,1,3,0.00,GER,BLOCK,0,0,16088,
3,1,Agbortabi Vanessa ,OH,0,0,0,0,,GER,BLOCK,0,0,16088,
4,2,Kästner Pia ,S,0,1,2,3,-33.33,GER,BLOCK,0,0,16088,
5,3,Cesar Annie ,L,0,0,0,0,,GER,BLOCK,0,0,16088,
6,4,Pogany Anna (C),L,0,0,0,0,,GER,BLOCK,0,0,16088,
7,5,Glaab Corina ,S,0,0,1,1,0.00,GER,BLOCK,0,0,16088,
8,6,Stautz Antonia ,OH,0,0,0,0,,GER,BLOCK,0,0,16088,
9,9,Alsmeier Lina ,OH,0,2,2,4,-50.00,GER,BLOCK,0,0,16088,
10,14,Schölzel Marie ,MB,0,3,2,5,-60.00,GER,BLOCK,0,0,16088,
11,18,Grozer Leana ,OH,0,0,0,0,,GER,BLOCK,0,0,16088,
12,20,Weske Emilia ,O,0,0,1,1,0.00,GER,BLOCK,0,0,16088,
13,21,Weitzel Camilla ,MB,0,5,7,12,-41.67,GER,BLOCK,0,0,16088,
0,1,Agbortabi Vanessa ,OH,0,0,0,0,,GER,BLOCK,1,25,16088,1
1,2,Kästner Pia ,S,0,0,0,0,,GER,BLOCK,1,25,16088,1
2,3,Cesar Annie ,L,0,0,0,0,,GER,BLOCK,1,25,16088,1
3,4,Pogany Anna (C),L,0,0,0,0,,GER,BLOCK,1,25,16088,1
4,5,Glaab Corina ,S,0,0,0,0,,GER,BLOCK,1,25,16088,1
5,6,Stautz Antonia ,OH,0,0,0,0,,GER,BLOCK,1,25,16088,1
6,9,Alsmeier Lina ,OH,0,0,0,0,,GER,BLOCK,1,25,16088,1
7,10,Stigrot Lena ,OH,0,1,1,2,-50.00,GER,BLOCK,1,25,16088,1
8,12,Orthmann Hanna ,OH,0,1,0,1,-100.00,GER,BLOCK,1,25,16088,1
9,14,Schölzel Marie ,MB,0,1,2,3,-33.33,GER,BLOCK,1,25,16088,1
10,18,Grozer Leana ,OH,0,0,0,0,,GER,BLOCK,1,25,16088,1
11,20,Weske Emilia ,O,0,0,0,0,,GER,BLOCK,1,25,16088,1
12,21,Weitzel Camilla ,MB,0,0,1,1,0.00,GER,BLOCK,1,25,16088,1
13,22,Strubbe Monique ,MB,0,0,0,0,,GER,BLOCK,1,25,16088,1
0,12,Orthmann Hanna ,OH,2,1,0,3,33.33,GER,BLOCK,2,25,16088,1
1,10,Stigrot Lena ,OH,1,0,0,1,100.00,GER,BLOCK,2,25,16088,1
2,1,Agbortabi Vanessa ,OH,0,0,0,0,,GER,BLOCK,2,25,16088,1
3,2,Kästner Pia ,S,0,0,1,1,0.00,GER,BLOCK,2,25,16088,1
4,3,Cesar Annie ,L,0,0,0,0,,GER,BLOCK,2,25,16088,1
5,4,Pogany Anna (C),L,0,0,0,0,,GER,BLOCK,2,25,16088,1
6,5,Glaab Corina ,S,0,0,0,0,,GER,BLOCK,2,25,16088,1
7,6,Stautz Antonia ,OH,0,0,0,0,,GER,BLOCK,2,25,16088,1
8,9,Alsmeier Lina ,OH,0,0,0,0,,GER,BLOCK,2,25,16088,1
9,14,Schölzel Marie ,MB,0,2,0,2,-100.00,GER,BLOCK,2,25,16088,1
10,18,Grozer Leana ,OH,0,0,0,0,,GER,BLOCK,2,25,16088,1
11,20,Weske Emilia ,O,0,0,0,0,,GER,BLOCK,2,25,16088,1
12,21,Weitzel Camilla ,MB,0,1,2,3,-33.33,GER,BLOCK,2,25,16088,1
13,22,Strubbe Monique ,MB,0,0,2,2,0.00,GER,BLOCK,2,25,16088,1
0,1,Agbortabi Vanessa ,OH,0,0,0,0,,GER,BLOCK,3,18,16088,0
1,2,Kästner Pia ,S,0,0,1,1,0.00,GER,BLOCK,3,18,16088,0
2,3,Cesar Annie ,L,0,0,0,0,,GER,BLOCK,3,18,16088,0
3,4,Pogany Anna (C),L,0,0,0,0,,GER,BLOCK,3,18,16088,0
4,5,Glaab Corina ,S,0,0,1,1,0.00,GER,BLOCK,3,18,16088,0
5,6,Stautz Antonia ,OH,0,0,0,0,,GER,BLOCK,3,18,16088,0
6,9,Alsmeier Lina ,OH,0,2,1,3,-66.67,GER,BLOCK,3,18,16088,0
7,10,Stigrot Lena ,OH,0,0,0,0,,GER,BLOCK,3,18,16088,0
8,12,Orthmann Hanna ,OH,0,0,0,0,,GER,BLOCK,3,18,16088,0
9,14,Schölzel Marie ,MB,0,0,0,0,,GER,BLOCK,3,18,16088,0
10,18,Grozer Leana ,OH,0,0,0,0,,GER,BLOCK,3,18,16088,0
11,20,Weske Emilia ,O,0,0,0,0,,GER,BLOCK,3,18,16088,0
12,21,Weitzel Camilla ,MB,0,3,3,6,-50.00,GER,BLOCK,3,18,16088,0
13,22,Strubbe Monique ,MB,0,0,2,2,0.00,GER,BLOCK,3,18,16088,0
0,22,Strubbe Monique ,MB,2,2,2,6,0.00,GER,BLOCK,4,25,16088,1
1,12,Orthmann Hanna ,OH,1,0,2,3,33.33,GER,BLOCK,4,25,16088,1
2,1,Agbortabi Vanessa ,OH,0,0,0,0,,GER,BLOCK,4,25,16088,1
3,2,Kästner Pia ,S,0,1,0,1,-100.00,GER,BLOCK,4,25,16088,1
4,3,Cesar Annie ,L,0,0,0,0,,GER,BLOCK,4,25,16088,1
5,4,Pogany Anna (C),L,0,0,0,0,,GER,BLOCK,4,25,16088,1
6,5,Glaab Corina ,S,0,0,0,0,,GER,BLOCK,4,25,16088,1
7,6,Stautz Antonia ,OH,0,0,0,0,,GER,BLOCK,4,25,16088,1
8,9,Alsmeier Lina ,OH,0,0,1,1,0.00,GER,BLOCK,4,25,16088,1
9,10,Stigrot Lena ,OH,0,0,0,0,,GER,BLOCK,4,25,16088,1
10,14,Schölzel Marie ,MB,0,0,0,0,,GER,BLOCK,4,25,16088,1
11,18,Grozer Leana ,OH,0,0,0,0,,GER,BLOCK,4,25,16088,1
12,20,Weske Emilia ,O,0,0,1,1,0.00,GER,BLOCK,4,25,16088,1
13,21,Weitzel Camilla ,MB,0,1,1,2,-50.00,GER,BLOCK,4,25,16088,1
0,20,Martinez Brayelin Elizabeth ,OH,3,3,1,7,0.00,DOM,BLOCK,0,0,16088,
1,16,Peña Isabel Yonkaira Paola ,OH,2,1,1,4,25.00,DOM,BLOCK,0,0,16088,
2,21,Martinez Jineiry ,MB,2,4,10,16,-12.50,DOM,BLOCK,0,0,16088,
3,23,Gonzalez Lopez Gaila Ceneida ,O,1,2,3,6,-16.67,DOM,BLOCK,0,0,16088,
4,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,DOM,BLOCK,0,0,16088,
5,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,DOM,BLOCK,0,0,16088,
6,4,Peralta Luna Vielka Michelle ,OH,0,0,1,1,0.00,DOM,BLOCK,0,0,16088,
7,5,Castillo Brenda ,L,0,0,0,0,,DOM,BLOCK,0,0,16088,
8,7,Marte Frica Niverka Dharlenis (C),S,0,1,1,2,-50.00,DOM,BLOCK,0,0,16088,
9,8,Tapia Cruz Alondra Denis ,O,0,0,0,0,,DOM,BLOCK,0,0,16088,
10,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,BLOCK,0,0,16088,
11,11,Gonzalez Geraldine Sthefany ,MB,0,1,0,1,-100.00,DOM,BLOCK,0,0,16088,
12,12,Perez Javier Yokaty ,S,0,0,0,0,,DOM,BLOCK,0,0,16088,
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,DOM,BLOCK,0,0,16088,
0,21,Martinez Jineiry ,MB,1,1,2,4,0.00,DOM,BLOCK,1,19,16088,0
1,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,DOM,BLOCK,1,19,16088,0
2,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,DOM,BLOCK,1,19,16088,0
3,4,Peralta Luna Vielka Michelle ,OH,0,0,1,1,0.00,DOM,BLOCK,1,19,16088,0
4,5,Castillo Brenda ,L,0,0,0,0,,DOM,BLOCK,1,19,16088,0
5,7,Marte Frica Niverka Dharlenis (C),S,0,0,1,1,0.00,DOM,BLOCK,1,19,16088,0
6,8,Tapia Cruz Alondra Denis ,O,0,0,0,0,,DOM,BLOCK,1,19,16088,0
7,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,BLOCK,1,19,16088,0
8,11,Gonzalez Geraldine Sthefany ,MB,0,0,0,0,,DOM,BLOCK,1,19,16088,0
9,12,Perez Javier Yokaty ,S,0,0,0,0,,DOM,BLOCK,1,19,16088,0
10,16,Peña Isabel Yonkaira Paola ,OH,0,1,1,2,-50.00,DOM,BLOCK,1,19,16088,0
11,20,Martinez Brayelin Elizabeth ,OH,0,1,0,1,-100.00,DOM,BLOCK,1,19,16088,0
12,23,Gonzalez Lopez Gaila Ceneida ,O,0,0,0,0,,DOM,BLOCK,1,19,16088,0
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,DOM,BLOCK,1,19,16088,0
0,20,Martinez Brayelin Elizabeth ,OH,2,0,0,2,100.00,DOM,BLOCK,2,18,16088,0
1,16,Peña Isabel Yonkaira Paola ,OH,1,0,0,1,100.00,DOM,BLOCK,2,18,16088,0
2,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,DOM,BLOCK,2,18,16088,0
