,Player No,Player Name,Position,Point,Errors,Touches,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
10,8,Tapp Hannah ,MB,0,0,0,0,,USA,BLOCK,0,0,13803,
11,15,Washington Haleigh ,MB,0,0,0,0,,USA,BLOCK,0,0,13803,
12,20,Cuttino Danielle ,O,0,0,0,0,,USA,BLOCK,0,0,13803,
13,23,Robinson Kelsey ,OH,0,0,0,0,,USA,BLOCK,0,0,13803,
0,24,Ogbogu Chiaka ,MB,1,1,2,4,0.00,USA,BLOCK,1,25,13803,1
1,33,Reed Nia ,O,1,0,1,2,50.00,USA,BLOCK,1,25,13803,1
2,1,Hancock Micha (C),S,0,0,0,0,,USA,BLOCK,1,25,13803,1
3,3,Plummer Kathryn ,OH,0,0,0,0,,USA,BLOCK,1,25,13803,1
4,4,Wong-Orantes Justine ,L,0,0,0,0,,USA,BLOCK,1,25,13803,1
5,5,Hentz Morgan ,L,0,0,0,0,,USA,BLOCK,1,25,13803,1
6,7,Carlini Lauren ,S,0,0,2,2,0.00,USA,BLOCK,1,25,13803,1
7,8,Tapp Hannah ,MB,0,0,0,0,,USA,BLOCK,1,25,13803,1
8,9,Rishel Madison Kingdon ,OH,0,0,1,1,0.00,USA,BLOCK,1,25,13803,1
9,15,Washington Haleigh ,MB,0,0,0,0,,USA,BLOCK,1,25,13803,1
10,20,Cuttino Danielle ,O,0,0,0,0,,USA,BLOCK,1,25,13803,1
11,23,Robinson Kelsey ,OH,0,0,0,0,,USA,BLOCK,1,25,13803,1
12,30,Frantti Alexandra ,OH,0,0,0,0,,USA,BLOCK,1,25,13803,1
13,31,Stevenson Anna ,MB,0,0,1,1,0.00,USA,BLOCK,1,25,13803,1
0,7,Carlini Lauren ,S,1,0,2,3,33.33,USA,BLOCK,2,25,13803,1
1,9,Rishel Madison Kingdon ,OH,1,0,1,2,50.00,USA,BLOCK,2,25,13803,1
2,30,Frantti Alexandra ,OH,1,1,0,2,0.00,USA,BLOCK,2,25,13803,1
3,31,Stevenson Anna ,MB,1,2,2,5,-20.00,USA,BLOCK,2,25,13803,1
4,1,Hancock Micha (C),S,0,0,0,0,,USA,BLOCK,2,25,13803,1
5,3,Plummer Kathryn ,OH,0,0,0,0,,USA,BLOCK,2,25,13803,1
6,4,Wong-Orantes Justine ,L,0,0,0,0,,USA,BLOCK,2,25,13803,1
7,5,Hentz Morgan ,L,0,0,0,0,,USA,BLOCK,2,25,13803,1
8,8,Tapp Hannah ,MB,0,0,0,0,,USA,BLOCK,2,25,13803,1
9,15,Washington Haleigh ,MB,0,0,0,0,,USA,BLOCK,2,25,13803,1
10,20,Cuttino Danielle ,O,0,0,0,0,,USA,BLOCK,2,25,13803,1
11,23,Robinson Kelsey ,OH,0,0,0,0,,USA,BLOCK,2,25,13803,1
12,24,Ogbogu Chiaka ,MB,0,1,2,3,-33.33,USA,BLOCK,2,25,13803,1
13,33,Reed Nia ,O,0,1,0,1,-100.00,USA,BLOCK,2,25,13803,1
0,30,Frantti Alexandra ,OH,2,0,2,4,50.00,USA,BLOCK,3,25,13803,1
1,24,Ogbogu Chiaka ,MB,1,4,1,6,-50.00,USA,BLOCK,3,25,13803,1
2,1,Hancock Micha (C),S,0,0,0,0,,USA,BLOCK,3,25,13803,1
3,3,Plummer Kathryn ,OH,0,0,0,0,,USA,BLOCK,3,25,13803,1
4,4,Wong-Orantes Justine ,L,0,0,0,0,,USA,BLOCK,3,25,13803,1
5,5,Hentz Morgan ,L,0,0,0,0,,USA,BLOCK,3,25,13803,1
6,7,Carlini Lauren ,S,0,1,0,1,-100.00,USA,BLOCK,3,25,13803,1
7,8,Tapp Hannah ,MB,0,0,0,0,,USA,BLOCK,3,25,13803,1
8,9,Rishel Madison Kingdon ,OH,0,0,0,0,,USA,BLOCK,3,25,13803,1
9,15,Washington Haleigh ,MB,0,0,0,0,,USA,BLOCK,3,25,13803,1
10,20,Cuttino Danielle ,O,0,0,0,0,,USA,BLOCK,3,25,13803,1
11,23,Robinson Kelsey ,OH,0,0,0,0,,USA,BLOCK,3,25,13803,1
12,31,Stevenson Anna ,MB,0,0,1,1,0.00,USA,BLOCK,3,25,13803,1
13,33,Reed Nia ,O,0,0,4,4,0.00,USA,BLOCK,3,25,13803,1
0,7,Wang Yuanyuan ,MB,4,3,6,13,7.69,CHN,BLOCK,0,0,13804,
1,1,Yuan Xinyue (C),MB,3,6,7,16,-18.75,CHN,BLOCK,0,0,13804,
2,6,Gong Xiangyu ,O,1,2,1,4,-25.00,CHN,BLOCK,0,0,13804,
3,10,Wang Yunlu ,OH,1,0,0,1,100.00,CHN,BLOCK,0,0,13804,
4,16,Ding Xia ,S,1,2,2,5,-20.00,CHN,BLOCK,0,0,13804,
5,4,Yang Hanyu ,MB,0,0,2,2,0.00,CHN,BLOCK,0,0,13804,
6,8,Jin Ye ,OH,0,1,0,1,-100.00,CHN,BLOCK,0,0,13804,
7,12,Li Yingying ,OH,0,0,2,2,0.00,CHN,BLOCK,0,0,13804,
8,14,Zheng Yixin ,O,0,0,0,0,,CHN,BLOCK,0,0,13804,
9,15,Wang Weiyi ,L,0,0,0,0,,CHN,BLOCK,0,0,13804,
10,17,Ni Feifan ,L,0,0,0,0,,CHN,BLOCK,0,0,13804,
11,19,Chen Peiyan ,O,0,0,0,0,,CHN,BLOCK,0,0,13804,
0,1,Yuan Xinyue (C),MB,2,2,2,6,0.00,CHN,BLOCK,1,25,13804,1
1,7,Wang Yuanyuan ,MB,2,1,2,5,20.00,CHN,BLOCK,1,25,13804,1
2,6,Gong Xiangyu ,O,1,0,1,2,50.00,CHN,BLOCK,1,25,13804,1
3,4,Yang Hanyu ,MB,0,0,0,0,,CHN,BLOCK,1,25,13804,1
4,8,Jin Ye ,OH,0,1,0,1,-100.00,CHN,BLOCK,1,25,13804,1
5,10,Wang Yunlu ,OH,0,0,0,0,,CHN,BLOCK,1,25,13804,1
6,12,Li Yingying ,OH,0,0,0,0,,CHN,BLOCK,1,25,13804,1
7,14,Zheng Yixin ,O,0,0,0,0,,CHN,BLOCK,1,25,13804,1
8,15,Wang Weiyi ,L,0,0,0,0,,CHN,BLOCK,1,25,13804,1
9,16,Ding Xia ,S,0,0,0,0,,CHN,BLOCK,1,25,13804,1
10,17,Ni Feifan ,L,0,0,0,0,,CHN,BLOCK,1,25,13804,1
11,19,Chen Peiyan ,O,0,0,0,0,,CHN,BLOCK,1,25,13804,1
0,1,Yuan Xinyue (C),MB,0,1,1,2,-50.00,CHN,BLOCK,2,18,13804,0
1,4,Yang Hanyu ,MB,0,0,0,0,,CHN,BLOCK,2,18,13804,0
2,6,Gong Xiangyu ,O,0,2,0,2,-100.00,CHN,BLOCK,2,18,13804,0
3,7,Wang Yuanyuan ,MB,0,0,2,2,0.00,CHN,BLOCK,2,18,13804,0
4,8,Jin Ye ,OH,0,0,0,0,,CHN,BLOCK,2,18,13804,0
5,10,Wang Yunlu ,OH,0,0,0,0,,CHN,BLOCK,2,18,13804,0
6,12,Li Yingying ,OH,0,0,1,1,0.00,CHN,BLOCK,2,18,13804,0
7,14,Zheng Yixin ,O,0,0,0,0,,CHN,BLOCK,2,18,13804,0
8,15,Wang Weiyi ,L,0,0,0,0,,CHN,BLOCK,2,18,13804,0
9,16,Ding Xia ,S,0,1,2,3,-33.33,CHN,BLOCK,2,18,13804,0
10,17,Ni Feifan ,L,0,0,0,0,,CHN,BLOCK,2,18,13804,0
11,19,Chen Peiyan ,O,0,0,0,0,,CHN,BLOCK,2,18,13804,0
0,1,Yuan Xinyue (C),MB,1,0,2,3,33.33,CHN,BLOCK,3,25,13804,1
1,10,Wang Yunlu ,OH,1,0,0,1,100.00,CHN,BLOCK,3,25,13804,1
2,4,Yang Hanyu ,MB,0,0,0,0,,CHN,BLOCK,3,25,13804,1
3,6,Gong Xiangyu ,O,0,0,0,0,,CHN,BLOCK,3,25,13804,1
4,7,Wang Yuanyuan ,MB,0,2,1,3,-66.67,CHN,BLOCK,3,25,13804,1
5,8,Jin Ye ,OH,0,0,0,0,,CHN,BLOCK,3,25,13804,1
6,12,Li Yingying ,OH,0,0,0,0,,CHN,BLOCK,3,25,13804,1
7,14,Zheng Yixin ,O,0,0,0,0,,CHN,BLOCK,3,25,13804,1
8,15,Wang Weiyi ,L,0,0,0,0,,CHN,BLOCK,3,25,13804,1
9,16,Ding Xia ,S,0,0,0,0,,CHN,BLOCK,3,25,13804,1
10,17,Ni Feifan ,L,0,0,0,0,,CHN,BLOCK,3,25,13804,1
11,19,Chen Peiyan ,O,0,0,0,0,,CHN,BLOCK,3,25,13804,1
0,7,Wang Yuanyuan ,MB,2,0,1,3,66.67,CHN,BLOCK,4,25,13804,1
1,16,Ding Xia ,S,1,1,0,2,0.00,CHN,BLOCK,4,25,13804,1
2,1,Yuan Xinyue (C),MB,0,3,2,5,-60.00,CHN,BLOCK,4,25,13804,1
3,4,Yang Hanyu ,MB,0,0,2,2,0.00,CHN,BLOCK,4,25,13804,1
4,6,Gong Xiangyu ,O,0,0,0,0,,CHN,BLOCK,4,25,13804,1
5,8,Jin Ye ,OH,0,0,0,0,,CHN,BLOCK,4,25,13804,1
6,10,Wang Yunlu ,OH,0,0,0,0,,CHN,BLOCK,4,25,13804,1
7,12,Li Yingying ,OH,0,0,1,1,0.00,CHN,BLOCK,4,25,13804,1
8,14,Zheng Yixin ,O,0,0,0,0,,CHN,BLOCK,4,25,13804,1
9,15,Wang Weiyi ,L,0,0,0,0,,CHN,BLOCK,4,25,13804,1
10,17,Ni Feifan ,L,0,0,0,0,,CHN,BLOCK,4,25,13804,1
11,19,Chen Peiyan ,O,0,0,0,0,,CHN,BLOCK,4,25,13804,1
0,8,Ogoms Alicia ,MB,1,3,13,17,-11.76,CAN,BLOCK,0,0,13804,
1,12,Cross Jennifer (C),MB,1,2,1,4,-25.00,CAN,BLOCK,0,0,13804,
2,19,Maglio Emily ,MB,1,4,0,5,-60.00,CAN,BLOCK,0,0,13804,
3,3,Van Ryk Kiera ,OH,0,0,2,2,0.00,CAN,BLOCK,0,0,13804,
4,5,Murmann Julia ,L,0,0,0,0,,CAN,BLOCK,0,0,13804,
5,6,White Jazmine Ruth ,MB,0,0,0,0,,CAN,BLOCK,0,0,13804,
6,9,Gray Alexa ,OH,0,0,0,0,,CAN,BLOCK,0,0,13804,
7,11,Mitrovic Andrea ,OH,0,0,1,1,0.00,CAN,BLOCK,0,0,13804,
8,13,King Brie ,S,0,1,0,1,-100.00,CAN,BLOCK,0,0,13804,
9,14,Howe Hilary ,OH,0,1,5,6,-16.67,CAN,BLOCK,0,0,13804,
10,16,Livingston Caroline ,OH,0,0,1,1,0.00,CAN,BLOCK,0,0,13804,
11,18,Robitaille Kim ,S,0,0,1,1,0.00,CAN,BLOCK,0,0,13804,
12,20,Palermo Arielle ,L,0,0,0,0,,CAN,BLOCK,0,0,13804,
13,25,Grills Sydney ,O,0,0,0,0,,CAN,BLOCK,0,0,13804,
0,12,Cross Jennifer (C),MB,1,2,1,4,-25.00,CAN,BLOCK,1,16,13804,0
1,19,Maglio Emily ,MB,1,0,0,1,100.00,CAN,BLOCK,1,16,13804,0
2,3,Van Ryk Kiera ,OH,0,0,0,0,,CAN,BLOCK,1,16,13804,0
3,5,Murmann Julia ,L,0,0,0,0,,CAN,BLOCK,1,16,13804,0
4,6,White Jazmine Ruth ,MB,0,0,0,0,,CAN,BLOCK,1,16,13804,0
5,8,Ogoms Alicia ,MB,0,0,0,0,,CAN,BLOCK,1,16,13804,0
6,9,Gray Alexa ,OH,0,0,0,0,,CAN,BLOCK,1,16,13804,0
7,11,Mitrovic Andrea ,OH,0,0,0,0,,CAN,BLOCK,1,16,13804,0
8,13,King Brie ,S,0,0,0,0,,CAN,BLOCK,1,16,13804,0
9,14,Howe Hilary ,OH,0,0,0,0,,CAN,BLOCK,1,16,13804,0
10,16,Livingston Caroline ,OH,0,0,0,0,,CAN,BLOCK,1,16,13804,0
11,18,Robitaille Kim ,S,0,0,0,0,,CAN,BLOCK,1,16,13804,0
12,20,Palermo Arielle ,L,0,0,0,0,,CAN,BLOCK,1,16,13804,0
13,25,Grills Sydney ,O,0,0,0,0,,CAN,BLOCK,1,16,13804,0
0,8,Ogoms Alicia ,MB,1,2,5,8,-12.50,CAN,BLOCK,2,25,13804,1
1,3,Van Ryk Kiera ,OH,0,0,2,2,0.00,CAN,BLOCK,2,25,13804,1
2,5,Murmann Julia ,L,0,0,0,0,,CAN,BLOCK,2,25,13804,1
3,6,White Jazmine Ruth ,MB,0,0,0,0,,CAN,BLOCK,2,25,13804,1
4,9,Gray Alexa ,OH,0,0,0,0,,CAN,BLOCK,2,25,13804,1
5,11,Mitrovic Andrea ,OH,0,0,0,0,,CAN,BLOCK,2,25,13804,1
6,12,Cross Jennifer (C),MB,0,0,0,0,,CAN,BLOCK,2,25,13804,1
7,13,King Brie ,S,0,1,0,1,-100.00,CAN,BLOCK,2,25,13804,1
8,14,Howe Hilary ,OH,0,1,2,3,-33.33,CAN,BLOCK,2,25,13804,1
9,16,Livingston Caroline ,OH,0,0,0,0,,CAN,BLOCK,2,25,13804,1
10,18,Robitaille Kim ,S,0,0,0,0,,CAN,BLOCK,2,25,13804,1
11,19,Maglio Emily ,MB,0,3,0,3,-100.00,CAN,BLOCK,2,25,13804,1
12,20,Palermo Arielle ,L,0,0,0,0,,CAN,BLOCK,2,25,13804,1
13,25,Grills Sydney ,O,0,0,0,0,,CAN,BLOCK,2,25,13804,1
0,3,Van Ryk Kiera ,OH,0,0,0,0,,CAN,BLOCK,3,12,13804,0
1,5,Murmann Julia ,L,0,0,0,0,,CAN,BLOCK,3,12,13804,0
2,6,White Jazmine Ruth ,MB,0,0,0,0,,CAN,BLOCK,3,12,13804,0
3,8,Ogoms Alicia ,MB,0,0,3,3,0.00,CAN,BLOCK,3,12,13804,0
4,9,Gray Alexa ,OH,0,0,0,0,,CAN,BLOCK,3,12,13804,0
5,11,Mitrovic Andrea ,OH,0,0,0,0,,CAN,BLOCK,3,12,13804,0
6,12,Cross Jennifer (C),MB,0,0,0,0,,CAN,BLOCK,3,12,13804,0
7,13,King Brie ,S,0,0,0,0,,CAN,BLOCK,3,12,13804,0
8,14,Howe Hilary ,OH,0,0,1,1,0.00,CAN,BLOCK,3,12,13804,0
9,16,Livingston Caroline ,OH,0,0,0,0,,CAN,BLOCK,3,12,13804,0
10,18,Robitaille Kim ,S,0,0,0,0,,CAN,BLOCK,3,12,13804,0
11,19,Maglio Emily ,MB,0,1,0,1,-100.00,CAN,BLOCK,3,12,13804,0
12,20,Palermo Arielle ,L,0,0,0,0,,CAN,BLOCK,3,12,13804,0
13,25,Grills Sydney ,O,0,0,0,0,,CAN,BLOCK,3,12,13804,0
0,3,Van Ryk Kiera ,OH,0,0,0,0,,CAN,BLOCK,4,18,13804,0
1,5,Murmann Julia ,L,0,0,0,0,,CAN,BLOCK,4,18,13804,0
2,6,White Jazmine Ruth ,MB,0,0,0,0,,CAN,BLOCK,4,18,13804,0
3,8,Ogoms Alicia ,MB,0,1,5,6,-16.67,CAN,BLOCK,4,18,13804,0
4,9,Gray Alexa ,OH,0,0,0,0,,CAN,BLOCK,4,18,13804,0
5,11,Mitrovic Andrea ,OH,0,0,1,1,0.00,CAN,BLOCK,4,18,13804,0
6,12,Cross Jennifer (C),MB,0,0,0,0,,CAN,BLOCK,4,18,13804,0
7,13,King Brie ,S,0,0,0,0,,CAN,BLOCK,4,18,13804,0
8,14,Howe Hilary ,OH,0,0,2,2,0.00,CAN,BLOCK,4,18,13804,0
9,16,Livingston Caroline ,OH,0,0,1,1,0.00,CAN,BLOCK,4,18,13804,0
10,18,Robitaille Kim ,S,0,0,1,1,0.00,CAN,BLOCK,4,18,13804,0
11,19,Maglio Emily ,MB,0,0,0,0,,CAN,BLOCK,4,18,13804,0
12,20,Palermo Arielle ,L,0,0,0,0,,CAN,BLOCK,4,18,13804,0
13,25,Grills Sydney ,O,0,0,0,0,,CAN,BLOCK,4,18,13804,0
0,3,Nishida Sarina (C),OH,3,2,3,8,12.50,JPN,BLOCK,0,0,13805,
1,10,Inoue Arisa ,OH,1,1,8,10,0.00,JPN,BLOCK,0,0,13805,
2,15,Hayashi Kotona ,OH,1,0,3,4,25.00,JPN,BLOCK,0,0,13805,
3,23,Yokota Mami ,MB,1,1,5,7,0.00,JPN,BLOCK,0,0,13805,
4,1,Moriya Akane ,L,0,0,0,0,,JPN,BLOCK,0,0,13805,
5,2,Uchiseto Mami ,L,0,0,0,0,,JPN,BLOCK,0,0,13805,
6,4,Ishikawa Mayu ,OH,0,0,0,0,,JPN,BLOCK,0,0,13805,
7,5,Shimamura Haruyo ,MB,0,3,7,10,-30.00,JPN,BLOCK,0,0,13805,
8,8,Miyashita Haruka ,S,0,0,0,0,,JPN,BLOCK,0,0,13805,
9,9,Kojima Manami ,L,0,0,0,0,,JPN,BLOCK,0,0,13805,
10,24,Matsui Tamaki ,S,0,0,0,0,,JPN,BLOCK,0,0,13805,
11,25,Ogawa Erina ,MB,0,0,0,0,,JPN,BLOCK,0,0,13805,
12,30,Seki Nanami ,S,0,0,7,7,0.00,JPN,BLOCK,0,0,13805,
13,38,Sato Yoshino ,OH,0,0,0,0,,JPN,BLOCK,0,0,13805,
0,3,Nishida Sarina (C),OH,2,1,1,4,25.00,JPN,BLOCK,1,25,13805,1
1,1,Moriya Akane ,L,0,0,0,0,,JPN,BLOCK,1,25,13805,1
2,2,Uchiseto Mami ,L,0,0,0,0,,JPN,BLOCK,1,25,13805,1
3,4,Ishikawa Mayu ,OH,0,0,0,0,,JPN,BLOCK,1,25,13805,1
4,5,Shimamura Haruyo ,MB,0,2,2,4,-50.00,JPN,BLOCK,1,25,13805,1
5,8,Miyashita Haruka ,S,0,0,0,0,,JPN,BLOCK,1,25,13805,1
6,9,Kojima Manami ,L,0,0,0,0,,JPN,BLOCK,1,25,13805,1
7,10,Inoue Arisa ,OH,0,0,4,4,0.00,JPN,BLOCK,1,25,13805,1
8,15,Hayashi Kotona ,OH,0,0,0,0,,JPN,BLOCK,1,25,13805,1
9,23,Yokota Mami ,MB,0,0,0,0,,JPN,BLOCK,1,25,13805,1
10,24,Matsui Tamaki ,S,0,0,0,0,,JPN,BLOCK,1,25,13805,1
11,25,Ogawa Erina ,MB,0,0,0,0,,JPN,BLOCK,1,25,13805,1
12,30,Seki Nanami ,S,0,0,3,3,0.00,JPN,BLOCK,1,25,13805,1
13,38,Sato Yoshino ,OH,0,0,0,0,,JPN,BLOCK,1,25,13805,1
0,1,Moriya Akane ,L,0,0,0,0,,JPN,BLOCK,2,25,13805,1
1,2,Uchiseto Mami ,L,0,0,0,0,,JPN,BLOCK,2,25,13805,1
2,3,Nishida Sarina (C),OH,0,1,2,3,-33.33,JPN,BLOCK,2,25,13805,1
3,4,Ishikawa Mayu ,OH,0,0,0,0,,JPN,BLOCK,2,25,13805,1
4,5,Shimamura Haruyo ,MB,0,1,4,5,-20.00,JPN,BLOCK,2,25,13805,1
5,8,Miyashita Haruka ,S,0,0,0,0,,JPN,BLOCK,2,25,13805,1
6,9,Kojima Manami ,L,0,0,0,0,,JPN,BLOCK,2,25,13805,1
7,10,Inoue Arisa ,OH,0,0,4,4,0.00,JPN,BLOCK,2,25,13805,1
8,15,Hayashi Kotona ,OH,0,0,1,1,0.00,JPN,BLOCK,2,25,13805,1
9,23,Yokota Mami ,MB,0,1,0,1,-100.00,JPN,BLOCK,2,25,13805,1
10,24,Matsui Tamaki ,S,0,0,0,0,,JPN,BLOCK,2,25,13805,1
11,25,Ogawa Erina ,MB,0,0,0,0,,JPN,BLOCK,2,25,13805,1
12,30,Seki Nanami ,S,0,0,1,1,0.00,JPN,BLOCK,2,25,13805,1
13,38,Sato Yoshino ,OH,0,0,0,0,,JPN,BLOCK,2,25,13805,1
0,3,Nishida Sarina (C),OH,1,0,0,1,100.00,JPN,BLOCK,3,25,13805,1
1,10,Inoue Arisa ,OH,1,1,0,2,0.00,JPN,BLOCK,3,25,13805,1
2,15,Hayashi Kotona ,OH,1,0,2,3,33.33,JPN,BLOCK,3,25,13805,1
3,23,Yokota Mami ,MB,1,0,5,6,16.67,JPN,BLOCK,3,25,13805,1
4,1,Moriya Akane ,L,0,0,0,0,,JPN,BLOCK,3,25,13805,1
5,2,Uchiseto Mami ,L,0,0,0,0,,JPN,BLOCK,3,25,13805,1
6,4,Ishikawa Mayu ,OH,0,0,0,0,,JPN,BLOCK,3,25,13805,1
7,5,Shimamura Haruyo ,MB,0,0,1,1,0.00,JPN,BLOCK,3,25,13805,1
8,8,Miyashita Haruka ,S,0,0,0,0,,JPN,BLOCK,3,25,13805,1
9,9,Kojima Manami ,L,0,0,0,0,,JPN,BLOCK,3,25,13805,1
10,24,Matsui Tamaki ,S,0,0,0,0,,JPN,BLOCK,3,25,13805,1
11,25,Ogawa Erina ,MB,0,0,0,0,,JPN,BLOCK,3,25,13805,1
12,30,Seki Nanami ,S,0,0,3,3,0.00,JPN,BLOCK,3,25,13805,1
13,38,Sato Yoshino ,OH,0,0,0,0,,JPN,BLOCK,3,25,13805,1
0,18,Kongyot Ajcharaporn ,OH,2,0,1,3,66.67,THA,BLOCK,0,0,13805,
1,19,Moksri Chatchu-On ,OH,2,1,2,5,20.00,THA,BLOCK,0,0,13805,
2,3,Guedpard Pornpun (C),S,1,3,5,9,-22.22,THA,BLOCK,0,0,13805,
3,15,Kamulthala Kaewkalaya ,MB,1,3,10,14,-14.29,THA,BLOCK,0,0,13805,
4,1,Srithong Wipawee ,OH,0,0,0,0,,THA,BLOCK,0,0,13805,
5,2,Pannoy Piyanut ,L,0,0,0,0,,THA,BLOCK,0,0,13805,
6,6,Thipachot Kannika ,OH,0,0,0,0,,THA,BLOCK,0,0,13805,
7,9,Bundasak Jarasporn ,MB,0,5,4,9,-55.56,THA,BLOCK,0,0,13805,
8,11,Pinsuwan Darin ,OH,0,0,0,0,,THA,BLOCK,0,0,13805,
9,16,Kokram Pimpichaya ,O,0,3,3,6,-50.00,THA,BLOCK,0,0,13805,
10,17,Boonlert Tichaya ,S,0,0,0,0,,THA,BLOCK,0,0,13805,
11,21,Sooksod Thanacha ,O,0,1,0,1,-100.00,THA,BLOCK,0,0,13805,
12,22,Sanitklang Nattaporn ,L,0,0,0,0,,THA,BLOCK,0,0,13805,
0,3,Guedpard Pornpun (C),S,1,2,3,6,-16.67,THA,BLOCK,1,22,13805,0
1,15,Kamulthala Kaewkalaya ,MB,1,1,2,4,0.00,THA,BLOCK,1,22,13805,0
2,18,Kongyot Ajcharaporn ,OH,1,0,0,1,100.00,THA,BLOCK,1,22,13805,0
3,19,Moksri Chatchu-On ,OH,1,0,1,2,50.00,THA,BLOCK,1,22,13805,0
4,1,Srithong Wipawee ,OH,0,0,0,0,,THA,BLOCK,1,22,13805,0
5,2,Pannoy Piyanut ,L,0,0,0,0,,THA,BLOCK,1,22,13805,0
6,6,Thipachot Kannika ,OH,0,0,0,0,,THA,BLOCK,1,22,13805,0
7,9,Bundasak Jarasporn ,MB,0,4,3,7,-57.14,THA,BLOCK,1,22,13805,0
8,11,Pinsuwan Darin ,OH,0,0,0,0,,THA,BLOCK,1,22,13805,0
9,16,Kokram Pimpichaya ,O,0,0,1,1,0.00,THA,BLOCK,1,22,13805,0
10,17,Boonlert Tichaya ,S,0,0,0,0,,THA,BLOCK,1,22,13805,0
11,21,Sooksod Thanacha ,O,0,0,0,0,,THA,BLOCK,1,22,13805,0
12,22,Sanitklang Nattaporn ,L,0,0,0,0,,THA,BLOCK,1,22,13805,0
0,1,Srithong Wipawee ,OH,0,0,0,0,,THA,BLOCK,2,16,13805,0
1,2,Pannoy Piyanut ,L,0,0,0,0,,THA,BLOCK,2,16,13805,0
2,3,Guedpard Pornpun (C),S,0,0,1,1,0.00,THA,BLOCK,2,16,13805,0
3,6,Thipachot Kannika ,OH,0,0,0,0,,THA,BLOCK,2,16,13805,0
4,9,Bundasak Jarasporn ,MB,0,0,0,0,,THA,BLOCK,2,16,13805,0
5,11,Pinsuwan Darin ,OH,0,0,0,0,,THA,BLOCK,2,16,13805,0
6,15,Kamulthala Kaewkalaya ,MB,0,0,6,6,0.00,THA,BLOCK,2,16,13805,0
7,16,Kokram Pimpichaya ,O,0,1,0,1,-100.00,THA,BLOCK,2,16,13805,0
8,17,Boonlert Tichaya ,S,0,0,0,0,,THA,BLOCK,2,16,13805,0
9,18,Kongyot Ajcharaporn ,OH,0,0,1,1,0.00,THA,BLOCK,2,16,13805,0
10,19,Moksri Chatchu-On ,OH,0,1,1,2,-50.00,THA,BLOCK,2,16,13805,0
11,21,Sooksod Thanacha ,O,0,1,0,1,-100.00,THA,BLOCK,2,16,13805,0
12,22,Sanitklang Nattaporn ,L,0,0,0,0,,THA,BLOCK,2,16,13805,0
0,18,Kongyot Ajcharaporn ,OH,1,0,0,1,100.00,THA,BLOCK,3,14,13805,0
1,19,Moksri Chatchu-On ,OH,1,0,0,1,100.00,THA,BLOCK,3,14,13805,0
2,1,Srithong Wipawee ,OH,0,0,0,0,,THA,BLOCK,3,14,13805,0
3,2,Pannoy Piyanut ,L,0,0,0,0,,THA,BLOCK,3,14,13805,0
4,3,Guedpard Pornpun (C),S,0,1,1,2,-50.00,THA,BLOCK,3,14,13805,0
5,6,Thipachot Kannika ,OH,0,0,0,0,,THA,BLOCK,3,14,13805,0
6,9,Bundasak Jarasporn ,MB,0,1,1,2,-50.00,THA,BLOCK,3,14,13805,0
7,11,Pinsuwan Darin ,OH,0,0,0,0,,THA,BLOCK,3,14,13805,0
8,15,Kamulthala Kaewkalaya ,MB,0,2,2,4,-50.00,THA,BLOCK,3,14,13805,0
9,16,Kokram Pimpichaya ,O,0,2,2,4,-50.00,THA,BLOCK,3,14,13805,0
10,17,Boonlert Tichaya ,S,0,0,0,0,,THA,BLOCK,3,14,13805,0
11,21,Sooksod Thanacha ,O,0,0,0,0,,THA,BLOCK,3,14,13805,0
12,22,Sanitklang Nattaporn ,L,0,0,0,0,,THA,BLOCK,3,14,13805,0
0,4,Bonifacio Sara ,MB,7,3,1,11,36.36,ITA,BLOCK,0,0,13806,
1,5,Malinov Ofelia ,S,4,1,4,9,33.33,ITA,BLOCK,0,0,13806,
2,18,Egonu Paola Ogechi ,O,2,4,2,8,-25.00,ITA,BLOCK,0,0,13806,
3,1,Lubian Marina ,MB,1,1,5,7,0.00,ITA,BLOCK,0,0,13806,
4,9,Bosetti Caterina Chiara ,OH,1,1,1,3,0.00,ITA,BLOCK,0,0,13806,
5,2,Bosio Francesca ,S,0,0,0,0,,ITA,BLOCK,0,0,13806,
6,6,De Gennaro Monica ,L,0,0,0,0,,ITA,BLOCK,0,0,13806,
7,7,Fersino Eleonora ,L,0,0,0,0,,ITA,BLOCK,0,0,13806,
8,10,Chirichella Cristina ,MB,0,0,0,0,,ITA,BLOCK,0,0,13806,
9,11,Danesi Anna ,MB,0,0,0,0,,ITA,BLOCK,0,0,13806,
10,12,Guerra Anastasia ,OH,0,1,0,1,-100.00,ITA,BLOCK,0,0,13806,
11,15,Nwakalor Sylvia Chinelo ,O,0,0,0,0,,ITA,BLOCK,0,0,13806,
12,17,Sylla Myriam Fatime (C),OH,0,0,0,0,,ITA,BLOCK,0,0,13806,
13,21,Degradi Alice Carlotta ,OH,0,3,1,4,-75.00,ITA,BLOCK,0,0,13806,
0,4,Bonifacio Sara ,MB,3,0,0,3,100.00,ITA,BLOCK,1,25,13806,1
1,1,Lubian Marina ,MB,1,1,2,4,0.00,ITA,BLOCK,1,25,13806,1
2,5,Malinov Ofelia ,S,1,0,2,3,33.33,ITA,BLOCK,1,25,13806,1
3,2,Bosio Francesca ,S,0,0,0,0,,ITA,BLOCK,1,25,13806,1
