,Player No,Player Name,Position,Point,Errors,Attempts,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
2,1,Bock Linda ,L,0,0,0,0,,GER,SET,4,21,13754,0
3,4,Pogany Anna (C),L,0,0,0,0,,GER,SET,4,21,13754,0
4,6,Janiska Jennifer ,OH,0,0,1,1,0.00,GER,SET,4,21,13754,0
5,7,Vanjak Ivana ,OH,0,0,0,0,,GER,SET,4,21,13754,0
6,9,Alsmeier Lina ,OH,0,0,0,0,,GER,SET,4,21,13754,0
7,10,Stigrot Lena ,OH,0,0,1,1,0.00,GER,SET,4,21,13754,0
8,12,Orthmann Hanna ,OH,0,0,0,0,,GER,SET,4,21,13754,0
9,13,Hippe Saskia ,O,0,0,2,2,0.00,GER,SET,4,21,13754,0
10,14,Schölzel Marie ,MB,0,0,0,0,,GER,SET,4,21,13754,0
11,21,Weitzel Camilla ,MB,0,0,0,0,,GER,SET,4,21,13754,0
12,22,Strubbe Monique ,MB,0,0,0,0,,GER,SET,4,21,13754,0
13,24,Cekulaev Anastasia ,MB,0,0,0,0,,GER,SET,4,21,13754,0
0,8,Silva Carneiro Macris Fernanda (C),S,23,0,95,118,19.49,BRA,SET,0,0,13754,
1,9,Ratzke Roberta Silva ,S,1,0,9,10,10.00,BRA,SET,0,0,13754,
2,2,Duarte Alecrim Diana ,MB,0,0,2,2,0.00,BRA,SET,0,0,13754,
3,4,Da Silva Ana Carolina ,MB,0,0,4,4,0.00,BRA,SET,0,0,13754,
4,5,Zalewski Daroit Priscila ,OH,0,0,2,2,0.00,BRA,SET,0,0,13754,
5,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,18,18,0.00,BRA,SET,0,0,13754,
6,11,Barbosa De Souza Karina ,OH,0,0,0,0,,BRA,SET,0,0,13754,
7,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,SET,0,0,13754,
8,14,Araujo Natália ,L,0,0,0,0,,BRA,SET,0,0,13754,
9,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,SET,0,0,13754,
10,16,Nascimento Kisy ,O,0,0,2,2,0.00,BRA,SET,0,0,13754,
11,17,Bergmann Julia Isabelle ,OH,0,0,0,0,,BRA,SET,0,0,13754,
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,0,,BRA,SET,0,0,13754,
13,24,Geraldo Teixeira Lorenne ,O,0,0,1,1,0.00,BRA,SET,0,0,13754,
0,8,Silva Carneiro Macris Fernanda (C),S,9,0,21,30,30.00,BRA,SET,1,29,13754,1
1,2,Duarte Alecrim Diana ,MB,0,0,0,0,,BRA,SET,1,29,13754,1
2,4,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,SET,1,29,13754,1
3,5,Zalewski Daroit Priscila ,OH,0,0,1,1,0.00,BRA,SET,1,29,13754,1
4,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,3,3,0.00,BRA,SET,1,29,13754,1
5,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,SET,1,29,13754,1
6,11,Barbosa De Souza Karina ,OH,0,0,0,0,,BRA,SET,1,29,13754,1
7,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,SET,1,29,13754,1
8,14,Araujo Natália ,L,0,0,0,0,,BRA,SET,1,29,13754,1
9,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,SET,1,29,13754,1
10,16,Nascimento Kisy ,O,0,0,0,0,,BRA,SET,1,29,13754,1
11,17,Bergmann Julia Isabelle ,OH,0,0,0,0,,BRA,SET,1,29,13754,1
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,0,,BRA,SET,1,29,13754,1
13,24,Geraldo Teixeira Lorenne ,O,0,0,1,1,0.00,BRA,SET,1,29,13754,1
0,8,Silva Carneiro Macris Fernanda (C),S,5,0,27,32,15.62,BRA,SET,2,23,13754,0
1,2,Duarte Alecrim Diana ,MB,0,0,0,0,,BRA,SET,2,23,13754,0
2,4,Da Silva Ana Carolina ,MB,0,0,2,2,0.00,BRA,SET,2,23,13754,0
3,5,Zalewski Daroit Priscila ,OH,0,0,0,0,,BRA,SET,2,23,13754,0
4,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,7,7,0.00,BRA,SET,2,23,13754,0
5,9,Ratzke Roberta Silva ,S,0,0,3,3,0.00,BRA,SET,2,23,13754,0
6,11,Barbosa De Souza Karina ,OH,0,0,0,0,,BRA,SET,2,23,13754,0
7,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,SET,2,23,13754,0
8,14,Araujo Natália ,L,0,0,0,0,,BRA,SET,2,23,13754,0
9,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,SET,2,23,13754,0
10,16,Nascimento Kisy ,O,0,0,0,0,,BRA,SET,2,23,13754,0
11,17,Bergmann Julia Isabelle ,OH,0,0,0,0,,BRA,SET,2,23,13754,0
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,0,,BRA,SET,2,23,13754,0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,SET,2,23,13754,0
0,8,Silva Carneiro Macris Fernanda (C),S,4,0,28,32,12.50,BRA,SET,3,27,13754,1
1,2,Duarte Alecrim Diana ,MB,0,0,2,2,0.00,BRA,SET,3,27,13754,1
2,4,Da Silva Ana Carolina ,MB,0,0,2,2,0.00,BRA,SET,3,27,13754,1
3,5,Zalewski Daroit Priscila ,OH,0,0,1,1,0.00,BRA,SET,3,27,13754,1
4,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,4,4,0.00,BRA,SET,3,27,13754,1
5,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,SET,3,27,13754,1
6,11,Barbosa De Souza Karina ,OH,0,0,0,0,,BRA,SET,3,27,13754,1
7,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,SET,3,27,13754,1
8,14,Araujo Natália ,L,0,0,0,0,,BRA,SET,3,27,13754,1
9,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,SET,3,27,13754,1
10,16,Nascimento Kisy ,O,0,0,2,2,0.00,BRA,SET,3,27,13754,1
11,17,Bergmann Julia Isabelle ,OH,0,0,0,0,,BRA,SET,3,27,13754,1
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,0,,BRA,SET,3,27,13754,1
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,SET,3,27,13754,1
0,8,Silva Carneiro Macris Fernanda (C),S,5,0,19,24,20.83,BRA,SET,4,25,13754,1
1,9,Ratzke Roberta Silva ,S,1,0,6,7,14.29,BRA,SET,4,25,13754,1
2,2,Duarte Alecrim Diana ,MB,0,0,0,0,,BRA,SET,4,25,13754,1
3,4,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,SET,4,25,13754,1
4,5,Zalewski Daroit Priscila ,OH,0,0,0,0,,BRA,SET,4,25,13754,1
5,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,4,4,0.00,BRA,SET,4,25,13754,1
6,11,Barbosa De Souza Karina ,OH,0,0,0,0,,BRA,SET,4,25,13754,1
7,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,SET,4,25,13754,1
8,14,Araujo Natália ,L,0,0,0,0,,BRA,SET,4,25,13754,1
9,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,SET,4,25,13754,1
10,16,Nascimento Kisy ,O,0,0,0,0,,BRA,SET,4,25,13754,1
11,17,Bergmann Julia Isabelle ,OH,0,0,0,0,,BRA,SET,4,25,13754,1
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,0,,BRA,SET,4,25,13754,1
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,SET,4,25,13754,1
0,7,Carlini Lauren ,S,23,0,46,69,33.33,USA,SET,0,0,13755,
1,5,Hentz Morgan ,L,0,0,13,13,0.00,USA,SET,0,0,13755,
2,6,Dixon Tetori (C),MB,0,0,2,2,0.00,USA,SET,0,0,13755,
3,9,Rishel Madison Kingdon ,OH,0,0,0,0,,USA,SET,0,0,13755,
4,10,Butler Brionne ,MB,0,0,0,0,,USA,SET,0,0,13755,
5,11,Drews Andrea ,O,0,0,0,0,,USA,SET,0,0,13755,
6,12,Thompson Jordan ,O,0,0,2,2,0.00,USA,SET,0,0,13755,
7,13,Wilhite Sarah ,OH,0,0,2,2,0.00,USA,SET,0,0,13755,
8,16,Rettke Dana ,MB,0,0,0,0,,USA,SET,0,0,13755,
9,18,Bajema Kara ,OH,0,0,0,0,,USA,SET,0,0,13755,
10,19,Gray Jenna ,S,0,0,0,0,,USA,SET,0,0,13755,
11,22,White Kendall ,L,0,0,0,0,,USA,SET,0,0,13755,
12,30,Frantti Alexandra ,OH,0,0,2,2,0.00,USA,SET,0,0,13755,
13,31,Stevenson Anna ,MB,0,0,0,0,,USA,SET,0,0,13755,
0,7,Carlini Lauren ,S,9,0,19,28,32.14,USA,SET,1,25,13755,1
1,5,Hentz Morgan ,L,0,0,5,5,0.00,USA,SET,1,25,13755,1
2,6,Dixon Tetori (C),MB,0,0,0,0,,USA,SET,1,25,13755,1
3,9,Rishel Madison Kingdon ,OH,0,0,0,0,,USA,SET,1,25,13755,1
4,10,Butler Brionne ,MB,0,0,0,0,,USA,SET,1,25,13755,1
5,11,Drews Andrea ,O,0,0,0,0,,USA,SET,1,25,13755,1
6,12,Thompson Jordan ,O,0,0,0,0,,USA,SET,1,25,13755,1
7,13,Wilhite Sarah ,OH,0,0,1,1,0.00,USA,SET,1,25,13755,1
8,16,Rettke Dana ,MB,0,0,0,0,,USA,SET,1,25,13755,1
9,18,Bajema Kara ,OH,0,0,0,0,,USA,SET,1,25,13755,1
10,19,Gray Jenna ,S,0,0,0,0,,USA,SET,1,25,13755,1
11,22,White Kendall ,L,0,0,0,0,,USA,SET,1,25,13755,1
12,30,Frantti Alexandra ,OH,0,0,0,0,,USA,SET,1,25,13755,1
13,31,Stevenson Anna ,MB,0,0,0,0,,USA,SET,1,25,13755,1
0,7,Carlini Lauren ,S,8,0,9,17,47.06,USA,SET,2,25,13755,1
1,5,Hentz Morgan ,L,0,0,3,3,0.00,USA,SET,2,25,13755,1
2,6,Dixon Tetori (C),MB,0,0,1,1,0.00,USA,SET,2,25,13755,1
3,9,Rishel Madison Kingdon ,OH,0,0,0,0,,USA,SET,2,25,13755,1
4,10,Butler Brionne ,MB,0,0,0,0,,USA,SET,2,25,13755,1
5,11,Drews Andrea ,O,0,0,0,0,,USA,SET,2,25,13755,1
6,12,Thompson Jordan ,O,0,0,1,1,0.00,USA,SET,2,25,13755,1
7,13,Wilhite Sarah ,OH,0,0,0,0,,USA,SET,2,25,13755,1
8,16,Rettke Dana ,MB,0,0,0,0,,USA,SET,2,25,13755,1
9,18,Bajema Kara ,OH,0,0,0,0,,USA,SET,2,25,13755,1
10,19,Gray Jenna ,S,0,0,0,0,,USA,SET,2,25,13755,1
11,22,White Kendall ,L,0,0,0,0,,USA,SET,2,25,13755,1
12,30,Frantti Alexandra ,OH,0,0,1,1,0.00,USA,SET,2,25,13755,1
13,31,Stevenson Anna ,MB,0,0,0,0,,USA,SET,2,25,13755,1
0,7,Carlini Lauren ,S,6,0,18,24,25.00,USA,SET,3,25,13755,1
1,5,Hentz Morgan ,L,0,0,5,5,0.00,USA,SET,3,25,13755,1
2,6,Dixon Tetori (C),MB,0,0,1,1,0.00,USA,SET,3,25,13755,1
3,9,Rishel Madison Kingdon ,OH,0,0,0,0,,USA,SET,3,25,13755,1
4,10,Butler Brionne ,MB,0,0,0,0,,USA,SET,3,25,13755,1
5,11,Drews Andrea ,O,0,0,0,0,,USA,SET,3,25,13755,1
6,12,Thompson Jordan ,O,0,0,1,1,0.00,USA,SET,3,25,13755,1
7,13,Wilhite Sarah ,OH,0,0,1,1,0.00,USA,SET,3,25,13755,1
8,16,Rettke Dana ,MB,0,0,0,0,,USA,SET,3,25,13755,1
9,18,Bajema Kara ,OH,0,0,0,0,,USA,SET,3,25,13755,1
10,19,Gray Jenna ,S,0,0,0,0,,USA,SET,3,25,13755,1
11,22,White Kendall ,L,0,0,0,0,,USA,SET,3,25,13755,1
12,30,Frantti Alexandra ,OH,0,0,1,1,0.00,USA,SET,3,25,13755,1
13,31,Stevenson Anna ,MB,0,0,0,0,,USA,SET,3,25,13755,1
0,7,Marte Frica Niverka Dharlenis (C),S,5,0,67,72,6.94,DOM,SET,0,0,13755,
1,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,DOM,SET,0,0,13755,
2,3,Rabit Esthefany ,L,0,0,0,0,,DOM,SET,0,0,13755,
3,4,Peralta Luna Vielka Michelle ,OH,0,0,1,1,0.00,DOM,SET,0,0,13755,
4,6,Dominguez Martinez Camil Inmaculada ,S,0,0,4,4,0.00,DOM,SET,0,0,13755,
5,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,SET,0,0,13755,
6,15,Guillen Paredes Madeline Jazmin ,OH,0,0,0,0,,DOM,SET,0,0,13755,
7,16,Peña Isabel Yonkaira Paola ,OH,0,0,6,6,0.00,DOM,SET,0,0,13755,
8,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,DOM,SET,0,0,13755,
9,20,Martinez Brayelin Elizabeth ,OH,0,0,0,0,,DOM,SET,0,0,13755,
10,21,Martinez Jineiry ,MB,0,0,3,3,0.00,DOM,SET,0,0,13755,
11,23,Gonzalez Lopez Gaila Ceneida ,O,0,0,1,1,0.00,DOM,SET,0,0,13755,
12,24,Gonzalez Geraldine Sthefany ,MB,0,0,4,4,0.00,DOM,SET,0,0,13755,
13,25,Martinez Caro Larysmer ,OH,0,0,6,6,0.00,DOM,SET,0,0,13755,
0,7,Marte Frica Niverka Dharlenis (C),S,1,0,23,24,4.17,DOM,SET,1,21,13755,0
1,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,DOM,SET,1,21,13755,0
2,3,Rabit Esthefany ,L,0,0,0,0,,DOM,SET,1,21,13755,0
3,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,DOM,SET,1,21,13755,0
4,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,0,,DOM,SET,1,21,13755,0
5,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,SET,1,21,13755,0
6,15,Guillen Paredes Madeline Jazmin ,OH,0,0,0,0,,DOM,SET,1,21,13755,0
7,16,Peña Isabel Yonkaira Paola ,OH,0,0,3,3,0.00,DOM,SET,1,21,13755,0
8,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,DOM,SET,1,21,13755,0
9,20,Martinez Brayelin Elizabeth ,OH,0,0,0,0,,DOM,SET,1,21,13755,0
10,21,Martinez Jineiry ,MB,0,0,3,3,0.00,DOM,SET,1,21,13755,0
11,23,Gonzalez Lopez Gaila Ceneida ,O,0,0,1,1,0.00,DOM,SET,1,21,13755,0
12,24,Gonzalez Geraldine Sthefany ,MB,0,0,2,2,0.00,DOM,SET,1,21,13755,0
13,25,Martinez Caro Larysmer ,OH,0,0,2,2,0.00,DOM,SET,1,21,13755,0
0,7,Marte Frica Niverka Dharlenis (C),S,2,0,23,25,8.00,DOM,SET,2,17,13755,0
1,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,DOM,SET,2,17,13755,0
2,3,Rabit Esthefany ,L,0,0,0,0,,DOM,SET,2,17,13755,0
3,4,Peralta Luna Vielka Michelle ,OH,0,0,1,1,0.00,DOM,SET,2,17,13755,0
4,6,Dominguez Martinez Camil Inmaculada ,S,0,0,2,2,0.00,DOM,SET,2,17,13755,0
5,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,SET,2,17,13755,0
6,15,Guillen Paredes Madeline Jazmin ,OH,0,0,0,0,,DOM,SET,2,17,13755,0
7,16,Peña Isabel Yonkaira Paola ,OH,0,0,2,2,0.00,DOM,SET,2,17,13755,0
8,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,DOM,SET,2,17,13755,0
9,20,Martinez Brayelin Elizabeth ,OH,0,0,0,0,,DOM,SET,2,17,13755,0
10,21,Martinez Jineiry ,MB,0,0,0,0,,DOM,SET,2,17,13755,0
11,23,Gonzalez Lopez Gaila Ceneida ,O,0,0,0,0,,DOM,SET,2,17,13755,0
12,24,Gonzalez Geraldine Sthefany ,MB,0,0,1,1,0.00,DOM,SET,2,17,13755,0
13,25,Martinez Caro Larysmer ,OH,0,0,2,2,0.00,DOM,SET,2,17,13755,0
0,7,Marte Frica Niverka Dharlenis (C),S,2,0,21,23,8.70,DOM,SET,3,18,13755,0
1,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,DOM,SET,3,18,13755,0
2,3,Rabit Esthefany ,L,0,0,0,0,,DOM,SET,3,18,13755,0
3,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,DOM,SET,3,18,13755,0
4,6,Dominguez Martinez Camil Inmaculada ,S,0,0,2,2,0.00,DOM,SET,3,18,13755,0
5,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,SET,3,18,13755,0
6,15,Guillen Paredes Madeline Jazmin ,OH,0,0,0,0,,DOM,SET,3,18,13755,0
7,16,Peña Isabel Yonkaira Paola ,OH,0,0,1,1,0.00,DOM,SET,3,18,13755,0
8,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,DOM,SET,3,18,13755,0
9,20,Martinez Brayelin Elizabeth ,OH,0,0,0,0,,DOM,SET,3,18,13755,0
10,21,Martinez Jineiry ,MB,0,0,0,0,,DOM,SET,3,18,13755,0
11,23,Gonzalez Lopez Gaila Ceneida ,O,0,0,0,0,,DOM,SET,3,18,13755,0
12,24,Gonzalez Geraldine Sthefany ,MB,0,0,1,1,0.00,DOM,SET,3,18,13755,0
13,25,Martinez Caro Larysmer ,OH,0,0,2,2,0.00,DOM,SET,3,18,13755,0
0,3,Özbay Cansu ,S,14,1,58,73,17.81,TUR,SET,0,0,13757,
1,17,Caliskan Sila ,S,1,0,2,3,33.33,TUR,SET,0,0,13757,
2,1,Arici Beyza ,MB,0,0,0,0,,TUR,SET,0,0,13757,
3,2,Akoz Simge Sebnem ,L,0,0,6,6,0.00,TUR,SET,0,0,13757,
4,5,Akbay Bahar ,MB,0,0,0,0,,TUR,SET,0,0,13757,
5,6,Sahin Saliha ,OH,0,1,0,1,-100.00,TUR,SET,0,0,13757,
6,7,Baladin Hande ,OH,0,0,2,2,0.00,TUR,SET,0,0,13757,
7,9,Diken Meliha ,O,0,0,0,0,,TUR,SET,0,0,13757,
8,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,SET,0,0,13757,
9,14,Erdem Dündar Eda (C),MB,0,0,1,1,0.00,TUR,SET,0,0,13757,
10,18,Gunes Zehra ,MB,0,0,4,4,0.00,TUR,SET,0,0,13757,
11,19,Kapucu Ceren ,O,0,0,0,0,,TUR,SET,0,0,13757,
12,22,Aydin İlkin ,OH,0,0,0,0,,TUR,SET,0,0,13757,
13,99,Karakurt Ebrar ,O,0,0,0,0,,TUR,SET,0,0,13757,
0,3,Özbay Cansu ,S,3,0,19,22,13.64,TUR,SET,1,25,13757,1
1,1,Arici Beyza ,MB,0,0,0,0,,TUR,SET,1,25,13757,1
2,2,Akoz Simge Sebnem ,L,0,0,2,2,0.00,TUR,SET,1,25,13757,1
3,5,Akbay Bahar ,MB,0,0,0,0,,TUR,SET,1,25,13757,1
4,6,Sahin Saliha ,OH,0,1,0,1,-100.00,TUR,SET,1,25,13757,1
5,7,Baladin Hande ,OH,0,0,1,1,0.00,TUR,SET,1,25,13757,1
6,9,Diken Meliha ,O,0,0,0,0,,TUR,SET,1,25,13757,1
7,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,SET,1,25,13757,1
8,14,Erdem Dündar Eda (C),MB,0,0,0,0,,TUR,SET,1,25,13757,1
9,17,Caliskan Sila ,S,0,0,0,0,,TUR,SET,1,25,13757,1
10,18,Gunes Zehra ,MB,0,0,1,1,0.00,TUR,SET,1,25,13757,1
11,19,Kapucu Ceren ,O,0,0,0,0,,TUR,SET,1,25,13757,1
12,22,Aydin İlkin ,OH,0,0,0,0,,TUR,SET,1,25,13757,1
13,99,Karakurt Ebrar ,O,0,0,0,0,,TUR,SET,1,25,13757,1
0,3,Özbay Cansu ,S,5,0,19,24,20.83,TUR,SET,2,25,13757,1
1,1,Arici Beyza ,MB,0,0,0,0,,TUR,SET,2,25,13757,1
2,2,Akoz Simge Sebnem ,L,0,0,3,3,0.00,TUR,SET,2,25,13757,1
3,5,Akbay Bahar ,MB,0,0,0,0,,TUR,SET,2,25,13757,1
4,6,Sahin Saliha ,OH,0,0,0,0,,TUR,SET,2,25,13757,1
5,7,Baladin Hande ,OH,0,0,1,1,0.00,TUR,SET,2,25,13757,1
6,9,Diken Meliha ,O,0,0,0,0,,TUR,SET,2,25,13757,1
7,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,SET,2,25,13757,1
8,14,Erdem Dündar Eda (C),MB,0,0,0,0,,TUR,SET,2,25,13757,1
9,17,Caliskan Sila ,S,0,0,0,0,,TUR,SET,2,25,13757,1
10,18,Gunes Zehra ,MB,0,0,1,1,0.00,TUR,SET,2,25,13757,1
11,19,Kapucu Ceren ,O,0,0,0,0,,TUR,SET,2,25,13757,1
12,22,Aydin İlkin ,OH,0,0,0,0,,TUR,SET,2,25,13757,1
13,99,Karakurt Ebrar ,O,0,0,0,0,,TUR,SET,2,25,13757,1
0,3,Özbay Cansu ,S,6,1,20,27,18.52,TUR,SET,3,25,13757,1
1,17,Caliskan Sila ,S,1,0,2,3,33.33,TUR,SET,3,25,13757,1
2,1,Arici Beyza ,MB,0,0,0,0,,TUR,SET,3,25,13757,1
3,2,Akoz Simge Sebnem ,L,0,0,1,1,0.00,TUR,SET,3,25,13757,1
4,5,Akbay Bahar ,MB,0,0,0,0,,TUR,SET,3,25,13757,1
5,6,Sahin Saliha ,OH,0,0,0,0,,TUR,SET,3,25,13757,1
6,7,Baladin Hande ,OH,0,0,0,0,,TUR,SET,3,25,13757,1
7,9,Diken Meliha ,O,0,0,0,0,,TUR,SET,3,25,13757,1
8,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,SET,3,25,13757,1
9,14,Erdem Dündar Eda (C),MB,0,0,1,1,0.00,TUR,SET,3,25,13757,1
10,18,Gunes Zehra ,MB,0,0,2,2,0.00,TUR,SET,3,25,13757,1
11,19,Kapucu Ceren ,O,0,0,0,0,,TUR,SET,3,25,13757,1
12,22,Aydin İlkin ,OH,0,0,0,0,,TUR,SET,3,25,13757,1
13,99,Karakurt Ebrar ,O,0,0,0,0,,TUR,SET,3,25,13757,1
0,5,Malinov Ofelia (C),S,13,1,61,75,16.00,ITA,SET,0,0,13757,
