Unnamed: 0,Player No,Player Name,Position,Point,Errors,Attempts,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
8,20,Yokota Mami ,MB,0,0,0,0,,JPN,SERVE,3,25,16053,0.0
9,21,Matsui Tamaki ,S,0,0,0,0,,JPN,SERVE,3,25,16053,0.0
10,29,Nishimura Minami ,L,0,0,0,0,,JPN,SERVE,3,25,16053,0.0
11,31,Nishikawa Yuki ,OH,0,0,0,0,,JPN,SERVE,3,25,16053,0.0
12,34,Araki Ayaka ,MB,0,0,5,5,0.0,JPN,SERVE,3,25,16053,0.0
13,37,Wada Yukiko ,OH,0,2,1,3,-66.67,JPN,SERVE,3,25,16053,0.0
0,1,Yuan Xinyue (C),MB,2,0,8,10,20.0,CHN,SERVE,0,0,16053,
1,6,Gong Xiangyu ,O,1,1,14,16,0.0,CHN,SERVE,0,0,16053,
2,3,Diao Linyu ,S,0,0,7,7,0.0,CHN,SERVE,0,0,16053,
3,4,Yang Hanyu ,MB,0,0,0,0,,CHN,SERVE,0,0,16053,
4,5,Gao Yi ,MB,0,0,0,0,,CHN,SERVE,0,0,16053,
5,7,Wang Yuanyuan ,MB,0,0,11,11,0.0,CHN,SERVE,0,0,16053,
6,8,Xu Xiaoting ,S,0,0,0,0,,CHN,SERVE,0,0,16053,
7,10,Wang Yunlu ,OH,0,0,14,14,0.0,CHN,SERVE,0,0,16053,
8,11,Zhong Hui ,OH,0,1,4,5,-20.0,CHN,SERVE,0,0,16053,
9,12,Li Yingying ,OH,0,1,11,12,-8.33,CHN,SERVE,0,0,16053,
10,14,Zheng Yixin ,O,0,0,0,0,,CHN,SERVE,0,0,16053,
11,17,Ni Feifan ,L,0,0,0,0,,CHN,SERVE,0,0,16053,
12,18,Wang Mengjie ,L,0,0,0,0,,CHN,SERVE,0,0,16053,
13,23,Du Qingqing ,OH,0,0,2,2,0.0,CHN,SERVE,0,0,16053,
0,6,Gong Xiangyu ,O,1,1,5,7,0.0,CHN,SERVE,1,25,16053,1.0
1,1,Yuan Xinyue (C),MB,0,0,2,2,0.0,CHN,SERVE,1,25,16053,1.0
2,3,Diao Linyu ,S,0,0,2,2,0.0,CHN,SERVE,1,25,16053,1.0
3,4,Yang Hanyu ,MB,0,0,0,0,,CHN,SERVE,1,25,16053,1.0
4,5,Gao Yi ,MB,0,0,0,0,,CHN,SERVE,1,25,16053,1.0
5,7,Wang Yuanyuan ,MB,0,0,3,3,0.0,CHN,SERVE,1,25,16053,1.0
6,8,Xu Xiaoting ,S,0,0,0,0,,CHN,SERVE,1,25,16053,1.0
7,10,Wang Yunlu ,OH,0,0,6,6,0.0,CHN,SERVE,1,25,16053,1.0
8,11,Zhong Hui ,OH,0,0,0,0,,CHN,SERVE,1,25,16053,1.0
9,12,Li Yingying ,OH,0,1,2,3,-33.33,CHN,SERVE,1,25,16053,1.0
10,14,Zheng Yixin ,O,0,0,0,0,,CHN,SERVE,1,25,16053,1.0
11,17,Ni Feifan ,L,0,0,0,0,,CHN,SERVE,1,25,16053,1.0
12,18,Wang Mengjie ,L,0,0,0,0,,CHN,SERVE,1,25,16053,1.0
13,23,Du Qingqing ,OH,0,0,1,1,0.0,CHN,SERVE,1,25,16053,1.0
0,1,Yuan Xinyue (C),MB,1,0,2,3,33.33,CHN,SERVE,2,27,16053,1.0
1,3,Diao Linyu ,S,0,0,3,3,0.0,CHN,SERVE,2,27,16053,1.0
2,4,Yang Hanyu ,MB,0,0,0,0,,CHN,SERVE,2,27,16053,1.0
3,5,Gao Yi ,MB,0,0,0,0,,CHN,SERVE,2,27,16053,1.0
4,6,Gong Xiangyu ,O,0,0,4,4,0.0,CHN,SERVE,2,27,16053,1.0
5,7,Wang Yuanyuan ,MB,0,0,6,6,0.0,CHN,SERVE,2,27,16053,1.0
6,8,Xu Xiaoting ,S,0,0,0,0,,CHN,SERVE,2,27,16053,1.0
7,10,Wang Yunlu ,OH,0,0,1,1,0.0,CHN,SERVE,2,27,16053,1.0
8,11,Zhong Hui ,OH,0,1,4,5,-20.0,CHN,SERVE,2,27,16053,1.0
9,12,Li Yingying ,OH,0,0,5,5,0.0,CHN,SERVE,2,27,16053,1.0
10,14,Zheng Yixin ,O,0,0,0,0,,CHN,SERVE,2,27,16053,1.0
11,17,Ni Feifan ,L,0,0,0,0,,CHN,SERVE,2,27,16053,1.0
12,18,Wang Mengjie ,L,0,0,0,0,,CHN,SERVE,2,27,16053,1.0
13,23,Du Qingqing ,OH,0,0,0,0,,CHN,SERVE,2,27,16053,1.0
0,1,Yuan Xinyue (C),MB,1,0,4,5,20.0,CHN,SERVE,3,27,16053,1.0
1,3,Diao Linyu ,S,0,0,2,2,0.0,CHN,SERVE,3,27,16053,1.0
2,4,Yang Hanyu ,MB,0,0,0,0,,CHN,SERVE,3,27,16053,1.0
3,5,Gao Yi ,MB,0,0,0,0,,CHN,SERVE,3,27,16053,1.0
4,6,Gong Xiangyu ,O,0,0,5,5,0.0,CHN,SERVE,3,27,16053,1.0
5,7,Wang Yuanyuan ,MB,0,0,2,2,0.0,CHN,SERVE,3,27,16053,1.0
6,8,Xu Xiaoting ,S,0,0,0,0,,CHN,SERVE,3,27,16053,1.0
7,10,Wang Yunlu ,OH,0,0,7,7,0.0,CHN,SERVE,3,27,16053,1.0
8,11,Zhong Hui ,OH,0,0,0,0,,CHN,SERVE,3,27,16053,1.0
9,12,Li Yingying ,OH,0,0,4,4,0.0,CHN,SERVE,3,27,16053,1.0
10,14,Zheng Yixin ,O,0,0,0,0,,CHN,SERVE,3,27,16053,1.0
11,17,Ni Feifan ,L,0,0,0,0,,CHN,SERVE,3,27,16053,1.0
12,18,Wang Mengjie ,L,0,0,0,0,,CHN,SERVE,3,27,16053,1.0
13,23,Du Qingqing ,OH,0,0,1,1,0.0,CHN,SERVE,3,27,16053,1.0
0,9,Gray Alexa (C),OH,2,2,13,17,0.0,CAN,SERVE,0,0,16054,
1,13,King Brie ,S,1,1,22,24,0.0,CAN,SERVE,0,0,16054,
2,19,Maglio Emily ,MB,1,4,13,18,-16.67,CAN,SERVE,0,0,16054,
3,4,Savard Vicky ,OH,0,0,0,0,,CAN,SERVE,0,0,16054,
4,5,Murmann Julia ,L,0,0,0,0,,CAN,SERVE,0,0,16054,
5,6,White Jazmine Ruth ,MB,0,1,13,14,-7.14,CAN,SERVE,0,0,16054,
6,7,Van Buskirk Layne ,MB,0,1,0,1,-100.0,CAN,SERVE,0,0,16054,
7,11,Mitrovic Andrea ,OH,0,0,2,2,0.0,CAN,SERVE,0,0,16054,
8,14,Howe Hilary ,OH,0,2,11,13,-15.38,CAN,SERVE,0,0,16054,
9,15,Joseph Shainah ,O,0,1,12,13,-7.69,CAN,SERVE,0,0,16054,
10,16,Livingston Caroline ,OH,0,1,0,1,-100.0,CAN,SERVE,0,0,16054,
11,17,Jost Kacey ,L,0,0,0,0,,CAN,SERVE,0,0,16054,
12,18,Robitaille Kim ,S,0,0,0,0,,CAN,SERVE,0,0,16054,
13,21,Heppell Avery ,MB,0,0,0,0,,CAN,SERVE,0,0,16054,
0,4,Savard Vicky ,OH,0,0,0,0,,CAN,SERVE,1,18,16054,0.0
1,5,Murmann Julia ,L,0,0,0,0,,CAN,SERVE,1,18,16054,0.0
2,6,White Jazmine Ruth ,MB,0,0,0,0,,CAN,SERVE,1,18,16054,0.0
3,7,Van Buskirk Layne ,MB,0,1,0,1,-100.0,CAN,SERVE,1,18,16054,0.0
4,9,Gray Alexa (C),OH,0,1,2,3,-33.33,CAN,SERVE,1,18,16054,0.0
5,11,Mitrovic Andrea ,OH,0,0,2,2,0.0,CAN,SERVE,1,18,16054,0.0
6,13,King Brie ,S,0,0,7,7,0.0,CAN,SERVE,1,18,16054,0.0
7,14,Howe Hilary ,OH,0,0,2,2,0.0,CAN,SERVE,1,18,16054,0.0
8,15,Joseph Shainah ,O,0,0,0,0,,CAN,SERVE,1,18,16054,0.0
9,16,Livingston Caroline ,OH,0,1,0,1,-100.0,CAN,SERVE,1,18,16054,0.0
10,17,Jost Kacey ,L,0,0,0,0,,CAN,SERVE,1,18,16054,0.0
11,18,Robitaille Kim ,S,0,0,0,0,,CAN,SERVE,1,18,16054,0.0
12,19,Maglio Emily ,MB,0,1,1,2,-50.0,CAN,SERVE,1,18,16054,0.0
13,21,Heppell Avery ,MB,0,0,0,0,,CAN,SERVE,1,18,16054,0.0
0,13,King Brie ,S,1,1,6,8,0.0,CAN,SERVE,2,28,16054,1.0
1,4,Savard Vicky ,OH,0,0,0,0,,CAN,SERVE,2,28,16054,1.0
2,5,Murmann Julia ,L,0,0,0,0,,CAN,SERVE,2,28,16054,1.0
3,6,White Jazmine Ruth ,MB,0,1,4,5,-20.0,CAN,SERVE,2,28,16054,1.0
4,7,Van Buskirk Layne ,MB,0,0,0,0,,CAN,SERVE,2,28,16054,1.0
5,9,Gray Alexa (C),OH,0,1,2,3,-33.33,CAN,SERVE,2,28,16054,1.0
6,11,Mitrovic Andrea ,OH,0,0,0,0,,CAN,SERVE,2,28,16054,1.0
7,14,Howe Hilary ,OH,0,2,0,2,-100.0,CAN,SERVE,2,28,16054,1.0
8,15,Joseph Shainah ,O,0,1,4,5,-20.0,CAN,SERVE,2,28,16054,1.0
9,16,Livingston Caroline ,OH,0,0,0,0,,CAN,SERVE,2,28,16054,1.0
10,17,Jost Kacey ,L,0,0,0,0,,CAN,SERVE,2,28,16054,1.0
11,18,Robitaille Kim ,S,0,0,0,0,,CAN,SERVE,2,28,16054,1.0
12,19,Maglio Emily ,MB,0,1,4,5,-20.0,CAN,SERVE,2,28,16054,1.0
13,21,Heppell Avery ,MB,0,0,0,0,,CAN,SERVE,2,28,16054,1.0
0,9,Gray Alexa (C),OH,1,0,3,4,25.0,CAN,SERVE,3,25,16054,1.0
1,19,Maglio Emily ,MB,1,1,5,7,0.0,CAN,SERVE,3,25,16054,1.0
2,4,Savard Vicky ,OH,0,0,0,0,,CAN,SERVE,3,25,16054,1.0
3,5,Murmann Julia ,L,0,0,0,0,,CAN,SERVE,3,25,16054,1.0
4,6,White Jazmine Ruth ,MB,0,0,3,3,0.0,CAN,SERVE,3,25,16054,1.0
5,7,Van Buskirk Layne ,MB,0,0,0,0,,CAN,SERVE,3,25,16054,1.0
6,11,Mitrovic Andrea ,OH,0,0,0,0,,CAN,SERVE,3,25,16054,1.0
7,13,King Brie ,S,0,0,4,4,0.0,CAN,SERVE,3,25,16054,1.0
8,14,Howe Hilary ,OH,0,0,3,3,0.0,CAN,SERVE,3,25,16054,1.0
9,15,Joseph Shainah ,O,0,0,3,3,0.0,CAN,SERVE,3,25,16054,1.0
10,16,Livingston Caroline ,OH,0,0,0,0,,CAN,SERVE,3,25,16054,1.0
11,17,Jost Kacey ,L,0,0,0,0,,CAN,SERVE,3,25,16054,1.0
12,18,Robitaille Kim ,S,0,0,0,0,,CAN,SERVE,3,25,16054,1.0
13,21,Heppell Avery ,MB,0,0,0,0,,CAN,SERVE,3,25,16054,1.0
0,4,Savard Vicky ,OH,0,0,0,0,,CAN,SERVE,4,18,16054,0.0
1,5,Murmann Julia ,L,0,0,0,0,,CAN,SERVE,4,18,16054,0.0
2,6,White Jazmine Ruth ,MB,0,0,4,4,0.0,CAN,SERVE,4,18,16054,0.0
3,7,Van Buskirk Layne ,MB,0,0,0,0,,CAN,SERVE,4,18,16054,0.0
4,9,Gray Alexa (C),OH,0,0,3,3,0.0,CAN,SERVE,4,18,16054,0.0
5,11,Mitrovic Andrea ,OH,0,0,0,0,,CAN,SERVE,4,18,16054,0.0
6,13,King Brie ,S,0,0,2,2,0.0,CAN,SERVE,4,18,16054,0.0
7,14,Howe Hilary ,OH,0,0,3,3,0.0,CAN,SERVE,4,18,16054,0.0
8,15,Joseph Shainah ,O,0,0,4,4,0.0,CAN,SERVE,4,18,16054,0.0
9,16,Livingston Caroline ,OH,0,0,0,0,,CAN,SERVE,4,18,16054,0.0
10,17,Jost Kacey ,L,0,0,0,0,,CAN,SERVE,4,18,16054,0.0
11,18,Robitaille Kim ,S,0,0,0,0,,CAN,SERVE,4,18,16054,0.0
12,19,Maglio Emily ,MB,0,1,2,3,-33.33,CAN,SERVE,4,18,16054,0.0
13,21,Heppell Avery ,MB,0,0,0,0,,CAN,SERVE,4,18,16054,0.0
0,9,Gray Alexa (C),OH,1,0,3,4,25.0,CAN,SERVE,5,15,16054,1.0
1,4,Savard Vicky ,OH,0,0,0,0,,CAN,SERVE,5,15,16054,1.0
2,5,Murmann Julia ,L,0,0,0,0,,CAN,SERVE,5,15,16054,1.0
3,6,White Jazmine Ruth ,MB,0,0,2,2,0.0,CAN,SERVE,5,15,16054,1.0
4,7,Van Buskirk Layne ,MB,0,0,0,0,,CAN,SERVE,5,15,16054,1.0
5,11,Mitrovic Andrea ,OH,0,0,0,0,,CAN,SERVE,5,15,16054,1.0
6,13,King Brie ,S,0,0,3,3,0.0,CAN,SERVE,5,15,16054,1.0
7,14,Howe Hilary ,OH,0,0,3,3,0.0,CAN,SERVE,5,15,16054,1.0
8,15,Joseph Shainah ,O,0,0,1,1,0.0,CAN,SERVE,5,15,16054,1.0
9,16,Livingston Caroline ,OH,0,0,0,0,,CAN,SERVE,5,15,16054,1.0
10,17,Jost Kacey ,L,0,0,0,0,,CAN,SERVE,5,15,16054,1.0
11,18,Robitaille Kim ,S,0,0,0,0,,CAN,SERVE,5,15,16054,1.0
12,19,Maglio Emily ,MB,0,0,1,1,0.0,CAN,SERVE,5,15,16054,1.0
13,21,Heppell Avery ,MB,0,0,0,0,,CAN,SERVE,5,15,16054,1.0
0,13,Bjelica Ana (C),O,3,2,15,20,5.0,SRB,SERVE,0,0,16054,
1,5,Popovic Mina ,MB,1,1,16,18,0.0,SRB,SERVE,0,0,16054,
2,9,Uzelac Aleksandra ,OH,1,1,4,6,0.0,SRB,SERVE,0,0,16054,
3,1,Busa Bianka ,OH,0,2,11,13,-15.38,SRB,SERVE,0,0,16054,
4,2,Lazovic Katarina ,OH,0,0,8,8,0.0,SRB,SERVE,0,0,16054,
5,4,Drca Bojana ,S,0,0,17,17,0.0,SRB,SERVE,0,0,16054,
6,8,Mirkovic Sladjana ,S,0,0,0,0,,SRB,SERVE,0,0,16054,
7,11,Kurtagic Hena ,MB,0,0,0,0,,SRB,SERVE,0,0,16054,
8,12,Pusic Teodora ,L,0,0,0,0,,SRB,SERVE,0,0,16054,
9,14,Aleksic Maja ,MB,0,0,18,18,0.0,SRB,SERVE,0,0,16054,
10,16,Jegdic Aleksandra ,L,0,0,0,0,,SRB,SERVE,0,0,16054,
11,19,Milenkovic Bojana ,OH,0,0,2,2,0.0,SRB,SERVE,0,0,16054,
12,22,Lozo Sara ,O,0,0,10,10,0.0,SRB,SERVE,0,0,16054,
13,33,Cvetkovic Jovana ,OH,0,0,0,0,,SRB,SERVE,0,0,16054,
0,1,Busa Bianka ,OH,0,0,3,3,0.0,SRB,SERVE,1,25,16054,1.0
1,2,Lazovic Katarina ,OH,0,0,0,0,,SRB,SERVE,1,25,16054,1.0
2,4,Drca Bojana ,S,0,0,4,4,0.0,SRB,SERVE,1,25,16054,1.0
3,5,Popovic Mina ,MB,0,0,6,6,0.0,SRB,SERVE,1,25,16054,1.0
4,8,Mirkovic Sladjana ,S,0,0,0,0,,SRB,SERVE,1,25,16054,1.0
5,9,Uzelac Aleksandra ,OH,0,0,0,0,,SRB,SERVE,1,25,16054,1.0
6,11,Kurtagic Hena ,MB,0,0,0,0,,SRB,SERVE,1,25,16054,1.0
7,12,Pusic Teodora ,L,0,0,0,0,,SRB,SERVE,1,25,16054,1.0
8,13,Bjelica Ana (C),O,0,1,3,4,-25.0,SRB,SERVE,1,25,16054,1.0
9,14,Aleksic Maja ,MB,0,0,4,4,0.0,SRB,SERVE,1,25,16054,1.0
10,16,Jegdic Aleksandra ,L,0,0,0,0,,SRB,SERVE,1,25,16054,1.0
11,19,Milenkovic Bojana ,OH,0,0,0,0,,SRB,SERVE,1,25,16054,1.0
12,22,Lozo Sara ,O,0,0,4,4,0.0,SRB,SERVE,1,25,16054,1.0
13,33,Cvetkovic Jovana ,OH,0,0,0,0,,SRB,SERVE,1,25,16054,1.0
0,13,Bjelica Ana (C),O,1,0,4,5,20.0,SRB,SERVE,2,26,16054,0.0
1,1,Busa Bianka ,OH,0,1,6,7,-14.29,SRB,SERVE,2,26,16054,0.0
2,2,Lazovic Katarina ,OH,0,0,0,0,,SRB,SERVE,2,26,16054,0.0
3,4,Drca Bojana ,S,0,0,4,4,0.0,SRB,SERVE,2,26,16054,0.0
4,5,Popovic Mina ,MB,0,0,3,3,0.0,SRB,SERVE,2,26,16054,0.0
5,8,Mirkovic Sladjana ,S,0,0,0,0,,SRB,SERVE,2,26,16054,0.0
6,9,Uzelac Aleksandra ,OH,0,0,0,0,,SRB,SERVE,2,26,16054,0.0
7,11,Kurtagic Hena ,MB,0,0,0,0,,SRB,SERVE,2,26,16054,0.0
8,12,Pusic Teodora ,L,0,0,0,0,,SRB,SERVE,2,26,16054,0.0
9,14,Aleksic Maja ,MB,0,0,3,3,0.0,SRB,SERVE,2,26,16054,0.0
10,16,Jegdic Aleksandra ,L,0,0,0,0,,SRB,SERVE,2,26,16054,0.0
11,19,Milenkovic Bojana ,OH,0,0,2,2,0.0,SRB,SERVE,2,26,16054,0.0
12,22,Lozo Sara ,O,0,0,2,2,0.0,SRB,SERVE,2,26,16054,0.0
13,33,Cvetkovic Jovana ,OH,0,0,0,0,,SRB,SERVE,2,26,16054,0.0
0,5,Popovic Mina ,MB,1,0,3,4,25.0,SRB,SERVE,3,23,16054,0.0
1,13,Bjelica Ana (C),O,1,1,4,6,0.0,SRB,SERVE,3,23,16054,0.0
2,1,Busa Bianka ,OH,0,1,2,3,-33.33,SRB,SERVE,3,23,16054,0.0
3,2,Lazovic Katarina ,OH,0,0,0,0,,SRB,SERVE,3,23,16054,0.0
4,4,Drca Bojana ,S,0,0,4,4,0.0,SRB,SERVE,3,23,16054,0.0
5,8,Mirkovic Sladjana ,S,0,0,0,0,,SRB,SERVE,3,23,16054,0.0
6,9,Uzelac Aleksandra ,OH,0,0,1,1,0.0,SRB,SERVE,3,23,16054,0.0
7,11,Kurtagic Hena ,MB,0,0,0,0,,SRB,SERVE,3,23,16054,0.0
8,12,Pusic Teodora ,L,0,0,0,0,,SRB,SERVE,3,23,16054,0.0
9,14,Aleksic Maja ,MB,0,0,2,2,0.0,SRB,SERVE,3,23,16054,0.0
10,16,Jegdic Aleksandra ,L,0,0,0,0,,SRB,SERVE,3,23,16054,0.0
11,19,Milenkovic Bojana ,OH,0,0,0,0,,SRB,SERVE,3,23,16054,0.0
12,22,Lozo Sara ,O,0,0,4,4,0.0,SRB,SERVE,3,23,16054,0.0
13,33,Cvetkovic Jovana ,OH,0,0,0,0,,SRB,SERVE,3,23,16054,0.0
0,9,Uzelac Aleksandra ,OH,1,1,2,4,0.0,SRB,SERVE,4,25,16054,1.0
1,13,Bjelica Ana (C),O,1,0,3,4,25.0,SRB,SERVE,4,25,16054,1.0
2,1,Busa Bianka ,OH,0,0,0,0,,SRB,SERVE,4,25,16054,1.0
3,2,Lazovic Katarina ,OH,0,0,2,2,0.0,SRB,SERVE,4,25,16054,1.0
4,4,Drca Bojana ,S,0,0,4,4,0.0,SRB,SERVE,4,25,16054,1.0
5,5,Popovic Mina ,MB,0,0,4,4,0.0,SRB,SERVE,4,25,16054,1.0
6,8,Mirkovic Sladjana ,S,0,0,0,0,,SRB,SERVE,4,25,16054,1.0
7,11,Kurtagic Hena ,MB,0,0,0,0,,SRB,SERVE,4,25,16054,1.0
8,12,Pusic Teodora ,L,0,0,0,0,,SRB,SERVE,4,25,16054,1.0
9,14,Aleksic Maja ,MB,0,0,6,6,0.0,SRB,SERVE,4,25,16054,1.0
10,16,Jegdic Aleksandra ,L,0,0,0,0,,SRB,SERVE,4,25,16054,1.0
11,19,Milenkovic Bojana ,OH,0,0,0,0,,SRB,SERVE,4,25,16054,1.0
12,22,Lozo Sara ,O,0,0,0,0,,SRB,SERVE,4,25,16054,1.0
13,33,Cvetkovic Jovana ,OH,0,0,0,0,,SRB,SERVE,4,25,16054,1.0
0,1,Busa Bianka ,OH,0,0,0,0,,SRB,SERVE,5,12,16054,0.0
1,2,Lazovic Katarina ,OH,0,0,6,6,0.0,SRB,SERVE,5,12,16054,0.0
2,4,Drca Bojana ,S,0,0,1,1,0.0,SRB,SERVE,5,12,16054,0.0
3,5,Popovic Mina ,MB,0,1,0,1,-100.0,SRB,SERVE,5,12,16054,0.0
4,8,Mirkovic Sladjana ,S,0,0,0,0,,SRB,SERVE,5,12,16054,0.0
5,9,Uzelac Aleksandra ,OH,0,0,1,1,0.0,SRB,SERVE,5,12,16054,0.0
6,11,Kurtagic Hena ,MB,0,0,0,0,,SRB,SERVE,5,12,16054,0.0
7,12,Pusic Teodora ,L,0,0,0,0,,SRB,SERVE,5,12,16054,0.0
8,13,Bjelica Ana (C),O,0,0,1,1,0.0,SRB,SERVE,5,12,16054,0.0
9,14,Aleksic Maja ,MB,0,0,3,3,0.0,SRB,SERVE,5,12,16054,0.0
10,16,Jegdic Aleksandra ,L,0,0,0,0,,SRB,SERVE,5,12,16054,0.0
11,19,Milenkovic Bojana ,OH,0,0,0,0,,SRB,SERVE,5,12,16054,0.0
12,22,Lozo Sara ,O,0,0,0,0,,SRB,SERVE,5,12,16054,0.0
13,33,Cvetkovic Jovana ,OH,0,0,0,0,,SRB,SERVE,5,12,16054,0.0
0,11,Drews Andrea ,O,2,2,13,17,0.0,USA,SERVE,0,0,16055,
1,1,Hancock Micha (C),S,1,1,22,24,0.0,USA,SERVE,0,0,16055,
2,4,Wong-Orantes Justine ,L,0,0,0,0,,USA,SERVE,0,0,16055,
3,6,Hentz Morgan ,L,0,0,0,0,,USA,SERVE,0,0,16055,
4,8,Butler Brionne ,MB,0,2,1,3,-66.67,USA,SERVE,0,0,16055,
5,16,Rettke Dana ,MB,0,2,12,14,-14.29,USA,SERVE,0,0,16055,
6,20,Cuttino Danielle ,O,0,0,0,0,,USA,SERVE,0,0,16055,
7,25,Nuneviller Brooke ,OH,0,0,0,0,,USA,SERVE,0,0,16055,
8,26,O'Neal Asjia ,MB,0,1,9,10,-10.0,USA,SERVE,0,0,16055,
9,27,Skinner Avery ,OH,0,0,13,13,0.0,USA,SERVE,0,0,16055,
10,28,Evans Ashley ,S,0,0,0,0,,USA,SERVE,0,0,16055,
11,29,Lanier Khalia ,OH,0,2,13,15,-13.33,USA,SERVE,0,0,16055,
12,31,Perry Veronica ,OH,0,1,0,1,-100.0,USA,SERVE,0,0,16055,
13,36,Gates Madeleine ,MB,0,0,0,0,,USA,SERVE,0,0,16055,
0,11,Drews Andrea ,O,2,0,4,6,33.33,USA,SERVE,1,25,16055,1.0
1,1,Hancock Micha (C),S,0,0,5,5,0.0,USA,SERVE,1,25,16055,1.0
2,4,Wong-Orantes Justine ,L,0,0,0,0,,USA,SERVE,1,25,16055,1.0
3,6,Hentz Morgan ,L,0,0,0,0,,USA,SERVE,1,25,16055,1.0
4,8,Butler Brionne ,MB,0,2,0,2,-100.0,USA,SERVE,1,25,16055,1.0
5,16,Rettke Dana ,MB,0,0,4,4,0.0,USA,SERVE,1,25,16055,1.0
6,20,Cuttino Danielle ,O,0,0,0,0,,USA,SERVE,1,25,16055,1.0
7,25,Nuneviller Brooke ,OH,0,0,0,0,,USA,SERVE,1,25,16055,1.0
8,26,O'Neal Asjia ,MB,0,0,1,1,0.0,USA,SERVE,1,25,16055,1.0
9,27,Skinner Avery ,OH,0,0,2,2,0.0,USA,SERVE,1,25,16055,1.0
10,28,Evans Ashley ,S,0,0,0,0,,USA,SERVE,1,25,16055,1.0
11,29,Lanier Khalia ,OH,0,1,3,4,-25.0,USA,SERVE,1,25,16055,1.0
12,31,Perry Veronica ,OH,0,0,0,0,,USA,SERVE,1,25,16055,1.0
13,36,Gates Madeleine ,MB,0,0,0,0,,USA,SERVE,1,25,16055,1.0
0,1,Hancock Micha (C),S,0,0,7,7,0.0,USA,SERVE,2,25,16055,1.0
1,4,Wong-Orantes Justine ,L,0,0,0,0,,USA,SERVE,2,25,16055,1.0
2,6,Hentz Morgan ,L,0,0,0,0,,USA,SERVE,2,25,16055,1.0
3,8,Butler Brionne ,MB,0,0,1,1,0.0,USA,SERVE,2,25,16055,1.0
4,11,Drews Andrea ,O,0,1,2,3,-33.33,USA,SERVE,2,25,16055,1.0
5,16,Rettke Dana ,MB,0,1,2,3,-33.33,USA,SERVE,2,25,16055,1.0
6,20,Cuttino Danielle ,O,0,0,0,0,,USA,SERVE,2,25,16055,1.0
7,25,Nuneviller Brooke ,OH,0,0,0,0,,USA,SERVE,2,25,16055,1.0
8,26,O'Neal Asjia ,MB,0,0,2,2,0.0,USA,SERVE,2,25,16055,1.0
9,27,Skinner Avery ,OH,0,0,4,4,0.0,USA,SERVE,2,25,16055,1.0
10,28,Evans Ashley ,S,0,0,0,0,,USA,SERVE,2,25,16055,1.0
11,29,Lanier Khalia ,OH,0,1,4,5,-20.0,USA,SERVE,2,25,16055,1.0
12,31,Perry Veronica ,OH,0,0,0,0,,USA,SERVE,2,25,16055,1.0
13,36,Gates Madeleine ,MB,0,0,0,0,,USA,SERVE,2,25,16055,1.0
0,1,Hancock Micha (C),S,1,1,2,4,0.0,USA,SERVE,3,22,16055,0.0
1,4,Wong-Orantes Justine ,L,0,0,0,0,,USA,SERVE,3,22,16055,0.0
2,6,Hentz Morgan ,L,0,0,0,0,,USA,SERVE,3,22,16055,0.0
3,8,Butler Brionne ,MB,0,0,0,0,,USA,SERVE,3,22,16055,0.0
4,11,Drews Andrea ,O,0,1,3,4,-25.0,USA,SERVE,3,22,16055,0.0
5,16,Rettke Dana ,MB,0,1,3,4,-25.0,USA,SERVE,3,22,16055,0.0
6,20,Cuttino Danielle ,O,0,0,0,0,,USA,SERVE,3,22,16055,0.0
7,25,Nuneviller Brooke ,OH,0,0,0,0,,USA,SERVE,3,22,16055,0.0
8,26,O'Neal Asjia ,MB,0,0,2,2,0.0,USA,SERVE,3,22,16055,0.0
9,27,Skinner Avery ,OH,0,0,5,5,0.0,USA,SERVE,3,22,16055,0.0
10,28,Evans Ashley ,S,0,0,0,0,,USA,SERVE,3,22,16055,0.0
11,29,Lanier Khalia ,OH,0,0,3,3,0.0,USA,SERVE,3,22,16055,0.0
12,31,Perry Veronica ,OH,0,0,0,0,,USA,SERVE,3,22,16055,0.0
13,36,Gates Madeleine ,MB,0,0,0,0,,USA,SERVE,3,22,16055,0.0
0,1,Hancock Micha (C),S,0,0,4,4,0.0,USA,SERVE,4,11,16055,0.0
1,4,Wong-Orantes Justine ,L,0,0,0,0,,USA,SERVE,4,11,16055,0.0
2,6,Hentz Morgan ,L,0,0,0,0,,USA,SERVE,4,11,16055,0.0
3,8,Butler Brionne ,MB,0,0,0,0,,USA,SERVE,4,11,16055,0.0
4,11,Drews Andrea ,O,0,0,1,1,0.0,USA,SERVE,4,11,16055,0.0
5,16,Rettke Dana ,MB,0,0,1,1,0.0,USA,SERVE,4,11,16055,0.0
6,20,Cuttino Danielle ,O,0,0,0,0,,USA,SERVE,4,11,16055,0.0
7,25,Nuneviller Brooke ,OH,0,0,0,0,,USA,SERVE,4,11,16055,0.0
8,26,O'Neal Asjia ,MB,0,1,2,3,-33.33,USA,SERVE,4,11,16055,0.0
9,27,Skinner Avery ,OH,0,0,1,1,0.0,USA,SERVE,4,11,16055,0.0
10,28,Evans Ashley ,S,0,0,0,0,,USA,SERVE,4,11,16055,0.0
11,29,Lanier Khalia ,OH,0,0,1,1,0.0,USA,SERVE,4,11,16055,0.0
12,31,Perry Veronica ,OH,0,1,0,1,-100.0,USA,SERVE,4,11,16055,0.0
