,Player No,Player Name,Position,Point,Errors,Touches,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
4,2,Lee Dahyeon ,MB,0,0,0,0,,KOR,BLOCK,0,0,11863,
5,3,Yeum Hye Seon ,S,0,1,2,3,-33.33,KOR,BLOCK,0,0,11863,
6,5,Han Dahye ,L,0,0,0,0,,KOR,BLOCK,0,0,11863,
7,6,Kim Dain ,S,0,0,0,0,,KOR,BLOCK,0,0,11863,
8,9,Oh Jiyoung ,L,0,0,0,0,,KOR,BLOCK,0,0,11863,
9,12,Han Songyi ,MB,0,0,0,0,,KOR,BLOCK,0,0,11863,
10,13,Park Jeongah ,OH,0,3,0,3,-100.00,KOR,BLOCK,0,0,11863,
11,15,Yuk Seoyoung ,O,0,0,0,0,,KOR,BLOCK,0,0,11863,
12,16,Jeong Jiyun ,OH,0,1,0,1,-100.00,KOR,BLOCK,0,0,11863,
13,19,Pyo Seungju ,OH,0,2,0,2,-100.00,KOR,BLOCK,0,0,11863,
0,8,Park Eunjin ,MB,1,2,0,3,-33.33,KOR,BLOCK,1,23,11863,0
1,1,Lee Soyoung ,OH,0,1,0,1,-100.00,KOR,BLOCK,1,23,11863,0
2,2,Lee Dahyeon ,MB,0,0,0,0,,KOR,BLOCK,1,23,11863,0
3,3,Yeum Hye Seon ,S,0,1,1,2,-50.00,KOR,BLOCK,1,23,11863,0
4,5,Han Dahye ,L,0,0,0,0,,KOR,BLOCK,1,23,11863,0
5,6,Kim Dain ,S,0,0,0,0,,KOR,BLOCK,1,23,11863,0
6,9,Oh Jiyoung ,L,0,0,0,0,,KOR,BLOCK,1,23,11863,0
7,10,Kim Yeon Koung (C),OH,0,1,0,1,-100.00,KOR,BLOCK,1,23,11863,0
8,12,Han Songyi ,MB,0,0,0,0,,KOR,BLOCK,1,23,11863,0
9,13,Park Jeongah ,OH,0,2,0,2,-100.00,KOR,BLOCK,1,23,11863,0
10,14,Yang Hyo Jin ,MB,0,2,0,2,-100.00,KOR,BLOCK,1,23,11863,0
11,15,Yuk Seoyoung ,O,0,0,0,0,,KOR,BLOCK,1,23,11863,0
12,16,Jeong Jiyun ,OH,0,0,0,0,,KOR,BLOCK,1,23,11863,0
13,19,Pyo Seungju ,OH,0,0,0,0,,KOR,BLOCK,1,23,11863,0
0,1,Lee Soyoung ,OH,0,0,0,0,,KOR,BLOCK,2,26,11863,0
1,2,Lee Dahyeon ,MB,0,0,0,0,,KOR,BLOCK,2,26,11863,0
2,3,Yeum Hye Seon ,S,0,0,1,1,0.00,KOR,BLOCK,2,26,11863,0
3,5,Han Dahye ,L,0,0,0,0,,KOR,BLOCK,2,26,11863,0
4,6,Kim Dain ,S,0,0,0,0,,KOR,BLOCK,2,26,11863,0
5,8,Park Eunjin ,MB,0,0,1,1,0.00,KOR,BLOCK,2,26,11863,0
6,9,Oh Jiyoung ,L,0,0,0,0,,KOR,BLOCK,2,26,11863,0
7,10,Kim Yeon Koung (C),OH,0,1,0,1,-100.00,KOR,BLOCK,2,26,11863,0
8,12,Han Songyi ,MB,0,0,0,0,,KOR,BLOCK,2,26,11863,0
9,13,Park Jeongah ,OH,0,1,0,1,-100.00,KOR,BLOCK,2,26,11863,0
10,14,Yang Hyo Jin ,MB,0,0,0,0,,KOR,BLOCK,2,26,11863,0
11,15,Yuk Seoyoung ,O,0,0,0,0,,KOR,BLOCK,2,26,11863,0
12,16,Jeong Jiyun ,OH,0,0,0,0,,KOR,BLOCK,2,26,11863,0
13,19,Pyo Seungju ,OH,0,0,0,0,,KOR,BLOCK,2,26,11863,0
0,14,Yang Hyo Jin ,MB,2,0,0,2,100.00,KOR,BLOCK,3,18,11863,0
1,10,Kim Yeon Koung (C),OH,1,0,0,1,100.00,KOR,BLOCK,3,18,11863,0
2,1,Lee Soyoung ,OH,0,0,0,0,,KOR,BLOCK,3,18,11863,0
3,2,Lee Dahyeon ,MB,0,0,0,0,,KOR,BLOCK,3,18,11863,0
4,3,Yeum Hye Seon ,S,0,0,0,0,,KOR,BLOCK,3,18,11863,0
5,5,Han Dahye ,L,0,0,0,0,,KOR,BLOCK,3,18,11863,0
6,6,Kim Dain ,S,0,0,0,0,,KOR,BLOCK,3,18,11863,0
7,8,Park Eunjin ,MB,0,0,0,0,,KOR,BLOCK,3,18,11863,0
8,9,Oh Jiyoung ,L,0,0,0,0,,KOR,BLOCK,3,18,11863,0
9,12,Han Songyi ,MB,0,0,0,0,,KOR,BLOCK,3,18,11863,0
10,13,Park Jeongah ,OH,0,0,0,0,,KOR,BLOCK,3,18,11863,0
11,15,Yuk Seoyoung ,O,0,0,0,0,,KOR,BLOCK,3,18,11863,0
12,16,Jeong Jiyun ,OH,0,1,0,1,-100.00,KOR,BLOCK,3,18,11863,0
13,19,Pyo Seungju ,OH,0,2,0,2,-100.00,KOR,BLOCK,3,18,11863,0
0,3,Caric Sara ,O,6,3,3,12,25.00,SRB,BLOCK,0,0,11865,
1,21,Kocic Jovana ,MB,5,4,6,15,6.67,SRB,BLOCK,0,0,11865,
2,24,Medic Sofija ,MB,3,0,7,10,30.00,SRB,BLOCK,0,0,11865,
3,7,Jaksic Ana ,S,2,0,3,5,40.00,SRB,BLOCK,0,0,11865,
4,34,Mirosavljevic Jovana ,OH,2,0,1,3,66.67,SRB,BLOCK,0,0,11865,
5,2,Lazovic Katarina (C),OH,0,2,0,2,-100.00,SRB,BLOCK,0,0,11865,
6,6,Uzelac Aleksandra ,OH,0,0,0,0,,SRB,BLOCK,0,0,11865,
7,22,Lozo Sara ,O,0,0,0,0,,SRB,BLOCK,0,0,11865,
8,23,Djordjevic Mila ,S,0,1,0,1,-100.00,SRB,BLOCK,0,0,11865,
9,26,Savic Vanja ,O,0,0,0,0,,SRB,BLOCK,0,0,11865,
10,28,Delic Jelena ,MB,0,0,0,0,,SRB,BLOCK,0,0,11865,
11,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,BLOCK,0,0,11865,
12,32,Gocanin Bojana ,L,0,0,0,0,,SRB,BLOCK,0,0,11865,
13,33,Cvetkovic Jovana ,OH,0,0,0,0,,SRB,BLOCK,0,0,11865,
0,3,Caric Sara ,O,2,0,2,4,50.00,SRB,BLOCK,1,25,11865,1
1,21,Kocic Jovana ,MB,1,2,1,4,-25.00,SRB,BLOCK,1,25,11865,1
2,2,Lazovic Katarina (C),OH,0,0,0,0,,SRB,BLOCK,1,25,11865,1
3,6,Uzelac Aleksandra ,OH,0,0,0,0,,SRB,BLOCK,1,25,11865,1
4,7,Jaksic Ana ,S,0,0,1,1,0.00,SRB,BLOCK,1,25,11865,1
5,22,Lozo Sara ,O,0,0,0,0,,SRB,BLOCK,1,25,11865,1
6,23,Djordjevic Mila ,S,0,0,0,0,,SRB,BLOCK,1,25,11865,1
7,24,Medic Sofija ,MB,0,0,1,1,0.00,SRB,BLOCK,1,25,11865,1
8,26,Savic Vanja ,O,0,0,0,0,,SRB,BLOCK,1,25,11865,1
9,28,Delic Jelena ,MB,0,0,0,0,,SRB,BLOCK,1,25,11865,1
10,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,BLOCK,1,25,11865,1
11,32,Gocanin Bojana ,L,0,0,0,0,,SRB,BLOCK,1,25,11865,1
12,33,Cvetkovic Jovana ,OH,0,0,0,0,,SRB,BLOCK,1,25,11865,1
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,SRB,BLOCK,1,25,11865,1
0,3,Caric Sara ,O,2,0,0,2,100.00,SRB,BLOCK,2,25,11865,1
1,7,Jaksic Ana ,S,2,0,1,3,66.67,SRB,BLOCK,2,25,11865,1
2,21,Kocic Jovana ,MB,2,0,1,3,66.67,SRB,BLOCK,2,25,11865,1
3,24,Medic Sofija ,MB,1,0,4,5,20.00,SRB,BLOCK,2,25,11865,1
4,34,Mirosavljevic Jovana ,OH,1,0,0,1,100.00,SRB,BLOCK,2,25,11865,1
5,2,Lazovic Katarina (C),OH,0,0,0,0,,SRB,BLOCK,2,25,11865,1
6,6,Uzelac Aleksandra ,OH,0,0,0,0,,SRB,BLOCK,2,25,11865,1
7,22,Lozo Sara ,O,0,0,0,0,,SRB,BLOCK,2,25,11865,1
8,23,Djordjevic Mila ,S,0,0,0,0,,SRB,BLOCK,2,25,11865,1
9,26,Savic Vanja ,O,0,0,0,0,,SRB,BLOCK,2,25,11865,1
10,28,Delic Jelena ,MB,0,0,0,0,,SRB,BLOCK,2,25,11865,1
11,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,BLOCK,2,25,11865,1
12,32,Gocanin Bojana ,L,0,0,0,0,,SRB,BLOCK,2,25,11865,1
13,33,Cvetkovic Jovana ,OH,0,0,0,0,,SRB,BLOCK,2,25,11865,1
0,3,Caric Sara ,O,2,3,1,6,-16.67,SRB,BLOCK,3,25,11865,1
1,21,Kocic Jovana ,MB,2,2,4,8,0.00,SRB,BLOCK,3,25,11865,1
2,24,Medic Sofija ,MB,2,0,2,4,50.00,SRB,BLOCK,3,25,11865,1
3,34,Mirosavljevic Jovana ,OH,1,0,1,2,50.00,SRB,BLOCK,3,25,11865,1
4,2,Lazovic Katarina (C),OH,0,2,0,2,-100.00,SRB,BLOCK,3,25,11865,1
5,6,Uzelac Aleksandra ,OH,0,0,0,0,,SRB,BLOCK,3,25,11865,1
6,7,Jaksic Ana ,S,0,0,1,1,0.00,SRB,BLOCK,3,25,11865,1
7,22,Lozo Sara ,O,0,0,0,0,,SRB,BLOCK,3,25,11865,1
8,23,Djordjevic Mila ,S,0,1,0,1,-100.00,SRB,BLOCK,3,25,11865,1
9,26,Savic Vanja ,O,0,0,0,0,,SRB,BLOCK,3,25,11865,1
10,28,Delic Jelena ,MB,0,0,0,0,,SRB,BLOCK,3,25,11865,1
11,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,BLOCK,3,25,11865,1
12,32,Gocanin Bojana ,L,0,0,0,0,,SRB,BLOCK,3,25,11865,1
13,33,Cvetkovic Jovana ,OH,0,0,0,0,,SRB,BLOCK,3,25,11865,1
0,5,Thinkaow Pleumjit (C),MB,1,3,4,8,-25.00,THA,BLOCK,0,0,11865,
1,2,Pannoy Piyanut ,L,0,0,0,0,,THA,BLOCK,0,0,11865,
2,3,ManaKij Sirima ,S,0,1,1,2,-50.00,THA,BLOCK,0,0,11865,
3,6,Sittirak Onuma ,OH,0,1,0,1,-100.00,THA,BLOCK,0,0,11865,
4,9,Chuewulim Sutadta ,OH,0,3,0,3,-100.00,THA,BLOCK,0,0,11865,
5,10,Apinyapong Wilavan ,L,0,0,0,0,,THA,BLOCK,0,0,11865,
6,11,Hyapha Amporn ,MB,0,0,0,0,,THA,BLOCK,0,0,11865,
7,12,Chaisri Tapaphaipun ,L,0,1,0,1,-100.00,THA,BLOCK,0,0,11865,
8,13,Tomkom Nootsara ,S,0,1,2,3,-33.33,THA,BLOCK,0,0,11865,
9,14,Juangjan Pattiya ,OH,0,0,0,0,,THA,BLOCK,0,0,11865,
10,15,Kanthong Malika ,O,0,0,0,0,,THA,BLOCK,0,0,11865,
11,19,Krause Karina ,MB,0,0,2,2,0.00,THA,BLOCK,0,0,11865,
12,22,Nilapa Chatsuda ,OH,0,1,0,1,-100.00,THA,BLOCK,0,0,11865,
13,24,Nuanjam Watchareeya ,MB,0,2,0,2,-100.00,THA,BLOCK,0,0,11865,
0,2,Pannoy Piyanut ,L,0,0,0,0,,THA,BLOCK,1,19,11865,0
1,3,ManaKij Sirima ,S,0,0,0,0,,THA,BLOCK,1,19,11865,0
2,5,Thinkaow Pleumjit (C),MB,0,0,2,2,0.00,THA,BLOCK,1,19,11865,0
3,6,Sittirak Onuma ,OH,0,0,0,0,,THA,BLOCK,1,19,11865,0
4,9,Chuewulim Sutadta ,OH,0,1,0,1,-100.00,THA,BLOCK,1,19,11865,0
5,10,Apinyapong Wilavan ,L,0,0,0,0,,THA,BLOCK,1,19,11865,0
6,11,Hyapha Amporn ,MB,0,0,0,0,,THA,BLOCK,1,19,11865,0
7,12,Chaisri Tapaphaipun ,L,0,0,0,0,,THA,BLOCK,1,19,11865,0
8,13,Tomkom Nootsara ,S,0,0,0,0,,THA,BLOCK,1,19,11865,0
9,14,Juangjan Pattiya ,OH,0,0,0,0,,THA,BLOCK,1,19,11865,0
10,15,Kanthong Malika ,O,0,0,0,0,,THA,BLOCK,1,19,11865,0
11,19,Krause Karina ,MB,0,0,1,1,0.00,THA,BLOCK,1,19,11865,0
12,22,Nilapa Chatsuda ,OH,0,0,0,0,,THA,BLOCK,1,19,11865,0
13,24,Nuanjam Watchareeya ,MB,0,0,0,0,,THA,BLOCK,1,19,11865,0
0,5,Thinkaow Pleumjit (C),MB,1,2,2,5,-20.00,THA,BLOCK,2,23,11865,0
1,2,Pannoy Piyanut ,L,0,0,0,0,,THA,BLOCK,2,23,11865,0
2,3,ManaKij Sirima ,S,0,0,0,0,,THA,BLOCK,2,23,11865,0
3,6,Sittirak Onuma ,OH,0,1,0,1,-100.00,THA,BLOCK,2,23,11865,0
4,9,Chuewulim Sutadta ,OH,0,0,0,0,,THA,BLOCK,2,23,11865,0
5,10,Apinyapong Wilavan ,L,0,0,0,0,,THA,BLOCK,2,23,11865,0
6,11,Hyapha Amporn ,MB,0,0,0,0,,THA,BLOCK,2,23,11865,0
7,12,Chaisri Tapaphaipun ,L,0,1,0,1,-100.00,THA,BLOCK,2,23,11865,0
8,13,Tomkom Nootsara ,S,0,1,2,3,-33.33,THA,BLOCK,2,23,11865,0
9,14,Juangjan Pattiya ,OH,0,0,0,0,,THA,BLOCK,2,23,11865,0
10,15,Kanthong Malika ,O,0,0,0,0,,THA,BLOCK,2,23,11865,0
11,19,Krause Karina ,MB,0,0,0,0,,THA,BLOCK,2,23,11865,0
12,22,Nilapa Chatsuda ,OH,0,0,0,0,,THA,BLOCK,2,23,11865,0
13,24,Nuanjam Watchareeya ,MB,0,0,0,0,,THA,BLOCK,2,23,11865,0
0,2,Pannoy Piyanut ,L,0,0,0,0,,THA,BLOCK,3,23,11865,0
1,3,ManaKij Sirima ,S,0,1,1,2,-50.00,THA,BLOCK,3,23,11865,0
2,5,Thinkaow Pleumjit (C),MB,0,1,0,1,-100.00,THA,BLOCK,3,23,11865,0
3,6,Sittirak Onuma ,OH,0,0,0,0,,THA,BLOCK,3,23,11865,0
4,9,Chuewulim Sutadta ,OH,0,2,0,2,-100.00,THA,BLOCK,3,23,11865,0
5,10,Apinyapong Wilavan ,L,0,0,0,0,,THA,BLOCK,3,23,11865,0
6,11,Hyapha Amporn ,MB,0,0,0,0,,THA,BLOCK,3,23,11865,0
7,12,Chaisri Tapaphaipun ,L,0,0,0,0,,THA,BLOCK,3,23,11865,0
8,13,Tomkom Nootsara ,S,0,0,0,0,,THA,BLOCK,3,23,11865,0
9,14,Juangjan Pattiya ,OH,0,0,0,0,,THA,BLOCK,3,23,11865,0
10,15,Kanthong Malika ,O,0,0,0,0,,THA,BLOCK,3,23,11865,0
11,19,Krause Karina ,MB,0,0,1,1,0.00,THA,BLOCK,3,23,11865,0
12,22,Nilapa Chatsuda ,OH,0,1,0,1,-100.00,THA,BLOCK,3,23,11865,0
13,24,Nuanjam Watchareeya ,MB,0,2,0,2,-100.00,THA,BLOCK,3,23,11865,0
0,22,Duan Fang ,OH,3,1,1,5,40.00,CHN,BLOCK,0,0,11866,
1,9,Zhang Changning (C),OH,2,2,0,4,0.00,CHN,BLOCK,0,0,11866,
2,4,Yang Hanyu ,MB,1,5,2,8,-50.00,CHN,BLOCK,0,0,11866,
3,3,Diao Linyu ,S,0,0,0,0,,CHN,BLOCK,0,0,11866,
4,5,Gao Yi ,MB,0,1,2,3,-33.33,CHN,BLOCK,0,0,11866,
5,7,Wang Yuanyuan ,MB,0,4,0,4,-100.00,CHN,BLOCK,0,0,11866,
6,8,Li Yao ,OH,0,2,3,5,-40.00,CHN,BLOCK,0,0,11866,
7,10,Liu Xiaotong ,OH,0,3,1,4,-75.00,CHN,BLOCK,0,0,11866,
8,11,Yao Di ,S,0,4,1,5,-80.00,CHN,BLOCK,0,0,11866,
9,14,Zheng Yixin ,O,0,0,0,0,,CHN,BLOCK,0,0,11866,
10,15,Lin Li ,L,0,0,0,0,,CHN,BLOCK,0,0,11866,
11,18,Wang Mengjie ,L,0,0,0,0,,CHN,BLOCK,0,0,11866,
12,19,Liu Yanhan ,OH,0,2,2,4,-50.00,CHN,BLOCK,0,0,11866,
0,3,Diao Linyu ,S,0,0,0,0,,CHN,BLOCK,1,22,11866,0
1,4,Yang Hanyu ,MB,0,1,0,1,-100.00,CHN,BLOCK,1,22,11866,0
2,5,Gao Yi ,MB,0,0,0,0,,CHN,BLOCK,1,22,11866,0
3,7,Wang Yuanyuan ,MB,0,2,0,2,-100.00,CHN,BLOCK,1,22,11866,0
4,8,Li Yao ,OH,0,0,0,0,,CHN,BLOCK,1,22,11866,0
5,9,Zhang Changning (C),OH,0,1,0,1,-100.00,CHN,BLOCK,1,22,11866,0
6,10,Liu Xiaotong ,OH,0,1,0,1,-100.00,CHN,BLOCK,1,22,11866,0
7,11,Yao Di ,S,0,0,0,0,,CHN,BLOCK,1,22,11866,0
8,14,Zheng Yixin ,O,0,0,0,0,,CHN,BLOCK,1,22,11866,0
9,15,Lin Li ,L,0,0,0,0,,CHN,BLOCK,1,22,11866,0
10,18,Wang Mengjie ,L,0,0,0,0,,CHN,BLOCK,1,22,11866,0
11,19,Liu Yanhan ,OH,0,0,1,1,0.00,CHN,BLOCK,1,22,11866,0
12,22,Duan Fang ,OH,0,0,0,0,,CHN,BLOCK,1,22,11866,0
0,9,Zhang Changning (C),OH,1,0,0,1,100.00,CHN,BLOCK,2,25,11866,1
1,3,Diao Linyu ,S,0,0,0,0,,CHN,BLOCK,2,25,11866,1
2,4,Yang Hanyu ,MB,0,3,1,4,-75.00,CHN,BLOCK,2,25,11866,1
3,5,Gao Yi ,MB,0,0,0,0,,CHN,BLOCK,2,25,11866,1
4,7,Wang Yuanyuan ,MB,0,1,0,1,-100.00,CHN,BLOCK,2,25,11866,1
5,8,Li Yao ,OH,0,2,1,3,-66.67,CHN,BLOCK,2,25,11866,1
6,10,Liu Xiaotong ,OH,0,0,1,1,0.00,CHN,BLOCK,2,25,11866,1
7,11,Yao Di ,S,0,1,0,1,-100.00,CHN,BLOCK,2,25,11866,1
8,14,Zheng Yixin ,O,0,0,0,0,,CHN,BLOCK,2,25,11866,1
9,15,Lin Li ,L,0,0,0,0,,CHN,BLOCK,2,25,11866,1
10,18,Wang Mengjie ,L,0,0,0,0,,CHN,BLOCK,2,25,11866,1
11,19,Liu Yanhan ,OH,0,0,0,0,,CHN,BLOCK,2,25,11866,1
12,22,Duan Fang ,OH,0,1,1,2,-50.00,CHN,BLOCK,2,25,11866,1
0,22,Duan Fang ,OH,1,0,0,1,100.00,CHN,BLOCK,3,17,11866,0
1,3,Diao Linyu ,S,0,0,0,0,,CHN,BLOCK,3,17,11866,0
2,4,Yang Hanyu ,MB,0,0,0,0,,CHN,BLOCK,3,17,11866,0
3,5,Gao Yi ,MB,0,0,1,1,0.00,CHN,BLOCK,3,17,11866,0
4,7,Wang Yuanyuan ,MB,0,1,0,1,-100.00,CHN,BLOCK,3,17,11866,0
5,8,Li Yao ,OH,0,0,1,1,0.00,CHN,BLOCK,3,17,11866,0
6,9,Zhang Changning (C),OH,0,0,0,0,,CHN,BLOCK,3,17,11866,0
7,10,Liu Xiaotong ,OH,0,2,0,2,-100.00,CHN,BLOCK,3,17,11866,0
8,11,Yao Di ,S,0,0,0,0,,CHN,BLOCK,3,17,11866,0
9,14,Zheng Yixin ,O,0,0,0,0,,CHN,BLOCK,3,17,11866,0
10,15,Lin Li ,L,0,0,0,0,,CHN,BLOCK,3,17,11866,0
11,18,Wang Mengjie ,L,0,0,0,0,,CHN,BLOCK,3,17,11866,0
12,19,Liu Yanhan ,OH,0,2,1,3,-66.67,CHN,BLOCK,3,17,11866,0
0,4,Yang Hanyu ,MB,1,1,0,2,0.00,CHN,BLOCK,4,25,11866,1
1,9,Zhang Changning (C),OH,1,1,0,2,0.00,CHN,BLOCK,4,25,11866,1
2,3,Diao Linyu ,S,0,0,0,0,,CHN,BLOCK,4,25,11866,1
3,5,Gao Yi ,MB,0,0,1,1,0.00,CHN,BLOCK,4,25,11866,1
4,7,Wang Yuanyuan ,MB,0,0,0,0,,CHN,BLOCK,4,25,11866,1
5,8,Li Yao ,OH,0,0,1,1,0.00,CHN,BLOCK,4,25,11866,1
6,10,Liu Xiaotong ,OH,0,0,0,0,,CHN,BLOCK,4,25,11866,1
7,11,Yao Di ,S,0,2,1,3,-66.67,CHN,BLOCK,4,25,11866,1
8,14,Zheng Yixin ,O,0,0,0,0,,CHN,BLOCK,4,25,11866,1
9,15,Lin Li ,L,0,0,0,0,,CHN,BLOCK,4,25,11866,1
10,18,Wang Mengjie ,L,0,0,0,0,,CHN,BLOCK,4,25,11866,1
11,19,Liu Yanhan ,OH,0,0,0,0,,CHN,BLOCK,4,25,11866,1
12,22,Duan Fang ,OH,0,0,0,0,,CHN,BLOCK,4,25,11866,1
0,22,Duan Fang ,OH,2,0,0,2,100.00,CHN,BLOCK,5,12,11866,0
1,3,Diao Linyu ,S,0,0,0,0,,CHN,BLOCK,5,12,11866,0
2,4,Yang Hanyu ,MB,0,0,1,1,0.00,CHN,BLOCK,5,12,11866,0
3,5,Gao Yi ,MB,0,1,0,1,-100.00,CHN,BLOCK,5,12,11866,0
4,7,Wang Yuanyuan ,MB,0,0,0,0,,CHN,BLOCK,5,12,11866,0
5,8,Li Yao ,OH,0,0,0,0,,CHN,BLOCK,5,12,11866,0
6,9,Zhang Changning (C),OH,0,0,0,0,,CHN,BLOCK,5,12,11866,0
7,10,Liu Xiaotong ,OH,0,0,0,0,,CHN,BLOCK,5,12,11866,0
8,11,Yao Di ,S,0,1,0,1,-100.00,CHN,BLOCK,5,12,11866,0
9,14,Zheng Yixin ,O,0,0,0,0,,CHN,BLOCK,5,12,11866,0
10,15,Lin Li ,L,0,0,0,0,,CHN,BLOCK,5,12,11866,0
11,18,Wang Mengjie ,L,0,0,0,0,,CHN,BLOCK,5,12,11866,0
12,19,Liu Yanhan ,OH,0,0,0,0,,CHN,BLOCK,5,12,11866,0
0,3,Van Ryk Kiera ,OH,5,3,4,12,16.67,CAN,BLOCK,0,0,11866,
1,12,Cross Jennifer (C),MB,4,3,5,12,8.33,CAN,BLOCK,0,0,11866,
2,14,Howe Hilary ,OH,2,3,0,5,-20.00,CAN,BLOCK,0,0,11866,
3,19,Maglio Emily ,MB,2,6,4,12,-33.33,CAN,BLOCK,0,0,11866,
4,13,King Brie ,S,1,0,3,4,25.00,CAN,BLOCK,0,0,11866,
5,1,Bujan Cassandra ,L,0,0,0,0,,CAN,BLOCK,0,0,11866,
6,5,Smith Danielle ,S,0,0,0,0,,CAN,BLOCK,0,0,11866,
7,7,Van Buskirk Layne ,MB,0,0,0,0,,CAN,BLOCK,0,0,11866,
8,8,Ogoms Alicia ,MB,0,0,0,0,,CAN,BLOCK,0,0,11866,
9,9,Gray Alexa ,OH,0,0,0,0,,CAN,BLOCK,0,0,11866,
10,11,Mitrovic Andrea ,OH,0,3,2,5,-60.00,CAN,BLOCK,0,0,11866,
11,15,Joseph Shainah ,O,0,0,0,0,,CAN,BLOCK,0,0,11866,
12,16,Livingston Caroline ,OH,0,0,0,0,,CAN,BLOCK,0,0,11866,
13,22,Snape Kennedy Brooklyn ,L,0,0,0,0,,CAN,BLOCK,0,0,11866,
0,3,Van Ryk Kiera ,OH,2,1,2,5,20.00,CAN,BLOCK,1,25,11866,1
1,12,Cross Jennifer (C),MB,1,0,2,3,33.33,CAN,BLOCK,1,25,11866,1
2,14,Howe Hilary ,OH,1,0,0,1,100.00,CAN,BLOCK,1,25,11866,1
3,1,Bujan Cassandra ,L,0,0,0,0,,CAN,BLOCK,1,25,11866,1
4,5,Smith Danielle ,S,0,0,0,0,,CAN,BLOCK,1,25,11866,1
5,7,Van Buskirk Layne ,MB,0,0,0,0,,CAN,BLOCK,1,25,11866,1
6,8,Ogoms Alicia ,MB,0,0,0,0,,CAN,BLOCK,1,25,11866,1
7,9,Gray Alexa ,OH,0,0,0,0,,CAN,BLOCK,1,25,11866,1
8,11,Mitrovic Andrea ,OH,0,1,0,1,-100.00,CAN,BLOCK,1,25,11866,1
9,13,King Brie ,S,0,0,1,1,0.00,CAN,BLOCK,1,25,11866,1
10,15,Joseph Shainah ,O,0,0,0,0,,CAN,BLOCK,1,25,11866,1
11,16,Livingston Caroline ,OH,0,0,0,0,,CAN,BLOCK,1,25,11866,1
12,19,Maglio Emily ,MB,0,0,1,1,0.00,CAN,BLOCK,1,25,11866,1
13,22,Snape Kennedy Brooklyn ,L,0,0,0,0,,CAN,BLOCK,1,25,11866,1
0,12,Cross Jennifer (C),MB,1,2,0,3,-33.33,CAN,BLOCK,2,21,11866,0
1,13,King Brie ,S,1,0,1,2,50.00,CAN,BLOCK,2,21,11866,0
2,19,Maglio Emily ,MB,1,1,2,4,0.00,CAN,BLOCK,2,21,11866,0
3,1,Bujan Cassandra ,L,0,0,0,0,,CAN,BLOCK,2,21,11866,0
4,3,Van Ryk Kiera ,OH,0,1,1,2,-50.00,CAN,BLOCK,2,21,11866,0
5,5,Smith Danielle ,S,0,0,0,0,,CAN,BLOCK,2,21,11866,0
6,7,Van Buskirk Layne ,MB,0,0,0,0,,CAN,BLOCK,2,21,11866,0
7,8,Ogoms Alicia ,MB,0,0,0,0,,CAN,BLOCK,2,21,11866,0
8,9,Gray Alexa ,OH,0,0,0,0,,CAN,BLOCK,2,21,11866,0
9,11,Mitrovic Andrea ,OH,0,2,0,2,-100.00,CAN,BLOCK,2,21,11866,0
10,14,Howe Hilary ,OH,0,1,0,1,-100.00,CAN,BLOCK,2,21,11866,0
11,15,Joseph Shainah ,O,0,0,0,0,,CAN,BLOCK,2,21,11866,0
12,16,Livingston Caroline ,OH,0,0,0,0,,CAN,BLOCK,2,21,11866,0
13,22,Snape Kennedy Brooklyn ,L,0,0,0,0,,CAN,BLOCK,2,21,11866,0
0,3,Van Ryk Kiera ,OH,2,1,0,3,33.33,CAN,BLOCK,3,25,11866,1
1,12,Cross Jennifer (C),MB,1,0,2,3,33.33,CAN,BLOCK,3,25,11866,1
2,14,Howe Hilary ,OH,1,0,0,1,100.00,CAN,BLOCK,3,25,11866,1
3,1,Bujan Cassandra ,L,0,0,0,0,,CAN,BLOCK,3,25,11866,1
4,5,Smith Danielle ,S,0,0,0,0,,CAN,BLOCK,3,25,11866,1
5,7,Van Buskirk Layne ,MB,0,0,0,0,,CAN,BLOCK,3,25,11866,1
6,8,Ogoms Alicia ,MB,0,0,0,0,,CAN,BLOCK,3,25,11866,1
7,9,Gray Alexa ,OH,0,0,0,0,,CAN,BLOCK,3,25,11866,1
8,11,Mitrovic Andrea ,OH,0,0,0,0,,CAN,BLOCK,3,25,11866,1
9,13,King Brie ,S,0,0,1,1,0.00,CAN,BLOCK,3,25,11866,1
10,15,Joseph Shainah ,O,0,0,0,0,,CAN,BLOCK,3,25,11866,1
11,16,Livingston Caroline ,OH,0,0,0,0,,CAN,BLOCK,3,25,11866,1
12,19,Maglio Emily ,MB,0,2,0,2,-100.00,CAN,BLOCK,3,25,11866,1
13,22,Snape Kennedy Brooklyn ,L,0,0,0,0,,CAN,BLOCK,3,25,11866,1
0,3,Van Ryk Kiera ,OH,1,0,1,2,50.00,CAN,BLOCK,4,15,11866,0
1,1,Bujan Cassandra ,L,0,0,0,0,,CAN,BLOCK,4,15,11866,0
2,5,Smith Danielle ,S,0,0,0,0,,CAN,BLOCK,4,15,11866,0
3,7,Van Buskirk Layne ,MB,0,0,0,0,,CAN,BLOCK,4,15,11866,0
