,Player No,Player Name,Position,Digs,Errors,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
3,10,Braga Guimaraes Gabriela (C),OH,3,1,4,50.00,BRA,DIG,3,25,13812,1
4,2,Duarte Alecrim Diana ,MB,1,0,1,100.00,BRA,DIG,3,25,13812,1
5,3,Gambatto Kudiess Julia ,MB,0,0,0,,BRA,DIG,3,25,13812,1
6,4,Da Silva Ana Carolina ,MB,0,2,2,-100.00,BRA,DIG,3,25,13812,1
7,7,Montibeller Rosamaria ,OH,0,0,0,,BRA,DIG,3,25,13812,1
8,8,Silva Carneiro Macris Fernanda ,S,0,1,1,-100.00,BRA,DIG,3,25,13812,1
9,9,Ratzke Roberta Silva ,S,0,0,0,,BRA,DIG,3,25,13812,1
10,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,,BRA,DIG,3,25,13812,1
11,14,Araujo Natália ,L,0,0,0,,BRA,DIG,3,25,13812,1
12,15,Viezel Lorena Giovana ,MB,0,0,0,,BRA,DIG,3,25,13812,1
13,17,Bergmann Julia Isabelle ,OH,0,0,0,,BRA,DIG,3,25,13812,1
0,12,Pusic Teodora ,L,11,5,18,33.33,SRB,DIG,0,0,13812,
1,19,Milenkovic Bojana ,OH,9,3,12,50.00,SRB,DIG,0,0,13812,
2,13,Bjelica Ana (C),O,5,1,8,50.00,SRB,DIG,0,0,13812,
3,22,Lozo Sara ,O,5,1,7,57.14,SRB,DIG,0,0,13812,
4,8,Mirkovic Sladjana ,S,4,3,8,12.50,SRB,DIG,0,0,13812,
5,14,Aleksic Maja ,MB,2,1,3,33.33,SRB,DIG,0,0,13812,
6,1,Busa Bianka ,OH,0,1,1,-100.00,SRB,DIG,0,0,13812,
7,2,Lazovic Katarina ,OH,0,0,0,,SRB,DIG,0,0,13812,
8,7,Jaksic Ana ,S,0,0,0,,SRB,DIG,0,0,13812,
9,15,Stevanovic Jovana ,MB,0,0,0,,SRB,DIG,0,0,13812,
10,21,Kocic Jovana ,MB,0,0,0,,SRB,DIG,0,0,13812,
11,28,Delic Jelena ,MB,0,0,0,,SRB,DIG,0,0,13812,
12,31,Djurdjevic Sanja ,L,0,0,0,,SRB,DIG,0,0,13812,
13,34,Mirosavljevic Jovana ,OH,0,0,0,,SRB,DIG,0,0,13812,
0,12,Pusic Teodora ,L,8,1,9,77.78,SRB,DIG,1,21,13812,0
1,13,Bjelica Ana (C),O,5,0,6,83.33,SRB,DIG,1,21,13812,0
2,8,Mirkovic Sladjana ,S,4,1,5,60.00,SRB,DIG,1,21,13812,0
3,19,Milenkovic Bojana ,OH,3,2,5,20.00,SRB,DIG,1,21,13812,0
4,1,Busa Bianka ,OH,0,0,0,,SRB,DIG,1,21,13812,0
5,2,Lazovic Katarina ,OH,0,0,0,,SRB,DIG,1,21,13812,0
6,7,Jaksic Ana ,S,0,0,0,,SRB,DIG,1,21,13812,0
7,14,Aleksic Maja ,MB,0,1,1,-100.00,SRB,DIG,1,21,13812,0
8,15,Stevanovic Jovana ,MB,0,0,0,,SRB,DIG,1,21,13812,0
9,21,Kocic Jovana ,MB,0,0,0,,SRB,DIG,1,21,13812,0
10,22,Lozo Sara ,O,0,0,0,,SRB,DIG,1,21,13812,0
11,28,Delic Jelena ,MB,0,0,0,,SRB,DIG,1,21,13812,0
12,31,Djurdjevic Sanja ,L,0,0,0,,SRB,DIG,1,21,13812,0
13,34,Mirosavljevic Jovana ,OH,0,0,0,,SRB,DIG,1,21,13812,0
0,12,Pusic Teodora ,L,2,1,3,33.33,SRB,DIG,2,9,13812,0
1,22,Lozo Sara ,O,1,1,2,0.00,SRB,DIG,2,9,13812,0
2,1,Busa Bianka ,OH,0,1,1,-100.00,SRB,DIG,2,9,13812,0
3,2,Lazovic Katarina ,OH,0,0,0,,SRB,DIG,2,9,13812,0
4,7,Jaksic Ana ,S,0,0,0,,SRB,DIG,2,9,13812,0
5,8,Mirkovic Sladjana ,S,0,0,0,,SRB,DIG,2,9,13812,0
6,13,Bjelica Ana (C),O,0,0,0,,SRB,DIG,2,9,13812,0
7,14,Aleksic Maja ,MB,0,0,0,,SRB,DIG,2,9,13812,0
8,15,Stevanovic Jovana ,MB,0,0,0,,SRB,DIG,2,9,13812,0
9,19,Milenkovic Bojana ,OH,0,0,0,,SRB,DIG,2,9,13812,0
10,21,Kocic Jovana ,MB,0,0,0,,SRB,DIG,2,9,13812,0
11,28,Delic Jelena ,MB,0,0,0,,SRB,DIG,2,9,13812,0
12,31,Djurdjevic Sanja ,L,0,0,0,,SRB,DIG,2,9,13812,0
13,34,Mirosavljevic Jovana ,OH,0,0,0,,SRB,DIG,2,9,13812,0
0,19,Milenkovic Bojana ,OH,6,1,7,71.43,SRB,DIG,3,21,13812,0
1,22,Lozo Sara ,O,4,0,5,80.00,SRB,DIG,3,21,13812,0
2,14,Aleksic Maja ,MB,2,0,2,100.00,SRB,DIG,3,21,13812,0
3,12,Pusic Teodora ,L,1,3,6,-33.33,SRB,DIG,3,21,13812,0
4,1,Busa Bianka ,OH,0,0,0,,SRB,DIG,3,21,13812,0
5,2,Lazovic Katarina ,OH,0,0,0,,SRB,DIG,3,21,13812,0
6,7,Jaksic Ana ,S,0,0,0,,SRB,DIG,3,21,13812,0
7,8,Mirkovic Sladjana ,S,0,2,3,-66.67,SRB,DIG,3,21,13812,0
8,13,Bjelica Ana (C),O,0,1,2,-50.00,SRB,DIG,3,21,13812,0
9,15,Stevanovic Jovana ,MB,0,0,0,,SRB,DIG,3,21,13812,0
10,21,Kocic Jovana ,MB,0,0,0,,SRB,DIG,3,21,13812,0
11,28,Delic Jelena ,MB,0,0,0,,SRB,DIG,3,21,13812,0
12,31,Djurdjevic Sanja ,L,0,0,0,,SRB,DIG,3,21,13812,0
13,34,Mirosavljevic Jovana ,OH,0,0,0,,SRB,DIG,3,21,13812,0
0,4,Pogany Anna ,L,11,4,17,41.18,GER,DIG,0,0,13813,
1,9,Alsmeier Lina ,OH,11,3,15,53.33,GER,DIG,0,0,13813,
2,6,Janiska Jennifer ,OH,6,1,7,71.43,GER,DIG,0,0,13813,
3,12,Orthmann Hanna ,OH,4,1,6,50.00,GER,DIG,0,0,13813,
4,2,Kästner Pia ,S,3,2,6,16.67,GER,DIG,0,0,13813,
5,5,Glaab Corina ,S,3,0,3,100.00,GER,DIG,0,0,13813,
6,10,Stigrot Lena (C),OH,2,0,2,100.00,GER,DIG,0,0,13813,
7,13,Hippe Saskia ,O,2,0,2,100.00,GER,DIG,0,0,13813,
8,14,Schölzel Marie ,MB,1,0,2,50.00,GER,DIG,0,0,13813,
9,21,Weitzel Camilla ,MB,1,0,1,100.00,GER,DIG,0,0,13813,
10,1,Bock Linda ,L,0,0,0,,GER,DIG,0,0,13813,
11,7,Vanjak Ivana ,OH,0,0,0,,GER,DIG,0,0,13813,
12,22,Strubbe Monique ,MB,0,0,0,,GER,DIG,0,0,13813,
13,24,Cekulaev Anastasia ,MB,0,0,0,,GER,DIG,0,0,13813,
0,4,Pogany Anna ,L,2,2,4,0.00,GER,DIG,1,23,13813,0
1,5,Glaab Corina ,S,2,0,2,100.00,GER,DIG,1,23,13813,0
2,6,Janiska Jennifer ,OH,1,0,1,100.00,GER,DIG,1,23,13813,0
3,9,Alsmeier Lina ,OH,1,0,1,100.00,GER,DIG,1,23,13813,0
4,10,Stigrot Lena (C),OH,1,0,1,100.00,GER,DIG,1,23,13813,0
5,1,Bock Linda ,L,0,0,0,,GER,DIG,1,23,13813,0
6,2,Kästner Pia ,S,0,1,1,-100.00,GER,DIG,1,23,13813,0
7,7,Vanjak Ivana ,OH,0,0,0,,GER,DIG,1,23,13813,0
8,12,Orthmann Hanna ,OH,0,1,1,-100.00,GER,DIG,1,23,13813,0
9,13,Hippe Saskia ,O,0,0,0,,GER,DIG,1,23,13813,0
10,14,Schölzel Marie ,MB,0,0,1,0.00,GER,DIG,1,23,13813,0
11,21,Weitzel Camilla ,MB,0,0,0,,GER,DIG,1,23,13813,0
12,22,Strubbe Monique ,MB,0,0,0,,GER,DIG,1,23,13813,0
13,24,Cekulaev Anastasia ,MB,0,0,0,,GER,DIG,1,23,13813,0
0,9,Alsmeier Lina ,OH,4,3,7,14.29,GER,DIG,2,23,13813,0
1,4,Pogany Anna ,L,3,1,5,40.00,GER,DIG,2,23,13813,0
2,6,Janiska Jennifer ,OH,2,0,2,100.00,GER,DIG,2,23,13813,0
3,5,Glaab Corina ,S,1,0,1,100.00,GER,DIG,2,23,13813,0
4,12,Orthmann Hanna ,OH,1,0,1,100.00,GER,DIG,2,23,13813,0
5,13,Hippe Saskia ,O,1,0,1,100.00,GER,DIG,2,23,13813,0
6,14,Schölzel Marie ,MB,1,0,1,100.00,GER,DIG,2,23,13813,0
7,1,Bock Linda ,L,0,0,0,,GER,DIG,2,23,13813,0
8,2,Kästner Pia ,S,0,0,1,0.00,GER,DIG,2,23,13813,0
9,7,Vanjak Ivana ,OH,0,0,0,,GER,DIG,2,23,13813,0
10,10,Stigrot Lena (C),OH,0,0,0,,GER,DIG,2,23,13813,0
11,21,Weitzel Camilla ,MB,0,0,0,,GER,DIG,2,23,13813,0
12,22,Strubbe Monique ,MB,0,0,0,,GER,DIG,2,23,13813,0
13,24,Cekulaev Anastasia ,MB,0,0,0,,GER,DIG,2,23,13813,0
0,9,Alsmeier Lina ,OH,4,0,4,100.00,GER,DIG,3,25,13813,1
1,4,Pogany Anna ,L,2,0,3,66.67,GER,DIG,3,25,13813,1
2,2,Kästner Pia ,S,1,0,1,100.00,GER,DIG,3,25,13813,1
3,10,Stigrot Lena (C),OH,1,0,1,100.00,GER,DIG,3,25,13813,1
4,12,Orthmann Hanna ,OH,1,0,1,100.00,GER,DIG,3,25,13813,1
5,1,Bock Linda ,L,0,0,0,,GER,DIG,3,25,13813,1
6,5,Glaab Corina ,S,0,0,0,,GER,DIG,3,25,13813,1
7,6,Janiska Jennifer ,OH,0,0,0,,GER,DIG,3,25,13813,1
8,7,Vanjak Ivana ,OH,0,0,0,,GER,DIG,3,25,13813,1
9,13,Hippe Saskia ,O,0,0,0,,GER,DIG,3,25,13813,1
10,14,Schölzel Marie ,MB,0,0,0,,GER,DIG,3,25,13813,1
11,21,Weitzel Camilla ,MB,0,0,0,,GER,DIG,3,25,13813,1
12,22,Strubbe Monique ,MB,0,0,0,,GER,DIG,3,25,13813,1
13,24,Cekulaev Anastasia ,MB,0,0,0,,GER,DIG,3,25,13813,1
0,4,Pogany Anna ,L,4,1,5,60.00,GER,DIG,4,25,13813,0
1,6,Janiska Jennifer ,OH,3,1,4,50.00,GER,DIG,4,25,13813,0
2,2,Kästner Pia ,S,2,1,3,33.33,GER,DIG,4,25,13813,0
3,9,Alsmeier Lina ,OH,2,0,3,66.67,GER,DIG,4,25,13813,0
4,12,Orthmann Hanna ,OH,2,0,3,66.67,GER,DIG,4,25,13813,0
5,13,Hippe Saskia ,O,1,0,1,100.00,GER,DIG,4,25,13813,0
6,21,Weitzel Camilla ,MB,1,0,1,100.00,GER,DIG,4,25,13813,0
7,1,Bock Linda ,L,0,0,0,,GER,DIG,4,25,13813,0
8,5,Glaab Corina ,S,0,0,0,,GER,DIG,4,25,13813,0
9,7,Vanjak Ivana ,OH,0,0,0,,GER,DIG,4,25,13813,0
10,10,Stigrot Lena (C),OH,0,0,0,,GER,DIG,4,25,13813,0
11,14,Schölzel Marie ,MB,0,0,0,,GER,DIG,4,25,13813,0
12,22,Strubbe Monique ,MB,0,0,0,,GER,DIG,4,25,13813,0
13,24,Cekulaev Anastasia ,MB,0,0,0,,GER,DIG,4,25,13813,0
0,16,Peña Isabel Yonkaira Paola ,OH,10,0,12,83.33,DOM,DIG,0,0,13813,
1,2,Rodriguez Duran Yaneirys ,L,9,5,16,25.00,DOM,DIG,0,0,13813,
2,23,Gonzalez Lopez Gaila Ceneida ,O,6,5,11,9.09,DOM,DIG,0,0,13813,
3,7,Marte Frica Niverka Dharlenis (C),S,5,2,8,37.50,DOM,DIG,0,0,13813,
4,20,Martinez Brayelin Elizabeth ,OH,5,2,8,37.50,DOM,DIG,0,0,13813,
5,9,Hinojosa Diaz Angelica Maria ,MB,1,0,1,100.00,DOM,DIG,0,0,13813,
6,21,Martinez Jineiry ,MB,1,1,2,0.00,DOM,DIG,0,0,13813,
7,24,Gonzalez Geraldine Sthefany ,MB,1,1,2,0.00,DOM,DIG,0,0,13813,
8,3,Rabit Esthefany ,L,0,0,0,,DOM,DIG,0,0,13813,
9,4,Peralta Luna Vielka Michelle ,OH,0,0,0,,DOM,DIG,0,0,13813,
10,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,,DOM,DIG,0,0,13813,
11,15,Guillen Paredes Madeline Jazmin ,OH,0,0,0,,DOM,DIG,0,0,13813,
12,17,Mambru Casilla Gina Altagracia ,O,0,0,0,,DOM,DIG,0,0,13813,
13,25,Martinez Caro Larysmer ,OH,0,0,0,,DOM,DIG,0,0,13813,
0,2,Rodriguez Duran Yaneirys ,L,4,1,5,60.00,DOM,DIG,1,25,13813,1
1,7,Marte Frica Niverka Dharlenis (C),S,2,0,2,100.00,DOM,DIG,1,25,13813,1
2,16,Peña Isabel Yonkaira Paola ,OH,2,0,2,100.00,DOM,DIG,1,25,13813,1
3,9,Hinojosa Diaz Angelica Maria ,MB,1,0,1,100.00,DOM,DIG,1,25,13813,1
4,23,Gonzalez Lopez Gaila Ceneida ,O,1,1,2,0.00,DOM,DIG,1,25,13813,1
5,3,Rabit Esthefany ,L,0,0,0,,DOM,DIG,1,25,13813,1
6,4,Peralta Luna Vielka Michelle ,OH,0,0,0,,DOM,DIG,1,25,13813,1
7,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,,DOM,DIG,1,25,13813,1
8,15,Guillen Paredes Madeline Jazmin ,OH,0,0,0,,DOM,DIG,1,25,13813,1
9,17,Mambru Casilla Gina Altagracia ,O,0,0,0,,DOM,DIG,1,25,13813,1
10,20,Martinez Brayelin Elizabeth ,OH,0,0,0,,DOM,DIG,1,25,13813,1
11,21,Martinez Jineiry ,MB,0,0,0,,DOM,DIG,1,25,13813,1
12,24,Gonzalez Geraldine Sthefany ,MB,0,0,0,,DOM,DIG,1,25,13813,1
13,25,Martinez Caro Larysmer ,OH,0,0,0,,DOM,DIG,1,25,13813,1
0,16,Peña Isabel Yonkaira Paola ,OH,5,0,6,83.33,DOM,DIG,2,25,13813,1
1,2,Rodriguez Duran Yaneirys ,L,3,1,4,50.00,DOM,DIG,2,25,13813,1
2,20,Martinez Brayelin Elizabeth ,OH,2,0,3,66.67,DOM,DIG,2,25,13813,1
3,7,Marte Frica Niverka Dharlenis (C),S,1,1,3,0.00,DOM,DIG,2,25,13813,1
4,21,Martinez Jineiry ,MB,1,1,2,0.00,DOM,DIG,2,25,13813,1
5,23,Gonzalez Lopez Gaila Ceneida ,O,1,1,2,0.00,DOM,DIG,2,25,13813,1
6,24,Gonzalez Geraldine Sthefany ,MB,1,0,1,100.00,DOM,DIG,2,25,13813,1
7,3,Rabit Esthefany ,L,0,0,0,,DOM,DIG,2,25,13813,1
8,4,Peralta Luna Vielka Michelle ,OH,0,0,0,,DOM,DIG,2,25,13813,1
9,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,,DOM,DIG,2,25,13813,1
10,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,,DOM,DIG,2,25,13813,1
11,15,Guillen Paredes Madeline Jazmin ,OH,0,0,0,,DOM,DIG,2,25,13813,1
12,17,Mambru Casilla Gina Altagracia ,O,0,0,0,,DOM,DIG,2,25,13813,1
13,25,Martinez Caro Larysmer ,OH,0,0,0,,DOM,DIG,2,25,13813,1
0,2,Rodriguez Duran Yaneirys ,L,1,3,5,-40.00,DOM,DIG,3,11,13813,0
1,23,Gonzalez Lopez Gaila Ceneida ,O,1,2,3,-33.33,DOM,DIG,3,11,13813,0
2,3,Rabit Esthefany ,L,0,0,0,,DOM,DIG,3,11,13813,0
3,4,Peralta Luna Vielka Michelle ,OH,0,0,0,,DOM,DIG,3,11,13813,0
4,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,,DOM,DIG,3,11,13813,0
5,7,Marte Frica Niverka Dharlenis (C),S,0,1,1,-100.00,DOM,DIG,3,11,13813,0
6,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,,DOM,DIG,3,11,13813,0
7,15,Guillen Paredes Madeline Jazmin ,OH,0,0,0,,DOM,DIG,3,11,13813,0
8,16,Peña Isabel Yonkaira Paola ,OH,0,0,1,0.00,DOM,DIG,3,11,13813,0
9,17,Mambru Casilla Gina Altagracia ,O,0,0,0,,DOM,DIG,3,11,13813,0
10,20,Martinez Brayelin Elizabeth ,OH,0,0,0,,DOM,DIG,3,11,13813,0
11,21,Martinez Jineiry ,MB,0,0,0,,DOM,DIG,3,11,13813,0
12,24,Gonzalez Geraldine Sthefany ,MB,0,1,1,-100.00,DOM,DIG,3,11,13813,0
13,25,Martinez Caro Larysmer ,OH,0,0,0,,DOM,DIG,3,11,13813,0
0,16,Peña Isabel Yonkaira Paola ,OH,3,0,3,100.00,DOM,DIG,4,27,13813,1
1,20,Martinez Brayelin Elizabeth ,OH,3,2,5,20.00,DOM,DIG,4,27,13813,1
2,23,Gonzalez Lopez Gaila Ceneida ,O,3,1,4,50.00,DOM,DIG,4,27,13813,1
3,7,Marte Frica Niverka Dharlenis (C),S,2,0,2,100.00,DOM,DIG,4,27,13813,1
4,2,Rodriguez Duran Yaneirys ,L,1,0,2,50.00,DOM,DIG,4,27,13813,1
5,3,Rabit Esthefany ,L,0,0,0,,DOM,DIG,4,27,13813,1
6,4,Peralta Luna Vielka Michelle ,OH,0,0,0,,DOM,DIG,4,27,13813,1
7,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,,DOM,DIG,4,27,13813,1
8,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,,DOM,DIG,4,27,13813,1
9,15,Guillen Paredes Madeline Jazmin ,OH,0,0,0,,DOM,DIG,4,27,13813,1
10,17,Mambru Casilla Gina Altagracia ,O,0,0,0,,DOM,DIG,4,27,13813,1
11,21,Martinez Jineiry ,MB,0,0,0,,DOM,DIG,4,27,13813,1
12,24,Gonzalez Geraldine Sthefany ,MB,0,0,0,,DOM,DIG,4,27,13813,1
13,25,Martinez Caro Larysmer ,OH,0,0,0,,DOM,DIG,4,27,13813,1
0,10,Aykac Altıntaş Ayca ,L,9,2,13,53.85,TUR,DIG,0,0,13814,
1,11,Cebecioglu Derya ,OH,7,0,9,77.78,TUR,DIG,0,0,13814,
2,3,Özbay Cansu ,S,4,1,5,60.00,TUR,DIG,0,0,13814,
3,7,Baladin Hande ,OH,4,1,5,60.00,TUR,DIG,0,0,13814,
4,99,Karakurt Ebrar ,O,4,0,4,100.00,TUR,DIG,0,0,13814,
5,4,Ivegin Tugba ,OH,3,1,4,50.00,TUR,DIG,0,0,13814,
6,9,Diken Meliha ,O,1,0,2,50.00,TUR,DIG,0,0,13814,
7,1,Arici Beyza ,MB,0,0,0,,TUR,DIG,0,0,13814,
8,2,Akoz Simge Sebnem ,L,0,0,0,,TUR,DIG,0,0,13814,
9,5,Akbay Bahar ,MB,0,0,0,,TUR,DIG,0,0,13814,
10,12,Şahin Elif ,S,0,0,0,,TUR,DIG,0,0,13814,
11,13,Boz Meryem ,O,0,0,0,,TUR,DIG,0,0,13814,
12,14,Erdem Dündar Eda (C),MB,0,0,0,,TUR,DIG,0,0,13814,
13,18,Gunes Zehra ,MB,0,0,1,0.00,TUR,DIG,0,0,13814,
0,10,Aykac Altıntaş Ayca ,L,5,0,6,83.33,TUR,DIG,1,20,13814,0
1,4,Ivegin Tugba ,OH,3,1,4,50.00,TUR,DIG,1,20,13814,0
2,11,Cebecioglu Derya ,OH,2,0,3,66.67,TUR,DIG,1,20,13814,0
3,3,Özbay Cansu ,S,1,0,1,100.00,TUR,DIG,1,20,13814,0
4,99,Karakurt Ebrar ,O,1,0,1,100.00,TUR,DIG,1,20,13814,0
5,1,Arici Beyza ,MB,0,0,0,,TUR,DIG,1,20,13814,0
6,2,Akoz Simge Sebnem ,L,0,0,0,,TUR,DIG,1,20,13814,0
7,5,Akbay Bahar ,MB,0,0,0,,TUR,DIG,1,20,13814,0
8,7,Baladin Hande ,OH,0,0,0,,TUR,DIG,1,20,13814,0
9,9,Diken Meliha ,O,0,0,1,0.00,TUR,DIG,1,20,13814,0
10,12,Şahin Elif ,S,0,0,0,,TUR,DIG,1,20,13814,0
11,13,Boz Meryem ,O,0,0,0,,TUR,DIG,1,20,13814,0
12,14,Erdem Dündar Eda (C),MB,0,0,0,,TUR,DIG,1,20,13814,0
13,18,Gunes Zehra ,MB,0,0,1,0.00,TUR,DIG,1,20,13814,0
0,3,Özbay Cansu ,S,2,0,2,100.00,TUR,DIG,2,25,13814,1
1,11,Cebecioglu Derya ,OH,2,0,2,100.00,TUR,DIG,2,25,13814,1
2,7,Baladin Hande ,OH,1,0,1,100.00,TUR,DIG,2,25,13814,1
3,10,Aykac Altıntaş Ayca ,L,1,1,2,0.00,TUR,DIG,2,25,13814,1
4,1,Arici Beyza ,MB,0,0,0,,TUR,DIG,2,25,13814,1
5,2,Akoz Simge Sebnem ,L,0,0,0,,TUR,DIG,2,25,13814,1
6,4,Ivegin Tugba ,OH,0,0,0,,TUR,DIG,2,25,13814,1
7,5,Akbay Bahar ,MB,0,0,0,,TUR,DIG,2,25,13814,1
8,9,Diken Meliha ,O,0,0,0,,TUR,DIG,2,25,13814,1
9,12,Şahin Elif ,S,0,0,0,,TUR,DIG,2,25,13814,1
10,13,Boz Meryem ,O,0,0,0,,TUR,DIG,2,25,13814,1
11,14,Erdem Dündar Eda (C),MB,0,0,0,,TUR,DIG,2,25,13814,1
12,18,Gunes Zehra ,MB,0,0,0,,TUR,DIG,2,25,13814,1
13,99,Karakurt Ebrar ,O,0,0,0,,TUR,DIG,2,25,13814,1
0,7,Baladin Hande ,OH,2,1,3,33.33,TUR,DIG,3,25,13814,1
1,10,Aykac Altıntaş Ayca ,L,2,1,4,25.00,TUR,DIG,3,25,13814,1
2,11,Cebecioglu Derya ,OH,2,0,3,66.67,TUR,DIG,3,25,13814,1
3,9,Diken Meliha ,O,1,0,1,100.00,TUR,DIG,3,25,13814,1
4,99,Karakurt Ebrar ,O,1,0,1,100.00,TUR,DIG,3,25,13814,1
5,1,Arici Beyza ,MB,0,0,0,,TUR,DIG,3,25,13814,1
6,2,Akoz Simge Sebnem ,L,0,0,0,,TUR,DIG,3,25,13814,1
7,3,Özbay Cansu ,S,0,0,0,,TUR,DIG,3,25,13814,1
8,4,Ivegin Tugba ,OH,0,0,0,,TUR,DIG,3,25,13814,1
9,5,Akbay Bahar ,MB,0,0,0,,TUR,DIG,3,25,13814,1
10,12,Şahin Elif ,S,0,0,0,,TUR,DIG,3,25,13814,1
11,13,Boz Meryem ,O,0,0,0,,TUR,DIG,3,25,13814,1
12,14,Erdem Dündar Eda (C),MB,0,0,0,,TUR,DIG,3,25,13814,1
13,18,Gunes Zehra ,MB,0,0,0,,TUR,DIG,3,25,13814,1
0,99,Karakurt Ebrar ,O,2,0,2,100.00,TUR,DIG,4,25,13814,1
1,3,Özbay Cansu ,S,1,1,2,0.00,TUR,DIG,4,25,13814,1
2,7,Baladin Hande ,OH,1,0,1,100.00,TUR,DIG,4,25,13814,1
3,10,Aykac Altıntaş Ayca ,L,1,0,1,100.00,TUR,DIG,4,25,13814,1
4,11,Cebecioglu Derya ,OH,1,0,1,100.00,TUR,DIG,4,25,13814,1
5,1,Arici Beyza ,MB,0,0,0,,TUR,DIG,4,25,13814,1
6,2,Akoz Simge Sebnem ,L,0,0,0,,TUR,DIG,4,25,13814,1
7,4,Ivegin Tugba ,OH,0,0,0,,TUR,DIG,4,25,13814,1
8,5,Akbay Bahar ,MB,0,0,0,,TUR,DIG,4,25,13814,1
9,9,Diken Meliha ,O,0,0,0,,TUR,DIG,4,25,13814,1
10,12,Şahin Elif ,S,0,0,0,,TUR,DIG,4,25,13814,1
11,13,Boz Meryem ,O,0,0,0,,TUR,DIG,4,25,13814,1
12,14,Erdem Dündar Eda (C),MB,0,0,0,,TUR,DIG,4,25,13814,1
13,18,Gunes Zehra ,MB,0,0,0,,TUR,DIG,4,25,13814,1
0,4,Han Dahye ,L,11,1,13,76.92,KOR,DIG,0,0,13814,
1,3,Yeum Hye Seon ,S,4,0,5,80.00,KOR,DIG,0,0,13814,
2,19,Kim Heejin ,O,4,3,8,12.50,KOR,DIG,0,0,13814,
3,7,Kang Sohwi ,OH,3,0,3,100.00,KOR,DIG,0,0,13814,
4,12,Lee Dahyeon ,MB,2,0,2,100.00,KOR,DIG,0,0,13814,
5,13,Park Jeongah (C),OH,2,4,6,-33.33,KOR,DIG,0,0,13814,
6,8,Jung Hoyoung ,MB,1,1,2,0.00,KOR,DIG,0,0,13814,
7,10,Go Yerim ,OH,0,0,0,,KOR,DIG,0,0,13814,
8,11,Park Hyemin ,OH,0,0,0,,KOR,DIG,0,0,13814,
9,15,Hwang Minkyoung ,OH,0,0,0,,KOR,DIG,0,0,13814,
10,16,Lee Hanbi ,OH,0,0,0,,KOR,DIG,0,0,13814,
11,18,Choi Jeongmin ,MB,0,0,0,,KOR,DIG,0,0,13814,
0,3,Yeum Hye Seon ,S,3,0,3,100.00,KOR,DIG,1,25,13814,1
1,4,Han Dahye ,L,3,0,3,100.00,KOR,DIG,1,25,13814,1
2,19,Kim Heejin ,O,3,0,3,100.00,KOR,DIG,1,25,13814,1
3,12,Lee Dahyeon ,MB,2,0,2,100.00,KOR,DIG,1,25,13814,1
4,13,Park Jeongah (C),OH,2,1,3,33.33,KOR,DIG,1,25,13814,1
5,7,Kang Sohwi ,OH,1,0,1,100.00,KOR,DIG,1,25,13814,1
6,8,Jung Hoyoung ,MB,0,0,0,,KOR,DIG,1,25,13814,1
7,10,Go Yerim ,OH,0,0,0,,KOR,DIG,1,25,13814,1
8,11,Park Hyemin ,OH,0,0,0,,KOR,DIG,1,25,13814,1
9,15,Hwang Minkyoung ,OH,0,0,0,,KOR,DIG,1,25,13814,1
10,16,Lee Hanbi ,OH,0,0,0,,KOR,DIG,1,25,13814,1
11,18,Choi Jeongmin ,MB,0,0,0,,KOR,DIG,1,25,13814,1
0,4,Han Dahye ,L,1,0,1,100.00,KOR,DIG,2,13,13814,0
1,19,Kim Heejin ,O,1,0,1,100.00,KOR,DIG,2,13,13814,0
2,3,Yeum Hye Seon ,S,0,0,0,,KOR,DIG,2,13,13814,0
3,7,Kang Sohwi ,OH,0,0,0,,KOR,DIG,2,13,13814,0
4,8,Jung Hoyoung ,MB,0,1,1,-100.00,KOR,DIG,2,13,13814,0
5,10,Go Yerim ,OH,0,0,0,,KOR,DIG,2,13,13814,0
6,11,Park Hyemin ,OH,0,0,0,,KOR,DIG,2,13,13814,0
7,12,Lee Dahyeon ,MB,0,0,0,,KOR,DIG,2,13,13814,0
8,13,Park Jeongah (C),OH,0,0,0,,KOR,DIG,2,13,13814,0
9,15,Hwang Minkyoung ,OH,0,0,0,,KOR,DIG,2,13,13814,0
10,16,Lee Hanbi ,OH,0,0,0,,KOR,DIG,2,13,13814,0
11,18,Choi Jeongmin ,MB,0,0,0,,KOR,DIG,2,13,13814,0
0,4,Han Dahye ,L,7,1,9,66.67,KOR,DIG,3,19,13814,0
1,3,Yeum Hye Seon ,S,1,0,2,50.00,KOR,DIG,3,19,13814,0
2,7,Kang Sohwi ,OH,1,0,1,100.00,KOR,DIG,3,19,13814,0
3,8,Jung Hoyoung ,MB,0,0,0,,KOR,DIG,3,19,13814,0
4,10,Go Yerim ,OH,0,0,0,,KOR,DIG,3,19,13814,0
