,Player No,Player Name,Position,Point,Errors,Attempts,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,0,,BRA,ATTACK,3,27,13754,1
13,24,Geraldo Teixeira Lorenne ,O,0,2,3,5,-40.00,BRA,ATTACK,3,27,13754,1
0,4,Da Silva Ana Carolina ,MB,4,0,1,5,80.00,BRA,ATTACK,4,25,13754,1
1,16,Nascimento Kisy ,O,4,1,7,12,25.00,BRA,ATTACK,4,25,13754,1
2,17,Bergmann Julia Isabelle ,OH,4,2,1,7,28.57,BRA,ATTACK,4,25,13754,1
3,5,Zalewski Daroit Priscila ,OH,3,0,1,4,75.00,BRA,ATTACK,4,25,13754,1
4,12,Menezes Oliveira de Souza Ana Cristina ,OH,2,0,2,4,50.00,BRA,ATTACK,4,25,13754,1
5,2,Duarte Alecrim Diana ,MB,1,0,1,2,50.00,BRA,ATTACK,4,25,13754,1
6,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,ATTACK,4,25,13754,1
7,8,Silva Carneiro Macris Fernanda (C),S,0,0,0,0,,BRA,ATTACK,4,25,13754,1
8,9,Ratzke Roberta Silva ,S,0,0,1,1,0.00,BRA,ATTACK,4,25,13754,1
9,11,Barbosa De Souza Karina ,OH,0,0,0,0,,BRA,ATTACK,4,25,13754,1
10,14,Araujo Natália ,L,0,0,0,0,,BRA,ATTACK,4,25,13754,1
11,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,ATTACK,4,25,13754,1
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,0,,BRA,ATTACK,4,25,13754,1
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,ATTACK,4,25,13754,1
0,12,Thompson Jordan ,O,13,1,14,28,42.86,USA,ATTACK,0,0,13755,
1,30,Frantti Alexandra ,OH,13,6,8,27,25.93,USA,ATTACK,0,0,13755,
2,13,Wilhite Sarah ,OH,10,5,11,26,19.23,USA,ATTACK,0,0,13755,
3,6,Dixon Tetori (C),MB,5,1,5,11,36.36,USA,ATTACK,0,0,13755,
4,7,Carlini Lauren ,S,3,1,3,7,28.57,USA,ATTACK,0,0,13755,
5,16,Rettke Dana ,MB,3,2,3,8,12.50,USA,ATTACK,0,0,13755,
6,5,Hentz Morgan ,L,0,0,0,0,,USA,ATTACK,0,0,13755,
7,9,Rishel Madison Kingdon ,OH,0,0,0,0,,USA,ATTACK,0,0,13755,
8,10,Butler Brionne ,MB,0,0,0,0,,USA,ATTACK,0,0,13755,
9,11,Drews Andrea ,O,0,0,0,0,,USA,ATTACK,0,0,13755,
10,18,Bajema Kara ,OH,0,0,0,0,,USA,ATTACK,0,0,13755,
11,19,Gray Jenna ,S,0,0,0,0,,USA,ATTACK,0,0,13755,
12,22,White Kendall ,L,0,0,0,0,,USA,ATTACK,0,0,13755,
13,31,Stevenson Anna ,MB,0,0,0,0,,USA,ATTACK,0,0,13755,
0,12,Thompson Jordan ,O,4,0,6,10,40.00,USA,ATTACK,1,25,13755,1
1,30,Frantti Alexandra ,OH,4,4,3,11,0.00,USA,ATTACK,1,25,13755,1
2,13,Wilhite Sarah ,OH,3,3,3,9,0.00,USA,ATTACK,1,25,13755,1
3,16,Rettke Dana ,MB,3,0,2,5,60.00,USA,ATTACK,1,25,13755,1
4,6,Dixon Tetori (C),MB,2,1,1,4,25.00,USA,ATTACK,1,25,13755,1
5,7,Carlini Lauren ,S,1,0,2,3,33.33,USA,ATTACK,1,25,13755,1
6,5,Hentz Morgan ,L,0,0,0,0,,USA,ATTACK,1,25,13755,1
7,9,Rishel Madison Kingdon ,OH,0,0,0,0,,USA,ATTACK,1,25,13755,1
8,10,Butler Brionne ,MB,0,0,0,0,,USA,ATTACK,1,25,13755,1
9,11,Drews Andrea ,O,0,0,0,0,,USA,ATTACK,1,25,13755,1
10,18,Bajema Kara ,OH,0,0,0,0,,USA,ATTACK,1,25,13755,1
11,19,Gray Jenna ,S,0,0,0,0,,USA,ATTACK,1,25,13755,1
12,22,White Kendall ,L,0,0,0,0,,USA,ATTACK,1,25,13755,1
13,31,Stevenson Anna ,MB,0,0,0,0,,USA,ATTACK,1,25,13755,1
0,13,Wilhite Sarah ,OH,4,1,3,8,37.50,USA,ATTACK,2,25,13755,1
1,30,Frantti Alexandra ,OH,4,1,2,7,42.86,USA,ATTACK,2,25,13755,1
2,12,Thompson Jordan ,O,3,0,2,5,60.00,USA,ATTACK,2,25,13755,1
3,6,Dixon Tetori (C),MB,2,0,2,4,50.00,USA,ATTACK,2,25,13755,1
4,5,Hentz Morgan ,L,0,0,0,0,,USA,ATTACK,2,25,13755,1
5,7,Carlini Lauren ,S,0,0,1,1,0.00,USA,ATTACK,2,25,13755,1
6,9,Rishel Madison Kingdon ,OH,0,0,0,0,,USA,ATTACK,2,25,13755,1
7,10,Butler Brionne ,MB,0,0,0,0,,USA,ATTACK,2,25,13755,1
8,11,Drews Andrea ,O,0,0,0,0,,USA,ATTACK,2,25,13755,1
9,16,Rettke Dana ,MB,0,1,1,2,-50.00,USA,ATTACK,2,25,13755,1
10,18,Bajema Kara ,OH,0,0,0,0,,USA,ATTACK,2,25,13755,1
11,19,Gray Jenna ,S,0,0,0,0,,USA,ATTACK,2,25,13755,1
12,22,White Kendall ,L,0,0,0,0,,USA,ATTACK,2,25,13755,1
13,31,Stevenson Anna ,MB,0,0,0,0,,USA,ATTACK,2,25,13755,1
0,12,Thompson Jordan ,O,6,1,6,13,38.46,USA,ATTACK,3,25,13755,1
1,30,Frantti Alexandra ,OH,5,1,3,9,44.44,USA,ATTACK,3,25,13755,1
2,13,Wilhite Sarah ,OH,3,1,5,9,22.22,USA,ATTACK,3,25,13755,1
3,7,Carlini Lauren ,S,2,1,0,3,33.33,USA,ATTACK,3,25,13755,1
4,6,Dixon Tetori (C),MB,1,0,2,3,33.33,USA,ATTACK,3,25,13755,1
5,5,Hentz Morgan ,L,0,0,0,0,,USA,ATTACK,3,25,13755,1
6,9,Rishel Madison Kingdon ,OH,0,0,0,0,,USA,ATTACK,3,25,13755,1
7,10,Butler Brionne ,MB,0,0,0,0,,USA,ATTACK,3,25,13755,1
8,11,Drews Andrea ,O,0,0,0,0,,USA,ATTACK,3,25,13755,1
9,16,Rettke Dana ,MB,0,1,0,1,-100.00,USA,ATTACK,3,25,13755,1
10,18,Bajema Kara ,OH,0,0,0,0,,USA,ATTACK,3,25,13755,1
11,19,Gray Jenna ,S,0,0,0,0,,USA,ATTACK,3,25,13755,1
12,22,White Kendall ,L,0,0,0,0,,USA,ATTACK,3,25,13755,1
13,31,Stevenson Anna ,MB,0,0,0,0,,USA,ATTACK,3,25,13755,1
0,16,Peña Isabel Yonkaira Paola ,OH,9,6,17,32,9.38,DOM,ATTACK,0,0,13755,
1,23,Gonzalez Lopez Gaila Ceneida ,O,7,5,21,33,6.06,DOM,ATTACK,0,0,13755,
2,4,Peralta Luna Vielka Michelle ,OH,4,0,2,6,66.67,DOM,ATTACK,0,0,13755,
3,24,Gonzalez Geraldine Sthefany ,MB,4,1,2,7,42.86,DOM,ATTACK,0,0,13755,
4,7,Marte Frica Niverka Dharlenis (C),S,3,0,1,4,75.00,DOM,ATTACK,0,0,13755,
5,15,Guillen Paredes Madeline Jazmin ,OH,2,5,4,11,-27.27,DOM,ATTACK,0,0,13755,
6,17,Mambru Casilla Gina Altagracia ,O,2,0,2,4,50.00,DOM,ATTACK,0,0,13755,
7,3,Rabit Esthefany ,L,1,2,0,3,-33.33,DOM,ATTACK,0,0,13755,
8,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,DOM,ATTACK,0,0,13755,
9,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,0,,DOM,ATTACK,0,0,13755,
10,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,ATTACK,0,0,13755,
11,20,Martinez Brayelin Elizabeth ,OH,0,0,0,0,,DOM,ATTACK,0,0,13755,
12,21,Martinez Jineiry ,MB,0,1,3,4,-25.00,DOM,ATTACK,0,0,13755,
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,DOM,ATTACK,0,0,13755,
0,16,Peña Isabel Yonkaira Paola ,OH,5,2,5,12,25.00,DOM,ATTACK,1,21,13755,0
1,15,Guillen Paredes Madeline Jazmin ,OH,2,3,4,9,-11.11,DOM,ATTACK,1,21,13755,0
2,23,Gonzalez Lopez Gaila Ceneida ,O,2,1,8,11,9.09,DOM,ATTACK,1,21,13755,0
3,7,Marte Frica Niverka Dharlenis (C),S,1,0,1,2,50.00,DOM,ATTACK,1,21,13755,0
4,24,Gonzalez Geraldine Sthefany ,MB,1,1,1,3,0.00,DOM,ATTACK,1,21,13755,0
5,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,DOM,ATTACK,1,21,13755,0
6,3,Rabit Esthefany ,L,0,0,0,0,,DOM,ATTACK,1,21,13755,0
7,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,DOM,ATTACK,1,21,13755,0
8,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,0,,DOM,ATTACK,1,21,13755,0
9,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,ATTACK,1,21,13755,0
10,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,DOM,ATTACK,1,21,13755,0
11,20,Martinez Brayelin Elizabeth ,OH,0,0,0,0,,DOM,ATTACK,1,21,13755,0
12,21,Martinez Jineiry ,MB,0,1,1,2,-50.00,DOM,ATTACK,1,21,13755,0
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,DOM,ATTACK,1,21,13755,0
0,23,Gonzalez Lopez Gaila Ceneida ,O,4,2,6,12,16.67,DOM,ATTACK,2,17,13755,0
1,4,Peralta Luna Vielka Michelle ,OH,2,0,2,4,50.00,DOM,ATTACK,2,17,13755,0
2,7,Marte Frica Niverka Dharlenis (C),S,2,0,0,2,100.00,DOM,ATTACK,2,17,13755,0
3,16,Peña Isabel Yonkaira Paola ,OH,1,3,4,8,-25.00,DOM,ATTACK,2,17,13755,0
4,17,Mambru Casilla Gina Altagracia ,O,1,0,1,2,50.00,DOM,ATTACK,2,17,13755,0
5,24,Gonzalez Geraldine Sthefany ,MB,1,0,1,2,50.00,DOM,ATTACK,2,17,13755,0
6,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,DOM,ATTACK,2,17,13755,0
7,3,Rabit Esthefany ,L,0,1,0,1,-100.00,DOM,ATTACK,2,17,13755,0
8,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,0,,DOM,ATTACK,2,17,13755,0
9,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,ATTACK,2,17,13755,0
10,15,Guillen Paredes Madeline Jazmin ,OH,0,2,0,2,-100.00,DOM,ATTACK,2,17,13755,0
11,20,Martinez Brayelin Elizabeth ,OH,0,0,0,0,,DOM,ATTACK,2,17,13755,0
12,21,Martinez Jineiry ,MB,0,0,2,2,0.00,DOM,ATTACK,2,17,13755,0
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,DOM,ATTACK,2,17,13755,0
0,16,Peña Isabel Yonkaira Paola ,OH,3,1,8,12,16.67,DOM,ATTACK,3,18,13755,0
1,4,Peralta Luna Vielka Michelle ,OH,2,0,0,2,100.00,DOM,ATTACK,3,18,13755,0
2,24,Gonzalez Geraldine Sthefany ,MB,2,0,0,2,100.00,DOM,ATTACK,3,18,13755,0
3,3,Rabit Esthefany ,L,1,1,0,2,0.00,DOM,ATTACK,3,18,13755,0
4,17,Mambru Casilla Gina Altagracia ,O,1,0,1,2,50.00,DOM,ATTACK,3,18,13755,0
5,23,Gonzalez Lopez Gaila Ceneida ,O,1,2,7,10,-10.00,DOM,ATTACK,3,18,13755,0
6,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,DOM,ATTACK,3,18,13755,0
7,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,0,,DOM,ATTACK,3,18,13755,0
8,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,DOM,ATTACK,3,18,13755,0
9,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,ATTACK,3,18,13755,0
10,15,Guillen Paredes Madeline Jazmin ,OH,0,0,0,0,,DOM,ATTACK,3,18,13755,0
11,20,Martinez Brayelin Elizabeth ,OH,0,0,0,0,,DOM,ATTACK,3,18,13755,0
12,21,Martinez Jineiry ,MB,0,0,0,0,,DOM,ATTACK,3,18,13755,0
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,DOM,ATTACK,3,18,13755,0
0,99,Karakurt Ebrar ,O,13,2,12,27,40.74,TUR,ATTACK,0,0,13757,
1,7,Baladin Hande ,OH,12,3,9,24,37.50,TUR,ATTACK,0,0,13757,
2,6,Sahin Saliha ,OH,8,3,5,16,31.25,TUR,ATTACK,0,0,13757,
3,14,Erdem Dündar Eda (C),MB,6,3,4,13,23.08,TUR,ATTACK,0,0,13757,
4,18,Gunes Zehra ,MB,6,0,4,10,60.00,TUR,ATTACK,0,0,13757,
5,3,Özbay Cansu ,S,1,0,2,3,33.33,TUR,ATTACK,0,0,13757,
6,1,Arici Beyza ,MB,0,0,0,0,,TUR,ATTACK,0,0,13757,
7,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,ATTACK,0,0,13757,
8,5,Akbay Bahar ,MB,0,0,0,0,,TUR,ATTACK,0,0,13757,
9,9,Diken Meliha ,O,0,0,0,0,,TUR,ATTACK,0,0,13757,
10,10,Aykac Altıntaş Ayca ,L,0,0,1,1,0.00,TUR,ATTACK,0,0,13757,
11,17,Caliskan Sila ,S,0,0,0,0,,TUR,ATTACK,0,0,13757,
12,19,Kapucu Ceren ,O,0,0,0,0,,TUR,ATTACK,0,0,13757,
13,22,Aydin İlkin ,OH,0,0,0,0,,TUR,ATTACK,0,0,13757,
0,7,Baladin Hande ,OH,4,0,1,5,80.00,TUR,ATTACK,1,25,13757,1
1,99,Karakurt Ebrar ,O,3,1,2,6,33.33,TUR,ATTACK,1,25,13757,1
2,6,Sahin Saliha ,OH,2,1,1,4,25.00,TUR,ATTACK,1,25,13757,1
3,14,Erdem Dündar Eda (C),MB,2,1,1,4,25.00,TUR,ATTACK,1,25,13757,1
4,18,Gunes Zehra ,MB,2,0,2,4,50.00,TUR,ATTACK,1,25,13757,1
5,3,Özbay Cansu ,S,1,0,1,2,50.00,TUR,ATTACK,1,25,13757,1
6,1,Arici Beyza ,MB,0,0,0,0,,TUR,ATTACK,1,25,13757,1
7,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,ATTACK,1,25,13757,1
8,5,Akbay Bahar ,MB,0,0,0,0,,TUR,ATTACK,1,25,13757,1
9,9,Diken Meliha ,O,0,0,0,0,,TUR,ATTACK,1,25,13757,1
10,10,Aykac Altıntaş Ayca ,L,0,0,1,1,0.00,TUR,ATTACK,1,25,13757,1
11,17,Caliskan Sila ,S,0,0,0,0,,TUR,ATTACK,1,25,13757,1
12,19,Kapucu Ceren ,O,0,0,0,0,,TUR,ATTACK,1,25,13757,1
13,22,Aydin İlkin ,OH,0,0,0,0,,TUR,ATTACK,1,25,13757,1
0,7,Baladin Hande ,OH,4,0,3,7,57.14,TUR,ATTACK,2,25,13757,1
1,99,Karakurt Ebrar ,O,4,1,5,10,30.00,TUR,ATTACK,2,25,13757,1
2,6,Sahin Saliha ,OH,3,1,3,7,28.57,TUR,ATTACK,2,25,13757,1
3,18,Gunes Zehra ,MB,3,0,0,3,100.00,TUR,ATTACK,2,25,13757,1
4,14,Erdem Dündar Eda (C),MB,2,1,1,4,25.00,TUR,ATTACK,2,25,13757,1
5,1,Arici Beyza ,MB,0,0,0,0,,TUR,ATTACK,2,25,13757,1
