,Player No,Player Name,Position,Point,Errors,Attempts,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
7,3,Özbay Cansu ,S,0,0,1,1,0.00,TUR,ATTACK,3,25,11831,1
8,4,Ivegin Tugba ,OH,0,0,0,0,,TUR,ATTACK,3,25,11831,1
9,6,Akman Kubra ,MB,0,0,0,0,,TUR,ATTACK,3,25,11831,1
10,7,Baladin Hande ,OH,0,0,0,0,,TUR,ATTACK,3,25,11831,1
11,8,Guveli Yasemin ,MB,0,0,0,0,,TUR,ATTACK,3,25,11831,1
12,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,ATTACK,3,25,11831,1
13,11,Aydemir Akyol Naz ,S,0,0,0,0,,TUR,ATTACK,3,25,11831,1
0,99,Karakurt Ebrar ,O,4,4,7,15,0.00,TUR,ATTACK,4,22,11831,0
1,14,Erdem Dündar Eda (C),MB,3,1,1,5,40.00,TUR,ATTACK,4,22,11831,0
2,19,Kalac Asli ,MB,3,0,2,5,60.00,TUR,ATTACK,4,22,11831,0
3,7,Baladin Hande ,OH,2,2,2,6,0.00,TUR,ATTACK,4,22,11831,0
4,9,Diken Meliha ,O,1,1,3,5,0.00,TUR,ATTACK,4,22,11831,0
5,13,Boz Meryem ,O,1,0,2,3,33.33,TUR,ATTACK,4,22,11831,0
6,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,ATTACK,4,22,11831,0
7,3,Özbay Cansu ,S,0,0,1,1,0.00,TUR,ATTACK,4,22,11831,0
8,4,Ivegin Tugba ,OH,0,0,0,0,,TUR,ATTACK,4,22,11831,0
9,5,Ercan Seyma ,OH,0,0,3,3,0.00,TUR,ATTACK,4,22,11831,0
10,6,Akman Kubra ,MB,0,0,0,0,,TUR,ATTACK,4,22,11831,0
11,8,Guveli Yasemin ,MB,0,0,0,0,,TUR,ATTACK,4,22,11831,0
12,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,ATTACK,4,22,11831,0
13,11,Aydemir Akyol Naz ,S,0,0,0,0,,TUR,ATTACK,4,22,11831,0
0,9,Diken Meliha ,O,1,2,2,5,-20.00,TUR,ATTACK,5,16,11831,1
1,13,Boz Meryem ,O,1,2,8,11,-9.09,TUR,ATTACK,5,16,11831,1
2,14,Erdem Dündar Eda (C),MB,1,1,1,3,0.00,TUR,ATTACK,5,16,11831,1
3,19,Kalac Asli ,MB,1,0,0,1,100.00,TUR,ATTACK,5,16,11831,1
4,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,ATTACK,5,16,11831,1
5,3,Özbay Cansu ,S,0,0,0,0,,TUR,ATTACK,5,16,11831,1
6,4,Ivegin Tugba ,OH,0,0,0,0,,TUR,ATTACK,5,16,11831,1
7,5,Ercan Seyma ,OH,0,1,1,2,-50.00,TUR,ATTACK,5,16,11831,1
8,6,Akman Kubra ,MB,0,0,0,0,,TUR,ATTACK,5,16,11831,1
9,7,Baladin Hande ,OH,0,0,0,0,,TUR,ATTACK,5,16,11831,1
10,8,Guveli Yasemin ,MB,0,0,0,0,,TUR,ATTACK,5,16,11831,1
11,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,ATTACK,5,16,11831,1
12,11,Aydemir Akyol Naz ,S,0,0,0,0,,TUR,ATTACK,5,16,11831,1
13,99,Karakurt Ebrar ,O,0,0,2,2,0.00,TUR,ATTACK,5,16,11831,1
0,3,Caric Sara ,O,18,8,26,52,19.23,SRB,ATTACK,0,0,11831,
1,22,Lozo Sara ,O,13,2,21,36,30.56,SRB,ATTACK,0,0,11831,
2,2,Lazovic Katarina (C),OH,10,10,21,41,0.00,SRB,ATTACK,0,0,11831,
3,21,Kocic Jovana ,MB,5,2,3,10,30.00,SRB,ATTACK,0,0,11831,
4,24,Medic Sofija ,MB,5,2,7,14,21.43,SRB,ATTACK,0,0,11831,
5,26,Savic Vanja ,O,3,1,5,9,22.22,SRB,ATTACK,0,0,11831,
6,23,Djordjevic Mila ,S,1,1,0,2,0.00,SRB,ATTACK,0,0,11831,
7,34,Mirosavljevic Jovana ,OH,1,1,1,3,0.00,SRB,ATTACK,0,0,11831,
8,6,Uzelac Aleksandra ,OH,0,0,0,0,,SRB,ATTACK,0,0,11831,
9,7,Jaksic Ana ,S,0,0,1,1,0.00,SRB,ATTACK,0,0,11831,
10,25,Markovic Bozica ,MB,0,0,0,0,,SRB,ATTACK,0,0,11831,
11,28,Delic Jelena ,MB,0,0,0,0,,SRB,ATTACK,0,0,11831,
12,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,ATTACK,0,0,11831,
13,32,Gocanin Bojana ,L,0,0,0,0,,SRB,ATTACK,0,0,11831,
0,2,Lazovic Katarina (C),OH,3,1,2,6,33.33,SRB,ATTACK,1,21,11831,0
1,22,Lozo Sara ,O,3,0,4,7,42.86,SRB,ATTACK,1,21,11831,0
2,3,Caric Sara ,O,1,2,2,5,-20.00,SRB,ATTACK,1,21,11831,0
3,21,Kocic Jovana ,MB,1,1,0,2,0.00,SRB,ATTACK,1,21,11831,0
4,23,Djordjevic Mila ,S,1,1,0,2,0.00,SRB,ATTACK,1,21,11831,0
5,6,Uzelac Aleksandra ,OH,0,0,0,0,,SRB,ATTACK,1,21,11831,0
6,7,Jaksic Ana ,S,0,0,0,0,,SRB,ATTACK,1,21,11831,0
7,24,Medic Sofija ,MB,0,1,1,2,-50.00,SRB,ATTACK,1,21,11831,0
8,25,Markovic Bozica ,MB,0,0,0,0,,SRB,ATTACK,1,21,11831,0
9,26,Savic Vanja ,O,0,1,2,3,-33.33,SRB,ATTACK,1,21,11831,0
10,28,Delic Jelena ,MB,0,0,0,0,,SRB,ATTACK,1,21,11831,0
11,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,ATTACK,1,21,11831,0
12,32,Gocanin Bojana ,L,0,0,0,0,,SRB,ATTACK,1,21,11831,0
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,SRB,ATTACK,1,21,11831,0
0,3,Caric Sara ,O,5,1,6,12,33.33,SRB,ATTACK,2,25,11831,1
1,24,Medic Sofija ,MB,2,0,0,2,100.00,SRB,ATTACK,2,25,11831,1
2,26,Savic Vanja ,O,2,0,0,2,100.00,SRB,ATTACK,2,25,11831,1
3,2,Lazovic Katarina (C),OH,1,2,6,9,-11.11,SRB,ATTACK,2,25,11831,1
4,21,Kocic Jovana ,MB,1,0,0,1,100.00,SRB,ATTACK,2,25,11831,1
5,22,Lozo Sara ,O,1,0,2,3,33.33,SRB,ATTACK,2,25,11831,1
6,34,Mirosavljevic Jovana ,OH,1,1,1,3,0.00,SRB,ATTACK,2,25,11831,1
7,6,Uzelac Aleksandra ,OH,0,0,0,0,,SRB,ATTACK,2,25,11831,1
8,7,Jaksic Ana ,S,0,0,0,0,,SRB,ATTACK,2,25,11831,1
9,23,Djordjevic Mila ,S,0,0,0,0,,SRB,ATTACK,2,25,11831,1
10,25,Markovic Bozica ,MB,0,0,0,0,,SRB,ATTACK,2,25,11831,1
11,28,Delic Jelena ,MB,0,0,0,0,,SRB,ATTACK,2,25,11831,1
12,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,ATTACK,2,25,11831,1
13,32,Gocanin Bojana ,L,0,0,0,0,,SRB,ATTACK,2,25,11831,1
0,3,Caric Sara ,O,5,0,4,9,55.56,SRB,ATTACK,3,23,11831,0
1,2,Lazovic Katarina (C),OH,3,1,4,8,25.00,SRB,ATTACK,3,23,11831,0
2,22,Lozo Sara ,O,1,0,3,4,25.00,SRB,ATTACK,3,23,11831,0
3,24,Medic Sofija ,MB,1,1,1,3,0.00,SRB,ATTACK,3,23,11831,0
4,26,Savic Vanja ,O,1,0,1,2,50.00,SRB,ATTACK,3,23,11831,0
5,6,Uzelac Aleksandra ,OH,0,0,0,0,,SRB,ATTACK,3,23,11831,0
6,7,Jaksic Ana ,S,0,0,0,0,,SRB,ATTACK,3,23,11831,0
7,21,Kocic Jovana ,MB,0,1,1,2,-50.00,SRB,ATTACK,3,23,11831,0
8,23,Djordjevic Mila ,S,0,0,0,0,,SRB,ATTACK,3,23,11831,0
9,25,Markovic Bozica ,MB,0,0,0,0,,SRB,ATTACK,3,23,11831,0
10,28,Delic Jelena ,MB,0,0,0,0,,SRB,ATTACK,3,23,11831,0
11,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,ATTACK,3,23,11831,0
12,32,Gocanin Bojana ,L,0,0,0,0,,SRB,ATTACK,3,23,11831,0
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,SRB,ATTACK,3,23,11831,0
0,3,Caric Sara ,O,6,2,8,16,25.00,SRB,ATTACK,4,25,11831,1
1,22,Lozo Sara ,O,5,0,2,7,71.43,SRB,ATTACK,4,25,11831,1
2,2,Lazovic Katarina (C),OH,2,4,7,13,-15.38,SRB,ATTACK,4,25,11831,1
3,21,Kocic Jovana ,MB,2,0,1,3,66.67,SRB,ATTACK,4,25,11831,1
4,6,Uzelac Aleksandra ,OH,0,0,0,0,,SRB,ATTACK,4,25,11831,1
5,7,Jaksic Ana ,S,0,0,0,0,,SRB,ATTACK,4,25,11831,1
6,23,Djordjevic Mila ,S,0,0,0,0,,SRB,ATTACK,4,25,11831,1
7,24,Medic Sofija ,MB,0,0,4,4,0.00,SRB,ATTACK,4,25,11831,1
8,25,Markovic Bozica ,MB,0,0,0,0,,SRB,ATTACK,4,25,11831,1
9,26,Savic Vanja ,O,0,0,2,2,0.00,SRB,ATTACK,4,25,11831,1
10,28,Delic Jelena ,MB,0,0,0,0,,SRB,ATTACK,4,25,11831,1
11,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,ATTACK,4,25,11831,1
12,32,Gocanin Bojana ,L,0,0,0,0,,SRB,ATTACK,4,25,11831,1
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,SRB,ATTACK,4,25,11831,1
0,22,Lozo Sara ,O,3,2,10,15,6.67,SRB,ATTACK,5,14,11831,0
1,24,Medic Sofija ,MB,2,0,1,3,66.67,SRB,ATTACK,5,14,11831,0
2,2,Lazovic Katarina (C),OH,1,2,2,5,-20.00,SRB,ATTACK,5,14,11831,0
3,3,Caric Sara ,O,1,3,6,10,-20.00,SRB,ATTACK,5,14,11831,0
4,21,Kocic Jovana ,MB,1,0,1,2,50.00,SRB,ATTACK,5,14,11831,0
5,6,Uzelac Aleksandra ,OH,0,0,0,0,,SRB,ATTACK,5,14,11831,0
6,7,Jaksic Ana ,S,0,0,1,1,0.00,SRB,ATTACK,5,14,11831,0
7,23,Djordjevic Mila ,S,0,0,0,0,,SRB,ATTACK,5,14,11831,0
8,25,Markovic Bozica ,MB,0,0,0,0,,SRB,ATTACK,5,14,11831,0
9,26,Savic Vanja ,O,0,0,0,0,,SRB,ATTACK,5,14,11831,0
10,28,Delic Jelena ,MB,0,0,0,0,,SRB,ATTACK,5,14,11831,0
11,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,ATTACK,5,14,11831,0
12,32,Gocanin Bojana ,L,0,0,0,0,,SRB,ATTACK,5,14,11831,0
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,SRB,ATTACK,5,14,11831,0
0,1,Kurogo Ai ,OH,9,0,15,24,37.50,JPN,ATTACK,0,0,11833,
1,3,Shimamura Haruyo ,MB,9,0,8,17,52.94,JPN,ATTACK,0,0,11833,
2,5,Araki Erika (C),MB,9,1,4,14,57.14,JPN,ATTACK,0,0,11833,
3,2,Nishida Sarina ,OH,8,2,7,17,35.29,JPN,ATTACK,0,0,11833,
4,8,Ishikawa Mayu ,OH,8,1,5,14,50.00,JPN,ATTACK,0,0,11833,
5,21,Hayashi Kotona ,OH,1,0,5,6,16.67,JPN,ATTACK,0,0,11833,
6,7,Ishii Yuki ,OH,0,0,0,0,,JPN,ATTACK,0,0,11833,
7,9,Tashiro Kanami ,S,0,0,0,0,,JPN,ATTACK,0,0,11833,
8,13,Okumura Mai ,MB,0,0,0,0,,JPN,ATTACK,0,0,11833,
9,14,Kobata Mako ,L,0,0,0,0,,JPN,ATTACK,0,0,11833,
10,15,Inoue Kotoe ,L,0,0,0,0,,JPN,ATTACK,0,0,11833,
11,19,Yamada Nichika ,MB,0,0,0,0,,JPN,ATTACK,0,0,11833,
12,20,Seki Nanami ,S,0,0,0,0,,JPN,ATTACK,0,0,11833,
13,24,Momii Aki ,S,0,0,0,0,,JPN,ATTACK,0,0,11833,
0,3,Shimamura Haruyo ,MB,4,0,1,5,80.00,JPN,ATTACK,1,25,11833,1
1,8,Ishikawa Mayu ,OH,4,0,0,4,100.00,JPN,ATTACK,1,25,11833,1
2,2,Nishida Sarina ,OH,3,1,4,8,25.00,JPN,ATTACK,1,25,11833,1
3,1,Kurogo Ai ,OH,2,0,6,8,25.00,JPN,ATTACK,1,25,11833,1
4,5,Araki Erika (C),MB,1,0,1,2,50.00,JPN,ATTACK,1,25,11833,1
5,7,Ishii Yuki ,OH,0,0,0,0,,JPN,ATTACK,1,25,11833,1
6,9,Tashiro Kanami ,S,0,0,0,0,,JPN,ATTACK,1,25,11833,1
7,13,Okumura Mai ,MB,0,0,0,0,,JPN,ATTACK,1,25,11833,1
8,14,Kobata Mako ,L,0,0,0,0,,JPN,ATTACK,1,25,11833,1
9,15,Inoue Kotoe ,L,0,0,0,0,,JPN,ATTACK,1,25,11833,1
10,19,Yamada Nichika ,MB,0,0,0,0,,JPN,ATTACK,1,25,11833,1
11,20,Seki Nanami ,S,0,0,0,0,,JPN,ATTACK,1,25,11833,1
12,21,Hayashi Kotona ,OH,0,0,2,2,0.00,JPN,ATTACK,1,25,11833,1
13,24,Momii Aki ,S,0,0,0,0,,JPN,ATTACK,1,25,11833,1
0,1,Kurogo Ai ,OH,5,0,5,10,50.00,JPN,ATTACK,2,25,11833,1
1,5,Araki Erika (C),MB,5,0,3,8,62.50,JPN,ATTACK,2,25,11833,1
2,2,Nishida Sarina ,OH,2,0,3,5,40.00,JPN,ATTACK,2,25,11833,1
3,3,Shimamura Haruyo ,MB,2,0,2,4,50.00,JPN,ATTACK,2,25,11833,1
4,7,Ishii Yuki ,OH,0,0,0,0,,JPN,ATTACK,2,25,11833,1
5,8,Ishikawa Mayu ,OH,0,0,3,3,0.00,JPN,ATTACK,2,25,11833,1
6,9,Tashiro Kanami ,S,0,0,0,0,,JPN,ATTACK,2,25,11833,1
7,13,Okumura Mai ,MB,0,0,0,0,,JPN,ATTACK,2,25,11833,1
8,14,Kobata Mako ,L,0,0,0,0,,JPN,ATTACK,2,25,11833,1
9,15,Inoue Kotoe ,L,0,0,0,0,,JPN,ATTACK,2,25,11833,1
10,19,Yamada Nichika ,MB,0,0,0,0,,JPN,ATTACK,2,25,11833,1
11,20,Seki Nanami ,S,0,0,0,0,,JPN,ATTACK,2,25,11833,1
12,21,Hayashi Kotona ,OH,0,0,0,0,,JPN,ATTACK,2,25,11833,1
13,24,Momii Aki ,S,0,0,0,0,,JPN,ATTACK,2,25,11833,1
0,8,Ishikawa Mayu ,OH,4,1,2,7,42.86,JPN,ATTACK,3,25,11833,1
1,2,Nishida Sarina ,OH,3,1,0,4,50.00,JPN,ATTACK,3,25,11833,1
2,3,Shimamura Haruyo ,MB,3,0,5,8,37.50,JPN,ATTACK,3,25,11833,1
3,5,Araki Erika (C),MB,3,1,0,4,50.00,JPN,ATTACK,3,25,11833,1
4,1,Kurogo Ai ,OH,2,0,4,6,33.33,JPN,ATTACK,3,25,11833,1
5,21,Hayashi Kotona ,OH,1,0,3,4,25.00,JPN,ATTACK,3,25,11833,1
6,7,Ishii Yuki ,OH,0,0,0,0,,JPN,ATTACK,3,25,11833,1
7,9,Tashiro Kanami ,S,0,0,0,0,,JPN,ATTACK,3,25,11833,1
8,13,Okumura Mai ,MB,0,0,0,0,,JPN,ATTACK,3,25,11833,1
9,14,Kobata Mako ,L,0,0,0,0,,JPN,ATTACK,3,25,11833,1
10,15,Inoue Kotoe ,L,0,0,0,0,,JPN,ATTACK,3,25,11833,1
11,19,Yamada Nichika ,MB,0,0,0,0,,JPN,ATTACK,3,25,11833,1
12,20,Seki Nanami ,S,0,0,0,0,,JPN,ATTACK,3,25,11833,1
13,24,Momii Aki ,S,0,0,0,0,,JPN,ATTACK,3,25,11833,1
0,5,Thinkaow Pleumjit ,MB,9,1,8,18,44.44,THA,ATTACK,0,0,11833,
1,6,Sittirak Onuma ,OH,7,6,16,29,3.45,THA,ATTACK,0,0,11833,
2,15,Kanthong Malika ,O,7,2,8,17,29.41,THA,ATTACK,0,0,11833,
3,9,Chuewulim Sutadta ,OH,5,4,7,16,6.25,THA,ATTACK,0,0,11833,
4,19,Krause Karina ,MB,5,1,4,10,40.00,THA,ATTACK,0,0,11833,
5,10,Apinyapong Wilavan (C),L,1,0,2,3,33.33,THA,ATTACK,0,0,11833,
6,2,Pannoy Piyanut ,L,0,0,0,0,,THA,ATTACK,0,0,11833,
7,3,ManaKij Sirima ,S,0,0,0,0,,THA,ATTACK,0,0,11833,
8,8,Sang-Ob Tirawan ,MB,0,0,0,0,,THA,ATTACK,0,0,11833,
9,11,Hyapha Amporn ,MB,0,0,0,0,,THA,ATTACK,0,0,11833,
10,12,Chaisri Tapaphaipun ,L,0,0,0,0,,THA,ATTACK,0,0,11833,
11,13,Tomkom Nootsara ,S,0,1,2,3,-33.33,THA,ATTACK,0,0,11833,
12,14,Juangjan Pattiya ,OH,0,1,0,1,-100.00,THA,ATTACK,0,0,11833,
13,24,Nuanjam Watchareeya ,MB,0,0,0,0,,THA,ATTACK,0,0,11833,
0,6,Sittirak Onuma ,OH,2,3,3,8,-12.50,THA,ATTACK,1,15,11833,0
1,9,Chuewulim Sutadta ,OH,2,1,1,4,25.00,THA,ATTACK,1,15,11833,0
2,15,Kanthong Malika ,O,2,1,4,7,14.29,THA,ATTACK,1,15,11833,0
3,5,Thinkaow Pleumjit ,MB,1,1,2,4,0.00,THA,ATTACK,1,15,11833,0
4,10,Apinyapong Wilavan (C),L,1,0,2,3,33.33,THA,ATTACK,1,15,11833,0
5,19,Krause Karina ,MB,1,0,2,3,33.33,THA,ATTACK,1,15,11833,0
6,2,Pannoy Piyanut ,L,0,0,0,0,,THA,ATTACK,1,15,11833,0
7,3,ManaKij Sirima ,S,0,0,0,0,,THA,ATTACK,1,15,11833,0
8,8,Sang-Ob Tirawan ,MB,0,0,0,0,,THA,ATTACK,1,15,11833,0
9,11,Hyapha Amporn ,MB,0,0,0,0,,THA,ATTACK,1,15,11833,0
10,12,Chaisri Tapaphaipun ,L,0,0,0,0,,THA,ATTACK,1,15,11833,0
11,13,Tomkom Nootsara ,S,0,1,0,1,-100.00,THA,ATTACK,1,15,11833,0
12,14,Juangjan Pattiya ,OH,0,0,0,0,,THA,ATTACK,1,15,11833,0
13,24,Nuanjam Watchareeya ,MB,0,0,0,0,,THA,ATTACK,1,15,11833,0
0,5,Thinkaow Pleumjit ,MB,5,0,1,6,83.33,THA,ATTACK,2,17,11833,0
1,6,Sittirak Onuma ,OH,3,0,5,8,37.50,THA,ATTACK,2,17,11833,0
2,15,Kanthong Malika ,O,3,1,3,7,28.57,THA,ATTACK,2,17,11833,0
3,9,Chuewulim Sutadta ,OH,1,1,1,3,0.00,THA,ATTACK,2,17,11833,0
4,19,Krause Karina ,MB,1,1,0,2,0.00,THA,ATTACK,2,17,11833,0
5,2,Pannoy Piyanut ,L,0,0,0,0,,THA,ATTACK,2,17,11833,0
6,3,ManaKij Sirima ,S,0,0,0,0,,THA,ATTACK,2,17,11833,0
7,8,Sang-Ob Tirawan ,MB,0,0,0,0,,THA,ATTACK,2,17,11833,0
8,10,Apinyapong Wilavan (C),L,0,0,0,0,,THA,ATTACK,2,17,11833,0
9,11,Hyapha Amporn ,MB,0,0,0,0,,THA,ATTACK,2,17,11833,0
10,12,Chaisri Tapaphaipun ,L,0,0,0,0,,THA,ATTACK,2,17,11833,0
11,13,Tomkom Nootsara ,S,0,0,1,1,0.00,THA,ATTACK,2,17,11833,0
12,14,Juangjan Pattiya ,OH,0,1,0,1,-100.00,THA,ATTACK,2,17,11833,0
13,24,Nuanjam Watchareeya ,MB,0,0,0,0,,THA,ATTACK,2,17,11833,0
0,5,Thinkaow Pleumjit ,MB,3,0,5,8,37.50,THA,ATTACK,3,16,11833,0
1,19,Krause Karina ,MB,3,0,2,5,60.00,THA,ATTACK,3,16,11833,0
2,6,Sittirak Onuma ,OH,2,3,8,13,-7.69,THA,ATTACK,3,16,11833,0
3,9,Chuewulim Sutadta ,OH,2,2,5,9,0.00,THA,ATTACK,3,16,11833,0
4,15,Kanthong Malika ,O,2,0,1,3,66.67,THA,ATTACK,3,16,11833,0
5,2,Pannoy Piyanut ,L,0,0,0,0,,THA,ATTACK,3,16,11833,0
6,3,ManaKij Sirima ,S,0,0,0,0,,THA,ATTACK,3,16,11833,0
7,8,Sang-Ob Tirawan ,MB,0,0,0,0,,THA,ATTACK,3,16,11833,0
8,10,Apinyapong Wilavan (C),L,0,0,0,0,,THA,ATTACK,3,16,11833,0
9,11,Hyapha Amporn ,MB,0,0,0,0,,THA,ATTACK,3,16,11833,0
10,12,Chaisri Tapaphaipun ,L,0,0,0,0,,THA,ATTACK,3,16,11833,0
11,13,Tomkom Nootsara ,S,0,0,1,1,0.00,THA,ATTACK,3,16,11833,0
12,14,Juangjan Pattiya ,OH,0,0,0,0,,THA,ATTACK,3,16,11833,0
13,24,Nuanjam Watchareeya ,MB,0,0,0,0,,THA,ATTACK,3,16,11833,0
0,9,Zhang Changning (C),OH,16,8,19,43,18.60,CHN,ATTACK,0,0,11834,
1,19,Liu Yanhan ,OH,14,0,24,38,36.84,CHN,ATTACK,0,0,11834,
2,8,Li Yao ,OH,10,1,10,21,42.86,CHN,ATTACK,0,0,11834,
3,4,Yang Hanyu ,MB,5,2,10,17,17.65,CHN,ATTACK,0,0,11834,
4,14,Zheng Yixin ,O,5,1,3,9,44.44,CHN,ATTACK,0,0,11834,
5,7,Wang Yuanyuan ,MB,2,0,5,7,28.57,CHN,ATTACK,0,0,11834,
6,3,Diao Linyu ,S,1,0,0,1,100.00,CHN,ATTACK,0,0,11834,
7,5,Gao Yi ,MB,0,0,0,0,,CHN,ATTACK,0,0,11834,
8,10,Liu Xiaotong ,OH,0,1,1,2,-50.00,CHN,ATTACK,0,0,11834,
9,11,Yao Di ,S,0,0,3,3,0.00,CHN,ATTACK,0,0,11834,
10,15,Lin Li ,L,0,0,0,0,,CHN,ATTACK,0,0,11834,
11,18,Wang Mengjie ,L,0,0,0,0,,CHN,ATTACK,0,0,11834,
12,22,Duan Fang ,OH,0,0,0,0,,CHN,ATTACK,0,0,11834,
0,9,Zhang Changning (C),OH,5,4,9,18,5.56,CHN,ATTACK,1,23,11834,0
1,19,Liu Yanhan ,OH,5,0,8,13,38.46,CHN,ATTACK,1,23,11834,0
2,4,Yang Hanyu ,MB,2,1,2,5,20.00,CHN,ATTACK,1,23,11834,0
3,8,Li Yao ,OH,2,0,0,2,100.00,CHN,ATTACK,1,23,11834,0
