,Player No,Player Name,Position,Digs,Errors,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
5,5,Korneluk Agnieszka (C),MB,0,0,0,,POL,DIG,1,22,11883,0
6,9,Stysiak Magdalena ,O,0,1,2,-50.00,POL,DIG,1,22,11883,0
7,10,Efimienko-Mlotkowska Zuzanna ,MB,0,0,0,,POL,DIG,1,22,11883,0
8,13,Jagla Monika ,L,0,6,6,-100.00,POL,DIG,1,22,11883,0
9,19,Fedusio Monika ,OH,0,0,0,,POL,DIG,1,22,11883,0
10,20,Czyrnianska Martyna ,OH,0,0,0,,POL,DIG,1,22,11883,0
11,27,Łazowska Martyna ,S,0,0,0,,POL,DIG,1,22,11883,0
12,78,Gryka Aleksandra ,MB,0,0,0,,POL,DIG,1,22,11883,0
13,88,Gorecka Zuzanna ,OH,0,0,0,,POL,DIG,1,22,11883,0
0,11,Lukasik Martyna ,OH,5,1,7,57.14,POL,DIG,2,21,11883,0
1,9,Stysiak Magdalena ,O,2,0,2,100.00,POL,DIG,2,21,11883,0
2,17,Smarzek Malwina ,O,2,0,2,100.00,POL,DIG,2,21,11883,0
3,3,Alagierska-Szczepaniak Klaudia ,MB,1,0,1,100.00,POL,DIG,2,21,11883,0
4,13,Jagla Monika ,L,1,3,4,-50.00,POL,DIG,2,21,11883,0
5,27,Łazowska Martyna ,S,1,1,2,0.00,POL,DIG,2,21,11883,0
6,1,Nowicka Julia ,S,0,1,1,-100.00,POL,DIG,2,21,11883,0
7,5,Korneluk Agnieszka (C),MB,0,0,0,,POL,DIG,2,21,11883,0
8,8,Stenzel Maria ,L,0,0,0,,POL,DIG,2,21,11883,0
9,10,Efimienko-Mlotkowska Zuzanna ,MB,0,1,1,-100.00,POL,DIG,2,21,11883,0
10,19,Fedusio Monika ,OH,0,0,0,,POL,DIG,2,21,11883,0
11,20,Czyrnianska Martyna ,OH,0,0,0,,POL,DIG,2,21,11883,0
12,78,Gryka Aleksandra ,MB,0,0,0,,POL,DIG,2,21,11883,0
13,88,Gorecka Zuzanna ,OH,0,0,0,,POL,DIG,2,21,11883,0
0,1,Nowicka Julia ,S,2,0,2,100.00,POL,DIG,3,25,11883,1
1,11,Lukasik Martyna ,OH,2,0,2,100.00,POL,DIG,3,25,11883,1
2,13,Jagla Monika ,L,2,2,4,0.00,POL,DIG,3,25,11883,1
3,9,Stysiak Magdalena ,O,1,0,1,100.00,POL,DIG,3,25,11883,1
4,17,Smarzek Malwina ,O,1,1,2,0.00,POL,DIG,3,25,11883,1
5,88,Gorecka Zuzanna ,OH,1,3,4,-50.00,POL,DIG,3,25,11883,1
6,3,Alagierska-Szczepaniak Klaudia ,MB,0,1,1,-100.00,POL,DIG,3,25,11883,1
7,5,Korneluk Agnieszka (C),MB,0,0,0,,POL,DIG,3,25,11883,1
8,8,Stenzel Maria ,L,0,1,1,-100.00,POL,DIG,3,25,11883,1
9,10,Efimienko-Mlotkowska Zuzanna ,MB,0,0,0,,POL,DIG,3,25,11883,1
10,19,Fedusio Monika ,OH,0,0,0,,POL,DIG,3,25,11883,1
11,20,Czyrnianska Martyna ,OH,0,0,0,,POL,DIG,3,25,11883,1
12,27,Łazowska Martyna ,S,0,0,0,,POL,DIG,3,25,11883,1
13,78,Gryka Aleksandra ,MB,0,0,0,,POL,DIG,3,25,11883,1
0,13,Jagla Monika ,L,5,1,6,66.67,POL,DIG,4,25,11883,1
1,11,Lukasik Martyna ,OH,2,0,2,100.00,POL,DIG,4,25,11883,1
2,17,Smarzek Malwina ,O,2,1,3,33.33,POL,DIG,4,25,11883,1
3,1,Nowicka Julia ,S,1,1,2,0.00,POL,DIG,4,25,11883,1
4,8,Stenzel Maria ,L,1,0,1,100.00,POL,DIG,4,25,11883,1
5,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,0,,POL,DIG,4,25,11883,1
6,5,Korneluk Agnieszka (C),MB,0,0,0,,POL,DIG,4,25,11883,1
7,9,Stysiak Magdalena ,O,0,0,0,,POL,DIG,4,25,11883,1
8,10,Efimienko-Mlotkowska Zuzanna ,MB,0,0,0,,POL,DIG,4,25,11883,1
9,19,Fedusio Monika ,OH,0,0,0,,POL,DIG,4,25,11883,1
10,20,Czyrnianska Martyna ,OH,0,0,0,,POL,DIG,4,25,11883,1
11,27,Łazowska Martyna ,S,0,0,0,,POL,DIG,4,25,11883,1
12,78,Gryka Aleksandra ,MB,0,0,0,,POL,DIG,4,25,11883,1
13,88,Gorecka Zuzanna ,OH,0,0,0,,POL,DIG,4,25,11883,1
0,88,Gorecka Zuzanna ,OH,2,0,2,100.00,POL,DIG,5,15,11883,0
1,1,Nowicka Julia ,S,1,0,1,100.00,POL,DIG,5,15,11883,0
2,8,Stenzel Maria ,L,1,1,2,0.00,POL,DIG,5,15,11883,0
3,10,Efimienko-Mlotkowska Zuzanna ,MB,1,0,1,100.00,POL,DIG,5,15,11883,0
4,13,Jagla Monika ,L,1,1,2,0.00,POL,DIG,5,15,11883,0
5,17,Smarzek Malwina ,O,1,1,3,0.00,POL,DIG,5,15,11883,0
6,3,Alagierska-Szczepaniak Klaudia ,MB,0,1,1,-100.00,POL,DIG,5,15,11883,0
7,5,Korneluk Agnieszka (C),MB,0,0,0,,POL,DIG,5,15,11883,0
8,9,Stysiak Magdalena ,O,0,0,0,,POL,DIG,5,15,11883,0
9,11,Lukasik Martyna ,OH,0,0,0,,POL,DIG,5,15,11883,0
10,19,Fedusio Monika ,OH,0,0,0,,POL,DIG,5,15,11883,0
11,20,Czyrnianska Martyna ,OH,0,0,0,,POL,DIG,5,15,11883,0
12,27,Łazowska Martyna ,S,0,0,0,,POL,DIG,5,15,11883,0
13,78,Gryka Aleksandra ,MB,0,0,0,,POL,DIG,5,15,11883,0
0,31,Fersino Eleonora ,L,19,1,23,78.26,ITA,DIG,0,0,11884,
1,12,Guerra Anastasia ,OH,12,1,15,73.33,ITA,DIG,0,0,11884,
2,2,Bosio Francesca (C),S,9,3,13,46.15,ITA,DIG,0,0,11884,
3,29,D'Odorico Sofia ,OH,8,0,11,72.73,ITA,DIG,0,0,11884,
4,15,Nwakalor Sylvia Chinelo ,O,7,2,10,50.00,ITA,DIG,0,0,11884,
5,19,Mingardi Camilla ,OH,5,0,5,100.00,ITA,DIG,0,0,11884,
6,4,Bonifacio Sara ,MB,4,1,5,60.00,ITA,DIG,0,0,11884,
7,24,Mazzaro Alessia ,MB,3,0,5,60.00,ITA,DIG,0,0,11884,
8,21,Lubian Marina ,MB,0,0,0,,ITA,DIG,0,0,11884,
9,23,De Bortoli Chiara ,L,0,2,2,-100.00,ITA,DIG,0,0,11884,
10,26,Battistoni Ilaria ,S,0,0,1,0.00,ITA,DIG,0,0,11884,
11,27,Furlan Eleonora ,MB,0,0,0,,ITA,DIG,0,0,11884,
12,28,Melli Giulia ,OH,0,0,0,,ITA,DIG,0,0,11884,
13,32,Omoruyi Oghosasere Loveth ,OH,0,0,0,,ITA,DIG,0,0,11884,
0,31,Fersino Eleonora ,L,7,0,7,100.00,ITA,DIG,1,27,11884,1
1,12,Guerra Anastasia ,OH,3,0,3,100.00,ITA,DIG,1,27,11884,1
2,2,Bosio Francesca (C),S,2,2,4,0.00,ITA,DIG,1,27,11884,1
3,29,D'Odorico Sofia ,OH,2,0,2,100.00,ITA,DIG,1,27,11884,1
4,15,Nwakalor Sylvia Chinelo ,O,1,0,2,50.00,ITA,DIG,1,27,11884,1
5,24,Mazzaro Alessia ,MB,1,0,2,50.00,ITA,DIG,1,27,11884,1
6,4,Bonifacio Sara ,MB,0,0,0,,ITA,DIG,1,27,11884,1
7,19,Mingardi Camilla ,OH,0,0,0,,ITA,DIG,1,27,11884,1
8,21,Lubian Marina ,MB,0,0,0,,ITA,DIG,1,27,11884,1
9,23,De Bortoli Chiara ,L,0,0,0,,ITA,DIG,1,27,11884,1
10,26,Battistoni Ilaria ,S,0,0,1,0.00,ITA,DIG,1,27,11884,1
11,27,Furlan Eleonora ,MB,0,0,0,,ITA,DIG,1,27,11884,1
12,28,Melli Giulia ,OH,0,0,0,,ITA,DIG,1,27,11884,1
13,32,Omoruyi Oghosasere Loveth ,OH,0,0,0,,ITA,DIG,1,27,11884,1
0,15,Nwakalor Sylvia Chinelo ,O,4,2,6,33.33,ITA,DIG,2,23,11884,0
1,2,Bosio Francesca (C),S,3,1,4,50.00,ITA,DIG,2,23,11884,0
2,4,Bonifacio Sara ,MB,2,1,3,33.33,ITA,DIG,2,23,11884,0
3,12,Guerra Anastasia ,OH,2,1,3,33.33,ITA,DIG,2,23,11884,0
4,31,Fersino Eleonora ,L,2,0,3,66.67,ITA,DIG,2,23,11884,0
5,29,D'Odorico Sofia ,OH,1,0,2,50.00,ITA,DIG,2,23,11884,0
6,19,Mingardi Camilla ,OH,0,0,0,,ITA,DIG,2,23,11884,0
7,21,Lubian Marina ,MB,0,0,0,,ITA,DIG,2,23,11884,0
8,23,De Bortoli Chiara ,L,0,0,0,,ITA,DIG,2,23,11884,0
9,24,Mazzaro Alessia ,MB,0,0,0,,ITA,DIG,2,23,11884,0
10,26,Battistoni Ilaria ,S,0,0,0,,ITA,DIG,2,23,11884,0
11,27,Furlan Eleonora ,MB,0,0,0,,ITA,DIG,2,23,11884,0
12,28,Melli Giulia ,OH,0,0,0,,ITA,DIG,2,23,11884,0
13,32,Omoruyi Oghosasere Loveth ,OH,0,0,0,,ITA,DIG,2,23,11884,0
0,19,Mingardi Camilla ,OH,4,0,4,100.00,ITA,DIG,3,25,11884,1
1,31,Fersino Eleonora ,L,3,1,5,40.00,ITA,DIG,3,25,11884,1
2,2,Bosio Francesca (C),S,2,0,3,66.67,ITA,DIG,3,25,11884,1
3,12,Guerra Anastasia ,OH,2,0,4,50.00,ITA,DIG,3,25,11884,1
4,15,Nwakalor Sylvia Chinelo ,O,2,0,2,100.00,ITA,DIG,3,25,11884,1
5,29,D'Odorico Sofia ,OH,2,0,4,50.00,ITA,DIG,3,25,11884,1
6,4,Bonifacio Sara ,MB,1,0,1,100.00,ITA,DIG,3,25,11884,1
7,24,Mazzaro Alessia ,MB,1,0,1,100.00,ITA,DIG,3,25,11884,1
8,21,Lubian Marina ,MB,0,0,0,,ITA,DIG,3,25,11884,1
9,23,De Bortoli Chiara ,L,0,1,1,-100.00,ITA,DIG,3,25,11884,1
10,26,Battistoni Ilaria ,S,0,0,0,,ITA,DIG,3,25,11884,1
11,27,Furlan Eleonora ,MB,0,0,0,,ITA,DIG,3,25,11884,1
12,28,Melli Giulia ,OH,0,0,0,,ITA,DIG,3,25,11884,1
13,32,Omoruyi Oghosasere Loveth ,OH,0,0,0,,ITA,DIG,3,25,11884,1
0,31,Fersino Eleonora ,L,7,0,8,87.50,ITA,DIG,4,25,11884,1
1,12,Guerra Anastasia ,OH,5,0,5,100.00,ITA,DIG,4,25,11884,1
2,29,D'Odorico Sofia ,OH,3,0,3,100.00,ITA,DIG,4,25,11884,1
3,2,Bosio Francesca (C),S,2,0,2,100.00,ITA,DIG,4,25,11884,1
4,4,Bonifacio Sara ,MB,1,0,1,100.00,ITA,DIG,4,25,11884,1
5,19,Mingardi Camilla ,OH,1,0,1,100.00,ITA,DIG,4,25,11884,1
6,24,Mazzaro Alessia ,MB,1,0,2,50.00,ITA,DIG,4,25,11884,1
7,15,Nwakalor Sylvia Chinelo ,O,0,0,0,,ITA,DIG,4,25,11884,1
8,21,Lubian Marina ,MB,0,0,0,,ITA,DIG,4,25,11884,1
9,23,De Bortoli Chiara ,L,0,1,1,-100.00,ITA,DIG,4,25,11884,1
10,26,Battistoni Ilaria ,S,0,0,0,,ITA,DIG,4,25,11884,1
11,27,Furlan Eleonora ,MB,0,0,0,,ITA,DIG,4,25,11884,1
12,28,Melli Giulia ,OH,0,0,0,,ITA,DIG,4,25,11884,1
13,32,Omoruyi Oghosasere Loveth ,OH,0,0,0,,ITA,DIG,4,25,11884,1
0,10,Kim Yeon Koung (C),OH,16,3,21,61.90,KOR,DIG,0,0,11884,
1,9,Oh Jiyoung ,L,11,3,15,53.33,KOR,DIG,0,0,11884,
2,1,Lee Soyoung ,OH,10,2,17,47.06,KOR,DIG,0,0,11884,
3,5,Han Dahye ,L,6,1,7,71.43,KOR,DIG,0,0,11884,
4,3,Yeum Hye Seon ,S,4,2,6,33.33,KOR,DIG,0,0,11884,
5,6,Kim Dain ,S,3,0,3,100.00,KOR,DIG,0,0,11884,
6,8,Park Eunjin ,MB,2,0,2,100.00,KOR,DIG,0,0,11884,
7,13,Park Jeongah ,OH,2,1,3,33.33,KOR,DIG,0,0,11884,
8,14,Yang Hyo Jin ,MB,2,0,3,66.67,KOR,DIG,0,0,11884,
9,19,Pyo Seungju ,OH,2,0,3,66.67,KOR,DIG,0,0,11884,
10,12,Han Songyi ,MB,1,0,2,50.00,KOR,DIG,0,0,11884,
11,15,Yuk Seoyoung ,O,1,1,2,0.00,KOR,DIG,0,0,11884,
12,16,Jeong Jiyun ,OH,1,0,1,100.00,KOR,DIG,0,0,11884,
13,2,Lee Dahyeon ,MB,0,0,0,,KOR,DIG,0,0,11884,
0,10,Kim Yeon Koung (C),OH,7,1,9,66.67,KOR,DIG,1,25,11884,0
1,9,Oh Jiyoung ,L,5,1,6,66.67,KOR,DIG,1,25,11884,0
2,3,Yeum Hye Seon ,S,2,1,3,33.33,KOR,DIG,1,25,11884,0
3,14,Yang Hyo Jin ,MB,2,0,3,66.67,KOR,DIG,1,25,11884,0
4,1,Lee Soyoung ,OH,1,1,4,0.00,KOR,DIG,1,25,11884,0
5,2,Lee Dahyeon ,MB,0,0,0,,KOR,DIG,1,25,11884,0
6,5,Han Dahye ,L,0,0,0,,KOR,DIG,1,25,11884,0
7,6,Kim Dain ,S,0,0,0,,KOR,DIG,1,25,11884,0
8,8,Park Eunjin ,MB,0,0,0,,KOR,DIG,1,25,11884,0
9,12,Han Songyi ,MB,0,0,0,,KOR,DIG,1,25,11884,0
10,13,Park Jeongah ,OH,0,0,0,,KOR,DIG,1,25,11884,0
11,15,Yuk Seoyoung ,O,0,0,0,,KOR,DIG,1,25,11884,0
12,16,Jeong Jiyun ,OH,0,0,0,,KOR,DIG,1,25,11884,0
13,19,Pyo Seungju ,OH,0,0,0,,KOR,DIG,1,25,11884,0
0,10,Kim Yeon Koung (C),OH,4,0,4,100.00,KOR,DIG,2,25,11884,1
1,6,Kim Dain ,S,2,0,2,100.00,KOR,DIG,2,25,11884,1
2,1,Lee Soyoung ,OH,1,0,3,33.33,KOR,DIG,2,25,11884,1
3,13,Park Jeongah ,OH,1,0,1,100.00,KOR,DIG,2,25,11884,1
4,2,Lee Dahyeon ,MB,0,0,0,,KOR,DIG,2,25,11884,1
5,3,Yeum Hye Seon ,S,0,0,0,,KOR,DIG,2,25,11884,1
6,5,Han Dahye ,L,0,0,0,,KOR,DIG,2,25,11884,1
7,8,Park Eunjin ,MB,0,0,0,,KOR,DIG,2,25,11884,1
8,9,Oh Jiyoung ,L,0,1,2,-50.00,KOR,DIG,2,25,11884,1
9,12,Han Songyi ,MB,0,0,0,,KOR,DIG,2,25,11884,1
10,14,Yang Hyo Jin ,MB,0,0,0,,KOR,DIG,2,25,11884,1
11,15,Yuk Seoyoung ,O,0,0,0,,KOR,DIG,2,25,11884,1
12,16,Jeong Jiyun ,OH,0,0,0,,KOR,DIG,2,25,11884,1
13,19,Pyo Seungju ,OH,0,0,1,0.00,KOR,DIG,2,25,11884,1
0,9,Oh Jiyoung ,L,6,1,7,71.43,KOR,DIG,3,22,11884,0
1,1,Lee Soyoung ,OH,4,1,6,50.00,KOR,DIG,3,22,11884,0
2,19,Pyo Seungju ,OH,2,0,2,100.00,KOR,DIG,3,22,11884,0
3,3,Yeum Hye Seon ,S,1,0,1,100.00,KOR,DIG,3,22,11884,0
4,5,Han Dahye ,L,1,1,2,0.00,KOR,DIG,3,22,11884,0
5,8,Park Eunjin ,MB,1,0,1,100.00,KOR,DIG,3,22,11884,0
6,2,Lee Dahyeon ,MB,0,0,0,,KOR,DIG,3,22,11884,0
7,6,Kim Dain ,S,0,0,0,,KOR,DIG,3,22,11884,0
8,10,Kim Yeon Koung (C),OH,0,1,1,-100.00,KOR,DIG,3,22,11884,0
9,12,Han Songyi ,MB,0,0,0,,KOR,DIG,3,22,11884,0
10,13,Park Jeongah ,OH,0,0,0,,KOR,DIG,3,22,11884,0
11,14,Yang Hyo Jin ,MB,0,0,0,,KOR,DIG,3,22,11884,0
12,15,Yuk Seoyoung ,O,0,0,0,,KOR,DIG,3,22,11884,0
13,16,Jeong Jiyun ,OH,0,0,0,,KOR,DIG,3,22,11884,0
0,5,Han Dahye ,L,5,0,5,100.00,KOR,DIG,4,20,11884,0
1,10,Kim Yeon Koung (C),OH,5,1,7,57.14,KOR,DIG,4,20,11884,0
2,1,Lee Soyoung ,OH,4,0,4,100.00,KOR,DIG,4,20,11884,0
3,3,Yeum Hye Seon ,S,1,1,2,0.00,KOR,DIG,4,20,11884,0
4,6,Kim Dain ,S,1,0,1,100.00,KOR,DIG,4,20,11884,0
5,8,Park Eunjin ,MB,1,0,1,100.00,KOR,DIG,4,20,11884,0
6,12,Han Songyi ,MB,1,0,2,50.00,KOR,DIG,4,20,11884,0
7,13,Park Jeongah ,OH,1,1,2,0.00,KOR,DIG,4,20,11884,0
8,15,Yuk Seoyoung ,O,1,1,2,0.00,KOR,DIG,4,20,11884,0
9,16,Jeong Jiyun ,OH,1,0,1,100.00,KOR,DIG,4,20,11884,0
10,2,Lee Dahyeon ,MB,0,0,0,,KOR,DIG,4,20,11884,0
11,9,Oh Jiyoung ,L,0,0,0,,KOR,DIG,4,20,11884,0
12,14,Yang Hyo Jin ,MB,0,0,0,,KOR,DIG,4,20,11884,0
13,19,Pyo Seungju ,OH,0,0,0,,KOR,DIG,4,20,11884,0
0,8,Drewniok Kimberly ,O,3,1,4,50.00,GER,DIG,0,0,11885,
1,12,Orthmann Hanna ,OH,2,1,4,25.00,GER,DIG,0,0,11885,
2,2,Kästner Pia ,S,1,0,1,100.00,GER,DIG,0,0,11885,
3,4,Imoudu Denise ,S,1,1,2,0.00,GER,DIG,0,0,11885,
4,9,Alsmeier Lina ,OH,1,1,2,0.00,GER,DIG,0,0,11885,
5,10,Stigrot Lena (C),OH,1,0,1,100.00,GER,DIG,0,0,11885,
6,14,Schölzel Marie ,MB,1,1,2,0.00,GER,DIG,0,0,11885,
7,21,Weitzel Camilla ,MB,1,0,1,100.00,GER,DIG,0,0,11885,
8,1,Bock Linda ,L,0,0,0,,GER,DIG,0,0,11885,
9,5,Poll Jana Franziska ,OH,0,1,1,-100.00,GER,DIG,0,0,11885,
10,7,Vanjak Ivana ,OH,0,0,0,,GER,DIG,0,0,11885,
11,16,Ambrosius Lea ,MB,0,0,0,,GER,DIG,0,0,11885,
12,17,Pogany Anna ,L,0,6,7,-85.71,GER,DIG,0,0,11885,
13,24,Cekulaev Anastasia ,MB,0,0,0,,GER,DIG,0,0,11885,
0,8,Drewniok Kimberly ,O,2,1,3,33.33,GER,DIG,1,23,11885,0
1,4,Imoudu Denise ,S,1,0,1,100.00,GER,DIG,1,23,11885,0
2,14,Schölzel Marie ,MB,1,0,1,100.00,GER,DIG,1,23,11885,0
3,1,Bock Linda ,L,0,0,0,,GER,DIG,1,23,11885,0
4,2,Kästner Pia ,S,0,0,0,,GER,DIG,1,23,11885,0
5,5,Poll Jana Franziska ,OH,0,0,0,,GER,DIG,1,23,11885,0
6,7,Vanjak Ivana ,OH,0,0,0,,GER,DIG,1,23,11885,0
7,9,Alsmeier Lina ,OH,0,0,0,,GER,DIG,1,23,11885,0
8,10,Stigrot Lena (C),OH,0,0,0,,GER,DIG,1,23,11885,0
9,12,Orthmann Hanna ,OH,0,1,2,-50.00,GER,DIG,1,23,11885,0
10,16,Ambrosius Lea ,MB,0,0,0,,GER,DIG,1,23,11885,0
11,17,Pogany Anna ,L,0,3,3,-100.00,GER,DIG,1,23,11885,0
12,21,Weitzel Camilla ,MB,0,0,0,,GER,DIG,1,23,11885,0
13,24,Cekulaev Anastasia ,MB,0,0,0,,GER,DIG,1,23,11885,0
0,12,Orthmann Hanna ,OH,2,0,2,100.00,GER,DIG,2,13,11885,0
1,8,Drewniok Kimberly ,O,1,0,1,100.00,GER,DIG,2,13,11885,0
2,9,Alsmeier Lina ,OH,1,0,1,100.00,GER,DIG,2,13,11885,0
3,1,Bock Linda ,L,0,0,0,,GER,DIG,2,13,11885,0
4,2,Kästner Pia ,S,0,0,0,,GER,DIG,2,13,11885,0
5,4,Imoudu Denise ,S,0,1,1,-100.00,GER,DIG,2,13,11885,0
6,5,Poll Jana Franziska ,OH,0,0,0,,GER,DIG,2,13,11885,0
7,7,Vanjak Ivana ,OH,0,0,0,,GER,DIG,2,13,11885,0
8,10,Stigrot Lena (C),OH,0,0,0,,GER,DIG,2,13,11885,0
9,14,Schölzel Marie ,MB,0,1,1,-100.00,GER,DIG,2,13,11885,0
10,16,Ambrosius Lea ,MB,0,0,0,,GER,DIG,2,13,11885,0
11,17,Pogany Anna ,L,0,1,1,-100.00,GER,DIG,2,13,11885,0
12,21,Weitzel Camilla ,MB,0,0,0,,GER,DIG,2,13,11885,0
13,24,Cekulaev Anastasia ,MB,0,0,0,,GER,DIG,2,13,11885,0
0,2,Kästner Pia ,S,1,0,1,100.00,GER,DIG,3,13,11885,0
1,10,Stigrot Lena (C),OH,1,0,1,100.00,GER,DIG,3,13,11885,0
2,21,Weitzel Camilla ,MB,1,0,1,100.00,GER,DIG,3,13,11885,0
3,1,Bock Linda ,L,0,0,0,,GER,DIG,3,13,11885,0
4,4,Imoudu Denise ,S,0,0,0,,GER,DIG,3,13,11885,0
5,5,Poll Jana Franziska ,OH,0,1,1,-100.00,GER,DIG,3,13,11885,0
6,7,Vanjak Ivana ,OH,0,0,0,,GER,DIG,3,13,11885,0
7,8,Drewniok Kimberly ,O,0,0,0,,GER,DIG,3,13,11885,0
8,9,Alsmeier Lina ,OH,0,1,1,-100.00,GER,DIG,3,13,11885,0
9,12,Orthmann Hanna ,OH,0,0,0,,GER,DIG,3,13,11885,0
10,14,Schölzel Marie ,MB,0,0,0,,GER,DIG,3,13,11885,0
11,16,Ambrosius Lea ,MB,0,0,0,,GER,DIG,3,13,11885,0
12,17,Pogany Anna ,L,0,2,3,-66.67,GER,DIG,3,13,11885,0
13,24,Cekulaev Anastasia ,MB,0,0,0,,GER,DIG,3,13,11885,0
0,4,Wong-Orantes Justine ,L,14,2,16,75.00,USA,DIG,0,0,11885,
1,1,Hancock Micha ,S,5,1,6,66.67,USA,DIG,0,0,11885,
2,23,Robinson Kelsey ,OH,4,2,6,33.33,USA,DIG,0,0,11885,
3,10,Larson Jordan (C),OH,3,1,4,50.00,USA,DIG,0,0,11885,
4,11,Drews Andrea ,O,3,1,4,50.00,USA,DIG,0,0,11885,
5,16,Akinradewo Foluke ,MB,3,1,4,50.00,USA,DIG,0,0,11885,
6,3,Plummer Kathryn ,OH,0,0,0,,USA,DIG,0,0,11885,
7,6,Dixon Tetori ,MB,0,0,0,,USA,DIG,0,0,11885,
8,7,Carlini Lauren ,S,0,0,0,,USA,DIG,0,0,11885,
9,8,Tapp Hannah ,MB,0,0,0,,USA,DIG,0,0,11885,
10,12,Thompson Jordan ,O,0,0,0,,USA,DIG,0,0,11885,
11,13,Wilhite Sarah ,OH,0,0,0,,USA,DIG,0,0,11885,
12,15,Hill Kimberly ,OH,0,0,0,,USA,DIG,0,0,11885,
13,24,Ogbogu Chiaka ,MB,0,1,1,-100.00,USA,DIG,0,0,11885,
0,4,Wong-Orantes Justine ,L,4,1,5,60.00,USA,DIG,1,25,11885,1
1,11,Drews Andrea ,O,2,1,3,33.33,USA,DIG,1,25,11885,1
2,16,Akinradewo Foluke ,MB,2,0,2,100.00,USA,DIG,1,25,11885,1
3,23,Robinson Kelsey ,OH,2,1,3,33.33,USA,DIG,1,25,11885,1
4,10,Larson Jordan (C),OH,1,1,2,0.00,USA,DIG,1,25,11885,1
5,1,Hancock Micha ,S,0,0,0,,USA,DIG,1,25,11885,1
6,3,Plummer Kathryn ,OH,0,0,0,,USA,DIG,1,25,11885,1
7,6,Dixon Tetori ,MB,0,0,0,,USA,DIG,1,25,11885,1
8,7,Carlini Lauren ,S,0,0,0,,USA,DIG,1,25,11885,1
9,8,Tapp Hannah ,MB,0,0,0,,USA,DIG,1,25,11885,1
10,12,Thompson Jordan ,O,0,0,0,,USA,DIG,1,25,11885,1
11,13,Wilhite Sarah ,OH,0,0,0,,USA,DIG,1,25,11885,1
12,15,Hill Kimberly ,OH,0,0,0,,USA,DIG,1,25,11885,1
13,24,Ogbogu Chiaka ,MB,0,1,1,-100.00,USA,DIG,1,25,11885,1
0,4,Wong-Orantes Justine ,L,4,0,4,100.00,USA,DIG,2,25,11885,1
1,1,Hancock Micha ,S,3,0,3,100.00,USA,DIG,2,25,11885,1
2,10,Larson Jordan (C),OH,2,0,2,100.00,USA,DIG,2,25,11885,1
3,16,Akinradewo Foluke ,MB,1,0,1,100.00,USA,DIG,2,25,11885,1
4,23,Robinson Kelsey ,OH,1,0,1,100.00,USA,DIG,2,25,11885,1
5,3,Plummer Kathryn ,OH,0,0,0,,USA,DIG,2,25,11885,1
6,6,Dixon Tetori ,MB,0,0,0,,USA,DIG,2,25,11885,1
7,7,Carlini Lauren ,S,0,0,0,,USA,DIG,2,25,11885,1
8,8,Tapp Hannah ,MB,0,0,0,,USA,DIG,2,25,11885,1
9,11,Drews Andrea ,O,0,0,0,,USA,DIG,2,25,11885,1
10,12,Thompson Jordan ,O,0,0,0,,USA,DIG,2,25,11885,1
11,13,Wilhite Sarah ,OH,0,0,0,,USA,DIG,2,25,11885,1
12,15,Hill Kimberly ,OH,0,0,0,,USA,DIG,2,25,11885,1
13,24,Ogbogu Chiaka ,MB,0,0,0,,USA,DIG,2,25,11885,1
0,4,Wong-Orantes Justine ,L,6,1,7,71.43,USA,DIG,3,25,11885,1
1,1,Hancock Micha ,S,2,1,3,33.33,USA,DIG,3,25,11885,1
2,11,Drews Andrea ,O,1,0,1,100.00,USA,DIG,3,25,11885,1
3,23,Robinson Kelsey ,OH,1,1,2,0.00,USA,DIG,3,25,11885,1
4,3,Plummer Kathryn ,OH,0,0,0,,USA,DIG,3,25,11885,1
5,6,Dixon Tetori ,MB,0,0,0,,USA,DIG,3,25,11885,1
6,7,Carlini Lauren ,S,0,0,0,,USA,DIG,3,25,11885,1
7,8,Tapp Hannah ,MB,0,0,0,,USA,DIG,3,25,11885,1
8,10,Larson Jordan (C),OH,0,0,0,,USA,DIG,3,25,11885,1
9,12,Thompson Jordan ,O,0,0,0,,USA,DIG,3,25,11885,1
10,13,Wilhite Sarah ,OH,0,0,0,,USA,DIG,3,25,11885,1
11,15,Hill Kimberly ,OH,0,0,0,,USA,DIG,3,25,11885,1
12,16,Akinradewo Foluke ,MB,0,1,1,-100.00,USA,DIG,3,25,11885,1
13,24,Ogbogu Chiaka ,MB,0,0,0,,USA,DIG,3,25,11885,1
0,10,Aykac Altıntaş Ayca ,L,7,4,12,25.00,TUR,DIG,0,0,11887,
1,4,Ivegin Tugba ,OH,4,1,5,60.00,TUR,DIG,0,0,11887,
2,2,Akoz Simge Sebnem ,L,3,2,5,20.00,TUR,DIG,0,0,11887,
3,3,Özbay Cansu ,S,3,3,6,0.00,TUR,DIG,0,0,11887,
4,9,Diken Meliha ,O,3,5,8,-25.00,TUR,DIG,0,0,11887,
5,11,Aydemir Akyol Naz ,S,2,1,3,33.33,TUR,DIG,0,0,11887,
6,99,Karakurt Ebrar ,O,2,0,2,100.00,TUR,DIG,0,0,11887,
7,7,Baladin Hande ,OH,1,2,3,-33.33,TUR,DIG,0,0,11887,
