,Player No,Player Name,Position,Digs,Errors,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
0,7,Fersino Eleonora ,L,8,1,9,77.78,ITA,DIG,1,23,16084,0
1,15,Nwakalor Sylvia Chinelo ,O,5,0,5,100.00,ITA,DIG,1,23,16084,0
2,4,Bosio Francesca ,S,2,0,2,100.00,ITA,DIG,1,23,16084,0
3,12,Mazzaro Alessia ,MB,1,0,3,33.33,ITA,DIG,1,23,16084,0
4,16,D'Odorico Sofia ,OH,1,0,1,100.00,ITA,DIG,1,23,16084,0
5,17,Sylla Myriam Fatime (C),OH,1,1,3,0.00,ITA,DIG,1,23,16084,0
6,21,Omoruyi Oghosasere Loveth ,OH,1,0,1,100.00,ITA,DIG,1,23,16084,0
7,2,Degradi Alice Carlotta ,OH,0,0,0,,ITA,DIG,1,23,16084,0
8,11,Danesi Anna ,MB,0,0,0,,ITA,DIG,1,23,16084,0
9,19,Squarcini Federica ,MB,0,0,0,,ITA,DIG,1,23,16084,0
10,20,Parrocchiale Beatrice ,L,0,0,0,,ITA,DIG,1,23,16084,0
11,23,Gennari Giulia ,S,0,0,0,,ITA,DIG,1,23,16084,0
12,32,Malual Adhuoljok John Majak ,O,0,0,0,,ITA,DIG,1,23,16084,0
13,34,Nwakalor Linda Nkiruka ,MB,0,0,0,,ITA,DIG,1,23,16084,0
0,4,Bosio Francesca ,S,5,0,5,100.00,ITA,DIG,2,25,16084,1
1,17,Sylla Myriam Fatime (C),OH,3,1,4,50.00,ITA,DIG,2,25,16084,1
2,21,Omoruyi Oghosasere Loveth ,OH,3,1,4,50.00,ITA,DIG,2,25,16084,1
3,7,Fersino Eleonora ,L,2,0,3,66.67,ITA,DIG,2,25,16084,1
4,15,Nwakalor Sylvia Chinelo ,O,2,0,2,100.00,ITA,DIG,2,25,16084,1
5,12,Mazzaro Alessia ,MB,1,1,2,0.00,ITA,DIG,2,25,16084,1
6,16,D'Odorico Sofia ,OH,1,0,1,100.00,ITA,DIG,2,25,16084,1
7,2,Degradi Alice Carlotta ,OH,0,0,0,,ITA,DIG,2,25,16084,1
8,11,Danesi Anna ,MB,0,0,0,,ITA,DIG,2,25,16084,1
9,19,Squarcini Federica ,MB,0,0,0,,ITA,DIG,2,25,16084,1
10,20,Parrocchiale Beatrice ,L,0,0,0,,ITA,DIG,2,25,16084,1
11,23,Gennari Giulia ,S,0,0,0,,ITA,DIG,2,25,16084,1
12,32,Malual Adhuoljok John Majak ,O,0,0,0,,ITA,DIG,2,25,16084,1
13,34,Nwakalor Linda Nkiruka ,MB,0,0,0,,ITA,DIG,2,25,16084,1
0,7,Fersino Eleonora ,L,5,0,7,71.43,ITA,DIG,3,18,16084,0
1,12,Mazzaro Alessia ,MB,3,0,3,100.00,ITA,DIG,3,18,16084,0
2,15,Nwakalor Sylvia Chinelo ,O,1,0,2,50.00,ITA,DIG,3,18,16084,0
3,2,Degradi Alice Carlotta ,OH,0,1,1,-100.00,ITA,DIG,3,18,16084,0
4,4,Bosio Francesca ,S,0,0,1,0.00,ITA,DIG,3,18,16084,0
5,11,Danesi Anna ,MB,0,1,1,-100.00,ITA,DIG,3,18,16084,0
6,16,D'Odorico Sofia ,OH,0,0,0,,ITA,DIG,3,18,16084,0
7,17,Sylla Myriam Fatime (C),OH,0,1,1,-100.00,ITA,DIG,3,18,16084,0
8,19,Squarcini Federica ,MB,0,0,0,,ITA,DIG,3,18,16084,0
9,20,Parrocchiale Beatrice ,L,0,0,0,,ITA,DIG,3,18,16084,0
10,21,Omoruyi Oghosasere Loveth ,OH,0,0,0,,ITA,DIG,3,18,16084,0
11,23,Gennari Giulia ,S,0,0,0,,ITA,DIG,3,18,16084,0
12,32,Malual Adhuoljok John Majak ,O,0,0,0,,ITA,DIG,3,18,16084,0
13,34,Nwakalor Linda Nkiruka ,MB,0,0,0,,ITA,DIG,3,18,16084,0
0,2,Degradi Alice Carlotta ,OH,2,1,3,33.33,ITA,DIG,4,25,16084,1
1,17,Sylla Myriam Fatime (C),OH,1,1,2,0.00,ITA,DIG,4,25,16084,1
2,4,Bosio Francesca ,S,0,0,0,,ITA,DIG,4,25,16084,1
3,7,Fersino Eleonora ,L,0,0,0,,ITA,DIG,4,25,16084,1
4,11,Danesi Anna ,MB,0,0,0,,ITA,DIG,4,25,16084,1
5,12,Mazzaro Alessia ,MB,0,0,0,,ITA,DIG,4,25,16084,1
6,15,Nwakalor Sylvia Chinelo ,O,0,0,0,,ITA,DIG,4,25,16084,1
7,16,D'Odorico Sofia ,OH,0,0,0,,ITA,DIG,4,25,16084,1
8,19,Squarcini Federica ,MB,0,1,1,-100.00,ITA,DIG,4,25,16084,1
9,20,Parrocchiale Beatrice ,L,0,0,0,,ITA,DIG,4,25,16084,1
10,21,Omoruyi Oghosasere Loveth ,OH,0,0,0,,ITA,DIG,4,25,16084,1
11,23,Gennari Giulia ,S,0,0,0,,ITA,DIG,4,25,16084,1
12,32,Malual Adhuoljok John Majak ,O,0,0,0,,ITA,DIG,4,25,16084,1
13,34,Nwakalor Linda Nkiruka ,MB,0,0,0,,ITA,DIG,4,25,16084,1
0,11,Danesi Anna ,MB,2,0,2,100.00,ITA,DIG,5,15,16084,1
1,2,Degradi Alice Carlotta ,OH,1,0,2,50.00,ITA,DIG,5,15,16084,1
2,4,Bosio Francesca ,S,0,1,2,-50.00,ITA,DIG,5,15,16084,1
3,7,Fersino Eleonora ,L,0,1,1,-100.00,ITA,DIG,5,15,16084,1
4,12,Mazzaro Alessia ,MB,0,0,0,,ITA,DIG,5,15,16084,1
5,15,Nwakalor Sylvia Chinelo ,O,0,0,0,,ITA,DIG,5,15,16084,1
6,16,D'Odorico Sofia ,OH,0,0,0,,ITA,DIG,5,15,16084,1
7,17,Sylla Myriam Fatime (C),OH,0,1,2,-50.00,ITA,DIG,5,15,16084,1
8,19,Squarcini Federica ,MB,0,0,0,,ITA,DIG,5,15,16084,1
9,20,Parrocchiale Beatrice ,L,0,0,0,,ITA,DIG,5,15,16084,1
10,21,Omoruyi Oghosasere Loveth ,OH,0,0,0,,ITA,DIG,5,15,16084,1
11,23,Gennari Giulia ,S,0,0,0,,ITA,DIG,5,15,16084,1
12,32,Malual Adhuoljok John Majak ,O,0,1,1,-100.00,ITA,DIG,5,15,16084,1
13,34,Nwakalor Linda Nkiruka ,MB,0,0,0,,ITA,DIG,5,15,16084,1
0,12,Li Yingying ,OH,12,4,17,47.06,CHN,DIG,0,0,16084,
1,6,Gong Xiangyu ,O,10,1,12,75.00,CHN,DIG,0,0,16084,
2,18,Wang Mengjie ,L,10,1,12,75.00,CHN,DIG,0,0,16084,
3,3,Diao Linyu ,S,8,3,13,38.46,CHN,DIG,0,0,16084,
4,7,Wang Yuanyuan ,MB,6,0,7,85.71,CHN,DIG,0,0,16084,
5,10,Wang Yunlu ,OH,5,4,11,9.09,CHN,DIG,0,0,16084,
6,17,Ni Feifan ,L,5,1,6,66.67,CHN,DIG,0,0,16084,
7,1,Yuan Xinyue (C),MB,3,2,6,16.67,CHN,DIG,0,0,16084,
8,11,Zhong Hui ,OH,1,1,2,0.00,CHN,DIG,0,0,16084,
9,23,Du Qingqing ,OH,1,0,1,100.00,CHN,DIG,0,0,16084,
10,4,Yang Hanyu ,MB,0,0,0,,CHN,DIG,0,0,16084,
11,5,Gao Yi ,MB,0,0,0,,CHN,DIG,0,0,16084,
12,8,Xu Xiaoting ,S,0,0,0,,CHN,DIG,0,0,16084,
13,14,Zheng Yixin ,O,0,0,0,,CHN,DIG,0,0,16084,
0,3,Diao Linyu ,S,4,1,6,50.00,CHN,DIG,1,25,16084,1
1,6,Gong Xiangyu ,O,3,0,3,100.00,CHN,DIG,1,25,16084,1
2,7,Wang Yuanyuan ,MB,3,0,3,100.00,CHN,DIG,1,25,16084,1
3,10,Wang Yunlu ,OH,3,0,4,75.00,CHN,DIG,1,25,16084,1
4,1,Yuan Xinyue (C),MB,2,0,2,100.00,CHN,DIG,1,25,16084,1
5,18,Wang Mengjie ,L,2,0,2,100.00,CHN,DIG,1,25,16084,1
6,4,Yang Hanyu ,MB,0,0,0,,CHN,DIG,1,25,16084,1
7,5,Gao Yi ,MB,0,0,0,,CHN,DIG,1,25,16084,1
8,8,Xu Xiaoting ,S,0,0,0,,CHN,DIG,1,25,16084,1
9,11,Zhong Hui ,OH,0,0,0,,CHN,DIG,1,25,16084,1
10,12,Li Yingying ,OH,0,1,2,-50.00,CHN,DIG,1,25,16084,1
11,14,Zheng Yixin ,O,0,0,0,,CHN,DIG,1,25,16084,1
12,17,Ni Feifan ,L,0,0,0,,CHN,DIG,1,25,16084,1
13,23,Du Qingqing ,OH,0,0,0,,CHN,DIG,1,25,16084,1
0,6,Gong Xiangyu ,O,5,0,5,100.00,CHN,DIG,2,23,16084,0
1,12,Li Yingying ,OH,5,1,6,66.67,CHN,DIG,2,23,16084,0
2,18,Wang Mengjie ,L,5,1,6,66.67,CHN,DIG,2,23,16084,0
3,3,Diao Linyu ,S,2,0,2,100.00,CHN,DIG,2,23,16084,0
4,1,Yuan Xinyue (C),MB,1,0,2,50.00,CHN,DIG,2,23,16084,0
5,7,Wang Yuanyuan ,MB,1,0,1,100.00,CHN,DIG,2,23,16084,0
6,10,Wang Yunlu ,OH,1,1,3,0.00,CHN,DIG,2,23,16084,0
7,11,Zhong Hui ,OH,1,1,2,0.00,CHN,DIG,2,23,16084,0
8,23,Du Qingqing ,OH,1,0,1,100.00,CHN,DIG,2,23,16084,0
9,4,Yang Hanyu ,MB,0,0,0,,CHN,DIG,2,23,16084,0
10,5,Gao Yi ,MB,0,0,0,,CHN,DIG,2,23,16084,0
11,8,Xu Xiaoting ,S,0,0,0,,CHN,DIG,2,23,16084,0
12,14,Zheng Yixin ,O,0,0,0,,CHN,DIG,2,23,16084,0
13,17,Ni Feifan ,L,0,0,0,,CHN,DIG,2,23,16084,0
0,12,Li Yingying ,OH,6,1,7,71.43,CHN,DIG,3,25,16084,1
1,17,Ni Feifan ,L,5,0,5,100.00,CHN,DIG,3,25,16084,1
2,7,Wang Yuanyuan ,MB,2,0,2,100.00,CHN,DIG,3,25,16084,1
3,3,Diao Linyu ,S,1,0,2,50.00,CHN,DIG,3,25,16084,1
4,6,Gong Xiangyu ,O,1,1,3,0.00,CHN,DIG,3,25,16084,1
5,18,Wang Mengjie ,L,1,0,2,50.00,CHN,DIG,3,25,16084,1
6,1,Yuan Xinyue (C),MB,0,0,0,,CHN,DIG,3,25,16084,1
7,4,Yang Hanyu ,MB,0,0,0,,CHN,DIG,3,25,16084,1
8,5,Gao Yi ,MB,0,0,0,,CHN,DIG,3,25,16084,1
9,8,Xu Xiaoting ,S,0,0,0,,CHN,DIG,3,25,16084,1
10,10,Wang Yunlu ,OH,0,1,1,-100.00,CHN,DIG,3,25,16084,1
11,11,Zhong Hui ,OH,0,0,0,,CHN,DIG,3,25,16084,1
12,14,Zheng Yixin ,O,0,0,0,,CHN,DIG,3,25,16084,1
13,23,Du Qingqing ,OH,0,0,0,,CHN,DIG,3,25,16084,1
0,1,Yuan Xinyue (C),MB,0,1,1,-100.00,CHN,DIG,4,22,16084,0
1,3,Diao Linyu ,S,0,0,0,,CHN,DIG,4,22,16084,0
2,4,Yang Hanyu ,MB,0,0,0,,CHN,DIG,4,22,16084,0
3,5,Gao Yi ,MB,0,0,0,,CHN,DIG,4,22,16084,0
4,6,Gong Xiangyu ,O,0,0,0,,CHN,DIG,4,22,16084,0
5,7,Wang Yuanyuan ,MB,0,0,0,,CHN,DIG,4,22,16084,0
6,8,Xu Xiaoting ,S,0,0,0,,CHN,DIG,4,22,16084,0
7,10,Wang Yunlu ,OH,0,1,1,-100.00,CHN,DIG,4,22,16084,0
8,11,Zhong Hui ,OH,0,0,0,,CHN,DIG,4,22,16084,0
9,12,Li Yingying ,OH,0,1,1,-100.00,CHN,DIG,4,22,16084,0
10,14,Zheng Yixin ,O,0,0,0,,CHN,DIG,4,22,16084,0
11,17,Ni Feifan ,L,0,1,1,-100.00,CHN,DIG,4,22,16084,0
12,18,Wang Mengjie ,L,0,0,0,,CHN,DIG,4,22,16084,0
13,23,Du Qingqing ,OH,0,0,0,,CHN,DIG,4,22,16084,0
0,18,Wang Mengjie ,L,2,0,2,100.00,CHN,DIG,5,12,16084,0
1,3,Diao Linyu ,S,1,2,3,-33.33,CHN,DIG,5,12,16084,0
2,6,Gong Xiangyu ,O,1,0,1,100.00,CHN,DIG,5,12,16084,0
3,10,Wang Yunlu ,OH,1,1,2,0.00,CHN,DIG,5,12,16084,0
4,12,Li Yingying ,OH,1,0,1,100.00,CHN,DIG,5,12,16084,0
5,1,Yuan Xinyue (C),MB,0,1,1,-100.00,CHN,DIG,5,12,16084,0
6,4,Yang Hanyu ,MB,0,0,0,,CHN,DIG,5,12,16084,0
7,5,Gao Yi ,MB,0,0,0,,CHN,DIG,5,12,16084,0
8,7,Wang Yuanyuan ,MB,0,0,1,0.00,CHN,DIG,5,12,16084,0
9,8,Xu Xiaoting ,S,0,0,0,,CHN,DIG,5,12,16084,0
10,11,Zhong Hui ,OH,0,0,0,,CHN,DIG,5,12,16084,0
11,14,Zheng Yixin ,O,0,0,0,,CHN,DIG,5,12,16084,0
12,17,Ni Feifan ,L,0,0,0,,CHN,DIG,5,12,16084,0
13,23,Du Qingqing ,OH,0,0,0,,CHN,DIG,5,12,16084,0
0,11,Basso Maiara ,OH,7,4,11,27.27,BRA,DIG,0,0,16085,
1,3,Alexandre Costa Nunes Nyeme Victoria ,L,6,5,11,9.09,BRA,DIG,0,0,16085,
2,16,Nascimento Kisy ,O,5,1,7,57.14,BRA,DIG,0,0,16085,
3,9,Ratzke Roberta Silva ,S,3,3,6,0.00,BRA,DIG,0,0,16085,
4,15,Da Silva Ana Carolina ,MB,3,1,4,50.00,BRA,DIG,0,0,16085,
5,6,Daher de Menezes Thaisa ,MB,2,0,4,50.00,BRA,DIG,0,0,16085,
6,17,Bergmann Julia Isabelle ,OH,2,2,4,0.00,BRA,DIG,0,0,16085,
7,2,Duarte Alecrim Diana ,MB,1,0,1,100.00,BRA,DIG,0,0,16085,
8,7,Montibeller Rosamaria ,OH,1,1,2,0.00,BRA,DIG,0,0,16085,
9,8,Silva Carneiro Macris Fernanda (C),S,1,4,6,-50.00,BRA,DIG,0,0,16085,
10,4,Viezel Lorena Giovana ,MB,0,0,0,,BRA,DIG,0,0,16085,
11,5,Zalewski Daroit Priscila ,OH,0,0,0,,BRA,DIG,0,0,16085,
12,14,Araujo Natália ,L,0,0,0,,BRA,DIG,0,0,16085,
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,,BRA,DIG,0,0,16085,
0,11,Basso Maiara ,OH,3,1,4,50.00,BRA,DIG,1,22,16085,0
1,16,Nascimento Kisy ,O,3,1,4,50.00,BRA,DIG,1,22,16085,0
2,15,Da Silva Ana Carolina ,MB,2,0,2,100.00,BRA,DIG,1,22,16085,0
3,3,Alexandre Costa Nunes Nyeme Victoria ,L,1,2,3,-33.33,BRA,DIG,1,22,16085,0
4,6,Daher de Menezes Thaisa ,MB,1,0,2,50.00,BRA,DIG,1,22,16085,0
5,8,Silva Carneiro Macris Fernanda (C),S,1,2,4,-25.00,BRA,DIG,1,22,16085,0
6,17,Bergmann Julia Isabelle ,OH,1,1,2,0.00,BRA,DIG,1,22,16085,0
7,2,Duarte Alecrim Diana ,MB,0,0,0,,BRA,DIG,1,22,16085,0
8,4,Viezel Lorena Giovana ,MB,0,0,0,,BRA,DIG,1,22,16085,0
9,5,Zalewski Daroit Priscila ,OH,0,0,0,,BRA,DIG,1,22,16085,0
10,7,Montibeller Rosamaria ,OH,0,0,0,,BRA,DIG,1,22,16085,0
11,9,Ratzke Roberta Silva ,S,0,0,0,,BRA,DIG,1,22,16085,0
12,14,Araujo Natália ,L,0,0,0,,BRA,DIG,1,22,16085,0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,,BRA,DIG,1,22,16085,0
0,3,Alexandre Costa Nunes Nyeme Victoria ,L,3,2,5,20.00,BRA,DIG,2,19,16085,0
1,11,Basso Maiara ,OH,3,0,3,100.00,BRA,DIG,2,19,16085,0
2,16,Nascimento Kisy ,O,2,0,3,66.67,BRA,DIG,2,19,16085,0
3,9,Ratzke Roberta Silva ,S,1,0,1,100.00,BRA,DIG,2,19,16085,0
4,15,Da Silva Ana Carolina ,MB,1,1,2,0.00,BRA,DIG,2,19,16085,0
5,17,Bergmann Julia Isabelle ,OH,1,0,1,100.00,BRA,DIG,2,19,16085,0
6,2,Duarte Alecrim Diana ,MB,0,0,0,,BRA,DIG,2,19,16085,0
7,4,Viezel Lorena Giovana ,MB,0,0,0,,BRA,DIG,2,19,16085,0
8,5,Zalewski Daroit Priscila ,OH,0,0,0,,BRA,DIG,2,19,16085,0
9,6,Daher de Menezes Thaisa ,MB,0,0,1,0.00,BRA,DIG,2,19,16085,0
10,7,Montibeller Rosamaria ,OH,0,0,0,,BRA,DIG,2,19,16085,0
11,8,Silva Carneiro Macris Fernanda (C),S,0,0,0,,BRA,DIG,2,19,16085,0
12,14,Araujo Natália ,L,0,0,0,,BRA,DIG,2,19,16085,0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,,BRA,DIG,2,19,16085,0
0,3,Alexandre Costa Nunes Nyeme Victoria ,L,2,1,3,33.33,BRA,DIG,3,22,16085,0
1,9,Ratzke Roberta Silva ,S,2,3,5,-20.00,BRA,DIG,3,22,16085,0
2,2,Duarte Alecrim Diana ,MB,1,0,1,100.00,BRA,DIG,3,22,16085,0
3,6,Daher de Menezes Thaisa ,MB,1,0,1,100.00,BRA,DIG,3,22,16085,0
4,7,Montibeller Rosamaria ,OH,1,1,2,0.00,BRA,DIG,3,22,16085,0
5,11,Basso Maiara ,OH,1,3,4,-50.00,BRA,DIG,3,22,16085,0
6,4,Viezel Lorena Giovana ,MB,0,0,0,,BRA,DIG,3,22,16085,0
7,5,Zalewski Daroit Priscila ,OH,0,0,0,,BRA,DIG,3,22,16085,0
8,8,Silva Carneiro Macris Fernanda (C),S,0,2,2,-100.00,BRA,DIG,3,22,16085,0
9,14,Araujo Natália ,L,0,0,0,,BRA,DIG,3,22,16085,0
10,15,Da Silva Ana Carolina ,MB,0,0,0,,BRA,DIG,3,22,16085,0
11,16,Nascimento Kisy ,O,0,0,0,,BRA,DIG,3,22,16085,0
12,17,Bergmann Julia Isabelle ,OH,0,1,1,-100.00,BRA,DIG,3,22,16085,0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,,BRA,DIG,3,22,16085,0
0,6,Hentz Morgan ,L,9,3,15,40.00,USA,DIG,0,0,16085,
1,22,Plummer Kathryn ,OH,9,2,12,58.33,USA,DIG,0,0,16085,
2,12,Thompson Jordan ,O,6,2,8,50.00,USA,DIG,0,0,16085,
3,1,Hancock Micha (C),S,3,0,3,100.00,USA,DIG,0,0,16085,
4,29,Lanier Khalia ,OH,3,3,7,0.00,USA,DIG,0,0,16085,
5,26,O'Neal Asjia ,MB,2,1,3,33.33,USA,DIG,0,0,16085,
6,3,White Kendall ,L,0,0,0,,USA,DIG,0,0,16085,
7,5,Frantti Alexandra ,OH,0,0,0,,USA,DIG,0,0,16085,
8,8,Butler Brionne ,MB,0,0,0,,USA,DIG,0,0,16085,
9,14,Stevenson Anna ,MB,0,0,0,,USA,DIG,0,0,16085,
10,15,Washington Haleigh ,MB,0,0,0,,USA,DIG,0,0,16085,
11,20,Cuttino Danielle ,O,0,0,0,,USA,DIG,0,0,16085,
12,27,Skinner Avery ,OH,0,0,0,,USA,DIG,0,0,16085,
13,28,Evans Ashley ,S,0,0,0,,USA,DIG,0,0,16085,
0,22,Plummer Kathryn ,OH,5,1,6,66.67,USA,DIG,1,25,16085,1
1,1,Hancock Micha (C),S,2,0,2,100.00,USA,DIG,1,25,16085,1
2,12,Thompson Jordan ,O,1,1,2,0.00,USA,DIG,1,25,16085,1
3,29,Lanier Khalia ,OH,1,1,2,0.00,USA,DIG,1,25,16085,1
4,3,White Kendall ,L,0,0,0,,USA,DIG,1,25,16085,1
5,5,Frantti Alexandra ,OH,0,0,0,,USA,DIG,1,25,16085,1
6,6,Hentz Morgan ,L,0,3,5,-60.00,USA,DIG,1,25,16085,1
7,8,Butler Brionne ,MB,0,0,0,,USA,DIG,1,25,16085,1
8,14,Stevenson Anna ,MB,0,0,0,,USA,DIG,1,25,16085,1
9,15,Washington Haleigh ,MB,0,0,0,,USA,DIG,1,25,16085,1
10,20,Cuttino Danielle ,O,0,0,0,,USA,DIG,1,25,16085,1
11,26,O'Neal Asjia ,MB,0,0,0,,USA,DIG,1,25,16085,1
12,27,Skinner Avery ,OH,0,0,0,,USA,DIG,1,25,16085,1
13,28,Evans Ashley ,S,0,0,0,,USA,DIG,1,25,16085,1
0,6,Hentz Morgan ,L,5,0,5,100.00,USA,DIG,2,25,16085,1
1,12,Thompson Jordan ,O,2,0,2,100.00,USA,DIG,2,25,16085,1
2,29,Lanier Khalia ,OH,2,0,3,66.67,USA,DIG,2,25,16085,1
3,1,Hancock Micha (C),S,1,0,1,100.00,USA,DIG,2,25,16085,1
4,22,Plummer Kathryn ,OH,1,1,3,0.00,USA,DIG,2,25,16085,1
5,26,O'Neal Asjia ,MB,1,0,1,100.00,USA,DIG,2,25,16085,1
6,3,White Kendall ,L,0,0,0,,USA,DIG,2,25,16085,1
7,5,Frantti Alexandra ,OH,0,0,0,,USA,DIG,2,25,16085,1
8,8,Butler Brionne ,MB,0,0,0,,USA,DIG,2,25,16085,1
9,14,Stevenson Anna ,MB,0,0,0,,USA,DIG,2,25,16085,1
10,15,Washington Haleigh ,MB,0,0,0,,USA,DIG,2,25,16085,1
11,20,Cuttino Danielle ,O,0,0,0,,USA,DIG,2,25,16085,1
12,27,Skinner Avery ,OH,0,0,0,,USA,DIG,2,25,16085,1
13,28,Evans Ashley ,S,0,0,0,,USA,DIG,2,25,16085,1
0,6,Hentz Morgan ,L,4,0,5,80.00,USA,DIG,3,25,16085,1
1,12,Thompson Jordan ,O,3,1,4,50.00,USA,DIG,3,25,16085,1
2,22,Plummer Kathryn ,OH,3,0,3,100.00,USA,DIG,3,25,16085,1
3,26,O'Neal Asjia ,MB,1,1,2,0.00,USA,DIG,3,25,16085,1
4,1,Hancock Micha (C),S,0,0,0,,USA,DIG,3,25,16085,1
5,3,White Kendall ,L,0,0,0,,USA,DIG,3,25,16085,1
6,5,Frantti Alexandra ,OH,0,0,0,,USA,DIG,3,25,16085,1
7,8,Butler Brionne ,MB,0,0,0,,USA,DIG,3,25,16085,1
8,14,Stevenson Anna ,MB,0,0,0,,USA,DIG,3,25,16085,1
9,15,Washington Haleigh ,MB,0,0,0,,USA,DIG,3,25,16085,1
10,20,Cuttino Danielle ,O,0,0,0,,USA,DIG,3,25,16085,1
11,27,Skinner Avery ,OH,0,0,0,,USA,DIG,3,25,16085,1
12,28,Evans Ashley ,S,0,0,0,,USA,DIG,3,25,16085,1
13,29,Lanier Khalia ,OH,0,2,2,-100.00,USA,DIG,3,25,16085,1
0,2,Kästner Pia ,S,18,1,21,80.95,GER,DIG,0,0,16087,
1,4,Pogany Anna (C),L,18,9,29,31.03,GER,DIG,0,0,16087,
2,9,Alsmeier Lina ,OH,12,3,15,60.00,GER,DIG,0,0,16087,
3,10,Stigrot Lena ,OH,7,3,14,28.57,GER,DIG,0,0,16087,
4,12,Orthmann Hanna ,OH,6,1,9,55.56,GER,DIG,0,0,16087,
5,14,Schölzel Marie ,MB,2,1,4,25.00,GER,DIG,0,0,16087,
6,21,Weitzel Camilla ,MB,2,1,3,33.33,GER,DIG,0,0,16087,
7,1,Agbortabi Vanessa ,OH,0,0,0,,GER,DIG,0,0,16087,
8,3,Cesar Annie ,L,0,0,0,,GER,DIG,0,0,16087,
9,5,Glaab Corina ,S,0,0,0,,GER,DIG,0,0,16087,
10,6,Stautz Antonia ,OH,0,0,0,,GER,DIG,0,0,16087,
11,16,Cekulaev Anastasia ,MB,0,0,0,,GER,DIG,0,0,16087,
12,20,Weske Emilia ,O,0,0,0,,GER,DIG,0,0,16087,
13,22,Strubbe Monique ,MB,0,1,1,-100.00,GER,DIG,0,0,16087,
0,4,Pogany Anna (C),L,6,1,8,62.50,GER,DIG,1,25,16087,1
1,2,Kästner Pia ,S,5,1,7,57.14,GER,DIG,1,25,16087,1
2,9,Alsmeier Lina ,OH,5,0,5,100.00,GER,DIG,1,25,16087,1
3,10,Stigrot Lena ,OH,1,1,3,0.00,GER,DIG,1,25,16087,1
4,21,Weitzel Camilla ,MB,1,0,1,100.00,GER,DIG,1,25,16087,1
5,1,Agbortabi Vanessa ,OH,0,0,0,,GER,DIG,1,25,16087,1
6,3,Cesar Annie ,L,0,0,0,,GER,DIG,1,25,16087,1
7,5,Glaab Corina ,S,0,0,0,,GER,DIG,1,25,16087,1
8,6,Stautz Antonia ,OH,0,0,0,,GER,DIG,1,25,16087,1
9,12,Orthmann Hanna ,OH,0,1,2,-50.00,GER,DIG,1,25,16087,1
10,14,Schölzel Marie ,MB,0,0,0,,GER,DIG,1,25,16087,1
11,16,Cekulaev Anastasia ,MB,0,0,0,,GER,DIG,1,25,16087,1
12,20,Weske Emilia ,O,0,0,0,,GER,DIG,1,25,16087,1
13,22,Strubbe Monique ,MB,0,0,0,,GER,DIG,1,25,16087,1
0,2,Kästner Pia ,S,6,0,6,100.00,GER,DIG,2,25,16087,1
1,10,Stigrot Lena ,OH,4,1,6,50.00,GER,DIG,2,25,16087,1
2,4,Pogany Anna (C),L,3,2,5,20.00,GER,DIG,2,25,16087,1
3,12,Orthmann Hanna ,OH,3,0,3,100.00,GER,DIG,2,25,16087,1
4,9,Alsmeier Lina ,OH,2,2,4,0.00,GER,DIG,2,25,16087,1
5,1,Agbortabi Vanessa ,OH,0,0,0,,GER,DIG,2,25,16087,1
6,3,Cesar Annie ,L,0,0,0,,GER,DIG,2,25,16087,1
7,5,Glaab Corina ,S,0,0,0,,GER,DIG,2,25,16087,1
8,6,Stautz Antonia ,OH,0,0,0,,GER,DIG,2,25,16087,1
9,14,Schölzel Marie ,MB,0,1,1,-100.00,GER,DIG,2,25,16087,1
10,16,Cekulaev Anastasia ,MB,0,0,0,,GER,DIG,2,25,16087,1
11,20,Weske Emilia ,O,0,0,0,,GER,DIG,2,25,16087,1
12,21,Weitzel Camilla ,MB,0,0,0,,GER,DIG,2,25,16087,1
13,22,Strubbe Monique ,MB,0,0,0,,GER,DIG,2,25,16087,1
0,4,Pogany Anna (C),L,6,3,10,30.00,GER,DIG,3,25,16087,0
1,9,Alsmeier Lina ,OH,4,0,4,100.00,GER,DIG,3,25,16087,0
2,12,Orthmann Hanna ,OH,3,0,4,75.00,GER,DIG,3,25,16087,0
3,2,Kästner Pia ,S,2,0,2,100.00,GER,DIG,3,25,16087,0
4,10,Stigrot Lena ,OH,1,1,4,0.00,GER,DIG,3,25,16087,0
5,1,Agbortabi Vanessa ,OH,0,0,0,,GER,DIG,3,25,16087,0
6,3,Cesar Annie ,L,0,0,0,,GER,DIG,3,25,16087,0
7,5,Glaab Corina ,S,0,0,0,,GER,DIG,3,25,16087,0
8,6,Stautz Antonia ,OH,0,0,0,,GER,DIG,3,25,16087,0
9,14,Schölzel Marie ,MB,0,0,1,0.00,GER,DIG,3,25,16087,0
10,16,Cekulaev Anastasia ,MB,0,0,0,,GER,DIG,3,25,16087,0
11,20,Weske Emilia ,O,0,0,0,,GER,DIG,3,25,16087,0
12,21,Weitzel Camilla ,MB,0,1,1,-100.00,GER,DIG,3,25,16087,0
13,22,Strubbe Monique ,MB,0,1,1,-100.00,GER,DIG,3,25,16087,0
0,2,Kästner Pia ,S,5,0,6,83.33,GER,DIG,4,25,16087,1
