num_race,num_set,Country,win_or_lose,attack_scores,attack_errors,block_effective,block_errors,dig_succeeded,dig_errors,reception_succeeded,reception_errors,serve_scores,serve_errors,set_efficiency
16055,2,TUR,0.0,14,6,8,7,16,8,5,0,1,3,0.075
16055,2,USA,1.0,16,4,11,4,16,8,5,1,0,3,0.111
16055,3,TUR,1.0,15,3,13,5,14,4,5,1,2,3,0.0
16055,3,USA,0.0,14,4,9,7,12,3,4,2,1,3,0.061
16055,4,TUR,1.0,15,4,10,3,12,2,2,0,3,2,0.167
16055,4,USA,0.0,5,5,5,2,3,9,4,3,0,2,0.0
16055,5,TUR,0.0,5,2,7,8,3,3,1,0,0,0,0.0
16055,5,USA,1.0,12,4,2,2,8,2,0,0,0,0,0.053
16056,0,DOM,,55,25,36,21,46,26,12,3,3,14,0.052
16056,0,POL,,61,14,33,22,46,26,26,3,3,18,0.242
16056,1,DOM,0.0,11,6,5,5,9,5,5,0,1,6,0.094
16056,1,POL,1.0,13,5,10,7,13,4,7,1,0,5,0.267
16056,2,DOM,0.0,18,7,10,4,17,8,1,2,1,4,0.05
16056,2,POL,1.0,17,3,8,6,10,10,9,1,2,6,0.27
16056,3,DOM,1.0,16,5,17,7,16,5,3,0,0,3,0.029
16056,3,POL,0.0,15,4,5,6,15,7,5,0,0,4,0.225
16056,4,DOM,0.0,10,7,4,5,4,8,3,1,1,1,0.037
16056,4,POL,1.0,16,2,10,3,8,5,5,1,1,3,0.2
16057,0,CAN,,41,19,11,9,40,24,3,5,2,13,0.221
16057,0,CHN,,39,6,24,15,30,18,7,2,5,9,0.295
16057,1,CAN,0.0,10,6,1,3,13,8,1,2,0,4,0.194
16057,1,CHN,1.0,12,1,6,5,10,5,2,0,2,3,0.174
16057,2,CAN,0.0,14,8,1,1,8,8,1,1,0,5,0.172
16057,2,CHN,1.0,11,0,6,6,5,3,3,0,1,3,0.421
16057,3,CAN,0.0,17,5,9,5,19,8,1,2,2,4,0.273
16057,3,CHN,1.0,16,5,12,4,15,10,2,2,2,3,0.306
16059,0,JPN,,66,22,42,21,81,33,15,4,6,13,0.16
16059,0,SRB,,58,18,55,24,70,39,19,6,4,10,0.167
16059,1,JPN,1.0,17,3,9,3,15,4,2,2,2,4,0.069
16059,1,SRB,0.0,7,5,8,4,7,13,5,2,2,1,0.16
16059,2,JPN,0.0,14,8,14,4,22,11,6,1,1,1,0.14
16059,2,SRB,1.0,15,3,18,6,24,8,5,1,1,2,0.19
16059,3,JPN,1.0,14,1,6,8,15,3,1,0,3,1,0.367
16059,3,SRB,0.0,14,6,7,4,14,9,4,3,0,2,0.273
16059,4,JPN,0.0,14,6,11,4,21,9,2,0,0,5,0.122
16059,4,SRB,1.0,14,3,17,5,19,7,3,0,0,3,0.086
16059,5,JPN,0.0,7,4,2,2,8,6,4,1,0,2,0.105
16059,5,SRB,1.0,8,1,5,5,6,2,2,0,1,2,0.067
16061,0,NED,,42,17,21,18,41,20,12,4,2,5,0.176
16061,0,TUR,,53,13,31,22,45,13,13,2,4,8,0.171
16061,1,NED,0.0,20,6,9,5,16,7,5,2,0,2,0.19
16061,1,TUR,1.0,21,7,10,9,20,6,5,0,2,2,0.146
16061,2,NED,0.0,12,7,9,5,18,7,4,0,1,1,0.175
16061,2,TUR,1.0,15,5,13,6,14,5,7,1,0,3,0.147
16061,3,NED,0.0,10,4,3,8,7,6,3,2,1,2,0.154
16061,3,TUR,1.0,17,1,8,7,11,2,1,1,2,3,0.261
16062,0,GER,,57,13,37,18,54,16,19,1,4,10,0.308
16062,0,THA,,54,21,27,11,47,16,22,4,1,7,0.231
16062,1,GER,1.0,15,5,9,4,20,7,2,0,2,1,0.381
16062,1,THA,0.0,12,6,8,3,13,2,3,2,0,2,0.257
16062,2,GER,1.0,15,1,13,2,15,0,2,0,0,3,0.37
16062,2,THA,0.0,9,6,3,3,9,6,5,0,0,1,0.118
16062,3,GER,0.0,9,4,9,4,7,6,8,1,1,0,0.233
16062,3,THA,1.0,19,4,10,3,14,3,6,1,1,3,0.281
16062,4,GER,1.0,18,3,6,8,12,3,7,0,1,6,0.235
16062,4,THA,0.0,14,5,6,2,11,5,8,1,0,1,0.276
16063,0,BRA,,51,22,35,17,46,11,13,3,4,6,0.271
16063,0,KOR,,30,18,14,9,41,36,11,4,3,6,0.176
16063,1,BRA,1.0,20,11,13,10,18,5,5,0,2,2,0.262
16063,1,KOR,0.0,16,5,8,2,16,15,6,2,0,4,0.143
16063,2,BRA,1.0,17,3,9,6,10,3,4,1,1,2,0.304
16063,2,KOR,0.0,10,6,1,4,9,12,2,1,1,1,0.179
16063,3,BRA,1.0,14,8,13,1,18,3,4,2,1,2,0.258
16063,3,KOR,0.0,4,7,5,3,16,9,3,1,2,1,0.211
16065,0,POL,,52,10,25,19,36,19,17,4,4,8,0.165
16065,0,TUR,,47,13,22,21,45,22,17,4,4,8,0.147
16065,1,POL,1.0,16,6,7,5,6,6,6,0,3,3,0.138
16065,1,TUR,0.0,13,4,7,9,11,4,8,3,0,2,0.143
16065,2,POL,1.0,14,3,14,4,13,4,4,3,0,2,0.222
16065,2,TUR,0.0,12,8,6,5,15,7,5,0,3,2,0.053
16065,3,POL,1.0,22,1,4,10,17,9,7,1,1,3,0.146
16065,3,TUR,0.0,22,1,9,7,19,11,4,1,1,4,0.233
16066,0,DOM,,55,27,49,21,64,25,11,1,3,11,0.109
16066,0,ITA,,59,25,39,17,60,29,23,3,1,13,0.241
16066,1,DOM,0.0,12,8,5,6,14,7,2,1,1,0,0.139
16066,1,ITA,1.0,15,2,10,3,14,6,3,1,1,1,0.233
16066,2,DOM,1.0,10,4,16,3,13,6,1,0,1,2,0.167
16066,2,ITA,0.0,10,8,7,2,11,9,8,1,0,4,0.219
16066,3,DOM,1.0,16,3,4,2,15,5,3,0,1,5,0.062
16066,3,ITA,0.0,12,4,7,8,7,5,4,1,0,4,0.269
16066,4,DOM,0.0,13,8,18,6,18,4,3,0,0,2,0.077
16066,4,ITA,1.0,13,7,11,4,18,7,5,0,0,2,0.263
16066,5,DOM,0.0,4,4,6,4,4,3,2,0,0,2,0.125
16066,5,ITA,1.0,9,4,4,0,10,2,3,0,0,2,0.211
16067,0,THA,,29,16,25,17,31,18,15,3,2,2,0.149
16067,0,USA,,54,16,29,10,48,9,9,2,3,7,0.183
16067,1,THA,0.0,10,4,7,8,12,2,6,2,1,2,0.182
16067,1,USA,1.0,17,8,12,3,21,3,4,1,2,2,0.2
16067,2,THA,0.0,12,5,8,6,8,8,5,0,0,0,0.065
16067,2,USA,1.0,20,3,8,4,12,3,2,0,0,3,0.152
16067,3,THA,0.0,7,7,10,3,11,8,4,1,1,0,0.2
16067,3,USA,1.0,17,5,9,3,15,3,3,1,1,2,0.194
16068,0,JPN,,44,11,28,11,52,15,6,2,6,11,0.312
16068,0,KOR,,25,16,22,14,42,27,10,6,2,7,0.192
16068,1,JPN,1.0,14,3,9,3,16,6,6,1,2,5,0.414
16068,1,KOR,0.0,8,5,8,5,16,8,3,2,1,4,0.212
16068,2,JPN,1.0,13,5,12,2,23,4,0,0,1,2,0.2
16068,2,KOR,0.0,6,8,8,4,17,9,2,1,0,2,0.154
16068,3,JPN,1.0,17,3,7,6,13,5,0,1,3,4,0.345
16068,3,KOR,0.0,11,3,6,5,9,10,5,3,1,1,0.222
16069,0,BRA,,54,22,43,24,62,32,20,4,2,7,0.117
16069,0,SRB,,58,33,31,19,65,33,23,2,4,17,0.093
16069,1,BRA,0.0,12,8,9,6,13,7,3,1,0,2,0.139
16069,1,SRB,1.0,13,9,8,4,17,8,4,0,1,1,0.081
16069,2,BRA,1.0,12,4,11,5,18,9,4,1,1,1,0.094
16069,2,SRB,0.0,15,4,7,4,19,8,3,1,1,7,0.073
16069,3,BRA,0.0,12,4,4,6,8,10,8,1,1,1,0.179
16069,3,SRB,1.0,17,5,5,6,11,6,6,1,1,3,0.133
16069,4,BRA,1.0,12,2,11,5,10,2,2,1,0,2,0.053
16069,4,SRB,0.0,7,9,3,4,7,7,6,0,1,3,0.133
16069,5,BRA,1.0,6,4,8,2,13,4,3,0,0,1,0.091
16069,5,SRB,0.0,6,6,8,1,11,4,4,0,0,3,0.043
16070,0,CAN,,35,17,19,16,29,10,8,5,2,11,0.088
16070,0,TUR,,40,13,24,17,39,5,19,2,5,7,0.163
16070,1,CAN,0.0,9,3,2,7,6,4,3,4,2,0,0.16
16070,1,TUR,1.0,18,2,5,5,14,1,5,2,4,2,0.185
16070,2,CAN,0.0,14,5,12,6,8,4,2,1,0,5,0.1
16070,2,TUR,1.0,13,6,7,4,13,3,10,0,1,2,0.091
16070,3,CAN,0.0,12,9,5,3,15,2,3,0,0,6,0.028
16070,3,TUR,1.0,9,5,12,8,12,1,4,0,0,3,0.231
16071,0,NED,,54,7,31,18,38,23,20,2,1,9,0.242
16071,0,POL,,50,10,19,17,43,21,11,1,2,11,0.147
16071,1,NED,1.0,17,0,5,4,11,10,8,1,0,5,0.321
16071,1,POL,0.0,16,1,4,8,13,6,0,0,1,6,0.161
16071,2,NED,1.0,16,1,7,7,8,7,6,1,0,2,0.185
16071,2,POL,0.0,17,6,5,3,10,8,6,0,1,2,0.188
16071,3,NED,1.0,21,6,19,7,19,6,6,0,1,2,0.227
16071,3,POL,0.0,17,3,10,6,20,7,5,1,0,3,0.109
16073,0,GER,,65,17,40,26,75,20,21,6,6,9,0.264
16073,0,JPN,,70,18,27,17,82,22,18,6,6,10,0.314
16073,1,GER,1.0,19,4,15,7,30,5,5,0,2,1,0.2
16073,1,JPN,0.0,18,2,7,5,28,8,3,2,0,2,0.309
16073,2,GER,0.0,8,4,4,5,9,2,4,5,0,2,0.292
16073,2,JPN,1.0,14,3,5,3,12,2,2,0,5,3,0.28
16073,3,GER,1.0,11,6,10,5,11,3,5,0,3,4,0.241
16073,3,JPN,0.0,11,7,7,2,14,5,6,3,0,4,0.387
16073,4,GER,0.0,16,2,8,9,18,6,6,0,1,2,0.308
16073,4,JPN,1.0,21,2,5,6,24,4,6,1,0,1,0.279
16073,5,GER,1.0,11,1,3,0,7,4,1,1,0,0,0.353
16073,5,JPN,0.0,6,4,3,1,4,3,1,0,1,0,0.333
16075,0,SRB,,75,23,48,29,96,27,22,2,3,9,0.146
16075,0,THA,,60,26,45,26,88,42,25,3,2,5,0.144
16075,1,SRB,0.0,18,6,5,9,26,7,4,1,0,2,0.149
16075,1,THA,1.0,17,3,15,7,20,10,6,0,1,1,0.143
16075,2,SRB,0.0,16,9,9,6,17,6,6,0,0,3,0.075
16075,2,THA,1.0,13,5,8,4,21,11,5,0,0,1,0.179
16075,3,SRB,1.0,17,0,12,7,15,4,5,1,1,3,0.138
16075,3,THA,0.0,13,6,6,5,13,9,8,1,1,1,0.156
16075,4,SRB,1.0,14,4,11,1,20,7,4,0,2,0,0.194
16075,4,THA,0.0,8,7,6,4,15,8,2,2,0,1,0.118
16075,5,SRB,1.0,10,4,11,6,18,3,3,0,0,1,0.194
16075,5,THA,0.0,9,5,10,6,19,4,4,0,0,1,0.118
16076,0,CAN,,57,39,41,28,64,16,11,1,3,12,0.269
16076,0,DOM,,57,16,50,24,59,15,7,3,1,13,0.085
16076,1,CAN,1.0,15,11,15,3,22,3,1,1,1,3,0.233
16076,1,DOM,0.0,7,5,13,7,14,1,1,1,1,4,0.081
16076,2,CAN,0.0,10,11,6,8,13,1,2,0,1,2,0.242
16076,2,DOM,1.0,12,1,11,4,12,3,1,1,0,1,0.12
16076,3,CAN,0.0,12,8,4,7,7,4,3,0,0,4,0.37
16076,3,DOM,1.0,13,1,8,6,9,3,2,0,0,4,0.13
16076,4,CAN,1.0,11,5,11,8,14,4,4,0,1,2,0.229
16076,4,DOM,0.0,15,8,10,7,14,2,3,1,0,4,0.083
16076,5,CAN,0.0,9,4,5,2,8,4,1,0,0,1,0.318
16076,5,DOM,1.0,10,1,8,0,10,6,0,0,0,0,0.0
16077,0,ITA,,76,20,28,24,50,33,18,8,4,9,0.15
16077,0,NED,,71,20,27,40,46,23,25,4,8,8,0.206
16077,1,ITA,0.0,17,5,5,6,8,3,2,2,0,5,0.25
16077,1,NED,1.0,13,3,3,9,4,5,4,0,2,2,0.381
16077,2,ITA,1.0,19,2,6,6,7,10,3,1,0,1,0.107
16077,2,NED,0.0,18,5,6,12,9,4,5,0,1,1,0.188
16077,3,ITA,1.0,17,4,9,2,15,10,5,2,1,0,0.059
16077,3,NED,0.0,14,6,6,11,13,3,8,1,2,0,0.111
16077,4,ITA,0.0,9,4,3,9,5,4,5,2,2,2,0.19
16077,4,NED,1.0,16,2,4,3,10,4,2,2,2,5,0.167
16077,5,ITA,1.0,14,5,5,1,15,6,3,1,1,1,0.172
16077,5,NED,0.0,10,4,8,5,10,7,6,1,1,0,0.25
16078,0,CHN,,44,14,19,31,37,12,16,2,3,6,0.283
16078,0,POL,,51,10,23,18,42,21,11,3,2,7,0.131
16078,1,CHN,0.0,12,5,3,9,7,5,5,0,2,4,0.296
16078,1,POL,1.0,15,2,6,4,11,7,2,2,0,4,0.208
16078,2,CHN,0.0,13,6,12,11,17,2,6,1,1,2,0.297
16078,2,POL,1.0,15,6,10,6,20,5,4,1,1,2,0.146
16078,3,CHN,0.0,19,3,4,11,13,5,5,1,0,0,0.257
16078,3,POL,1.0,21,2,7,8,11,9,5,0,1,1,0.059
16079,0,BRA,,61,13,33,34,58,11,23,3,6,9,0.153
16079,0,GER,,56,20,36,23,57,23,10,6,3,9,0.224
16079,1,BRA,1.0,17,3,14,9,20,3,11,1,0,3,0.263
16079,1,GER,0.0,15,7,10,5,20,6,3,0,1,1,0.289
16079,2,BRA,1.0,14,4,8,8,9,3,3,0,2,3,0.16
16079,2,GER,0.0,11,5,5,8,8,4,5,2,0,3,0.154
16079,3,BRA,0.0,14,1,7,11,16,4,4,2,2,1,0.083
16079,3,GER,1.0,20,2,11,7,20,5,1,2,2,4,0.293
16079,4,BRA,1.0,16,5,4,6,13,1,5,0,2,2,0.094
16079,4,GER,0.0,10,6,10,3,9,8,1,2,0,1,0.097
16080,0,JPN,,69,19,30,13,89,45,24,3,5,9,0.07
16080,0,USA,,65,24,51,31,67,36,19,5,3,12,0.154
16080,1,JPN,0.0,17,5,3,2,17,12,3,1,0,1,0.027
16080,1,USA,1.0,17,3,10,10,12,7,7,0,1,3,0.182
16080,2,JPN,1.0,19,7,8,1,25,14,11,1,0,0,0.146
16080,2,USA,0.0,15,6,15,9,12,9,4,0,1,0,0.114
16080,3,JPN,1.0,9,4,9,4,19,6,4,0,2,3,0.097
16080,3,USA,0.0,12,7,10,3,19,5,4,2,0,6,0.125
16080,4,JPN,0.0,15,2,4,5,19,11,5,1,1,5,0.026
16080,4,USA,1.0,17,4,13,5,20,10,1,1,1,3,0.189
16080,5,JPN,1.0,9,1,6,1,9,2,1,0,2,0,0.0
16080,5,USA,0.0,4,4,3,4,4,5,3,2,0,0,0.176
16083,0,DOM,,54,30,11,17,42,18,18,3,5,8,0.053
16083,0,TUR,,55,16,36,16,41,20,32,5,3,8,0.28
16083,1,DOM,0.0,14,6,3,7,10,7,3,1,1,2,0.107
16083,1,TUR,1.0,16,4,7,3,8,4,5,1,1,4,0.241
16083,2,DOM,0.0,12,11,3,4,10,2,2,2,1,3,0.03
16083,2,TUR,1.0,9,3,10,4,9,5,8,1,2,2,0.48
16083,3,DOM,1.0,16,5,2,3,11,4,9,0,1,1,0.029
16083,3,TUR,0.0,17,4,10,5,12,6,8,1,0,1,0.171
16083,4,DOM,0.0,12,8,3,3,11,5,4,0,2,2,0.053
16083,4,TUR,1.0,13,5,9,4,12,5,11,2,0,1,0.276
16084,0,CHN,,64,25,24,18,61,17,26,3,3,7,0.273
16084,0,ITA,,68,23,23,9,51,15,23,3,3,14,0.189
16084,1,CHN,1.0,14,6,5,3,17,2,4,0,3,2,0.257
16084,1,ITA,0.0,14,6,10,4,19,2,4,3,0,1,0.162
16084,2,CHN,0.0,12,9,5,4,22,4,3,1,0,2,0.262
16084,2,ITA,1.0,13,7,8,2,17,3,5,0,1,2,0.105
16084,3,CHN,1.0,17,5,7,3,16,3,5,0,0,1,0.286
16084,3,ITA,0.0,12,2,3,0,9,3,7,0,0,6,0.276
16084,4,CHN,0.0,12,2,4,6,0,4,8,1,0,2,0.294
16084,4,ITA,1.0,18,7,0,1,3,3,1,0,1,3,0.217
16084,5,CHN,0.0,9,3,3,2,6,4,6,1,0,0,0.294
16084,5,ITA,1.0,11,1,2,2,3,4,6,0,1,2,0.25
16085,0,BRA,,43,15,19,17,31,21,16,7,2,7,0.138
16085,0,USA,,44,14,18,21,32,11,10,2,7,4,0.108
16085,1,BRA,0.0,13,7,5,7,12,7,6,1,1,3,0.091
16085,1,USA,1.0,14,5,10,5,9,6,4,1,1,3,0.071
16085,2,BRA,0.0,12,6,8,5,11,3,5,3,1,2,0.094
16085,2,USA,1.0,14,5,6,8,12,1,4,1,3,1,0.115
16085,3,BRA,0.0,18,2,6,5,8,11,5,3,0,2,0.241
16085,3,USA,1.0,16,4,2,8,11,4,2,0,3,0,0.138
16087,0,GER,,60,13,37,13,65,20,20,4,5,10,0.244
16087,0,KOR,,48,21,19,23,55,19,15,5,4,10,0.139
16087,1,GER,1.0,16,6,7,2,18,4,3,1,2,1,0.235
16087,1,KOR,0.0,11,5,4,9,12,4,3,2,1,2,0.176
16087,2,GER,1.0,14,2,12,3,18,6,6,1,0,3,0.241
16087,2,KOR,0.0,11,6,7,3,14,6,3,0,1,3,0.132
16087,3,GER,0.0,16,4,13,8,16,6,7,2,1,3,0.297
16087,3,KOR,1.0,18,5,7,5,21,6,6,1,2,3,0.182
16087,4,GER,1.0,14,1,5,0,13,4,4,0,2,3,0.174
16087,4,KOR,0.0,8,5,1,6,8,3,3,2,0,2,0.036
16088,0,DOM,,47,20,25,12,53,20,16,9,3,11,0.069
16088,0,GER,,49,22,30,16,56,21,33,2,9,9,0.336
16088,1,DOM,0.0,10,3,6,3,12,6,4,3,2,4,0.061
16088,1,GER,1.0,12,3,4,3,16,3,8,2,3,3,0.31
16088,2,DOM,0.0,11,7,3,3,6,4,3,2,0,5,0.069
16088,2,GER,1.0,11,6,8,4,9,6,6,0,2,1,0.409
16088,3,DOM,1.0,13,5,10,1,23,7,5,1,0,0,0.114
16088,3,GER,0.0,11,9,8,5,16,7,11,0,1,2,0.3
16088,4,DOM,0.0,13,5,6,5,12,3,4,3,1,2,0.03
16088,4,GER,1.0,15,4,10,4,15,5,8,0,3,3,0.351
16091,0,NED,,42,7,35,20,47,16,13,0,7,9,0.25
16091,0,THA,,47,17,17,18,50,13,12,7,0,9,0.205
16091,1,NED,1.0,15,3,8,6,11,6,8,0,2,4,0.314
16091,1,THA,0.0,18,6,6,6,15,5,5,2,0,4,0.243
16091,2,NED,1.0,12,2,13,4,10,5,1,0,4,3,0.192
16091,2,THA,0.0,13,6,2,6,12,2,6,4,0,2,0.265
16091,3,NED,1.0,15,2,14,10,26,5,4,0,1,2,0.233
16091,3,THA,0.0,16,5,9,6,23,6,1,1,0,3,0.13
16092,0,POL,,72,18,48,28,61,28,31,4,4,16,0.144
16092,0,USA,,73,26,56,32,68,18,25,4,4,7,0.146
16092,1,POL,1.0,14,1,16,3,14,7,8,0,2,3,0.156
16092,1,USA,0.0,13,8,11,6,15,4,4,2,0,1,0.103
16092,2,POL,0.0,12,6,4,8,6,5,4,2,0,2,0.138
16092,2,USA,1.0,15,1,11,5,6,3,4,0,2,2,0.095
16092,3,POL,0.0,16,5,13,5,18,5,4,2,0,5,0.143
16092,3,USA,1.0,14,8,11,9,19,2,4,0,2,1,0.159
16092,4,POL,1.0,20,5,10,8,14,6,10,0,2,5,0.174
16092,4,USA,0.0,18,7,14,11,16,4,10,2,0,1,0.1
16092,5,POL,0.0,10,1,5,4,9,5,5,0,0,1,0.08
16092,5,USA,1.0,13,2,9,1,12,5,3,0,0,2,0.296
16093,0,JPN,,67,26,32,16,71,25,19,1,4,16,0.168
16093,0,TUR,,61,21,60,31,74,23,19,4,1,8,0.235
16093,1,JPN,1.0,18,5,6,5,15,6,2,0,1,3,0.143
16093,1,TUR,0.0,15,5,13,6,16,6,4,1,0,1,0.257
16093,2,JPN,1.0,16,7,10,0,22,6,5,1,1,5,0.089
16093,2,TUR,0.0,10,5,16,10,21,5,4,1,1,2,0.267
16093,3,JPN,0.0,13,5,6,5,11,6,4,0,0,2,0.143
16093,3,TUR,1.0,17,4,11,7,14,4,3,0,0,3,0.265
16093,4,JPN,0.0,14,5,5,6,11,5,8,0,0,4,0.317
16093,4,TUR,1.0,16,1,14,5,14,6,5,0,0,1,0.143
16093,5,JPN,1.0,6,4,5,0,12,2,0,0,2,2,0.143
16093,5,TUR,0.0,3,6,6,3,9,2,3,2,0,1,0.2
16094,0,CHN,,55,14,26,26,41,18,28,9,3,6,0.286
16094,0,SRB,,61,13,17,17,47,21,26,3,9,7,0.203
16094,1,CHN,0.0,7,4,14,6,11,5,4,4,0,0,0.346
16094,1,SRB,1.0,17,2,3,3,15,2,5,0,4,4,0.118
16094,2,CHN,1.0,15,3,6,5,14,4,7,1,2,2,0.273
16094,2,SRB,0.0,11,4,6,5,14,6,4,2,1,1,0.182
16094,3,CHN,0.0,19,4,3,7,13,4,10,1,1,3,0.27
16094,3,SRB,1.0,15,3,6,5,9,6,9,1,1,0,0.207
16094,4,CHN,0.0,14,3,3,8,3,5,7,3,0,1,0.261
16094,4,SRB,1.0,18,4,2,4,9,7,8,0,3,2,0.333
16095,0,BRA,,67,24,37,28,58,19,30,1,5,8,0.115
16095,0,ITA,,69,25,37,21,48,27,16,5,1,12,0.116
16095,1,BRA,0.0,16,11,8,9,17,2,6,0,2,1,0.109
16095,1,ITA,1.0,16,4,13,7,12,5,4,2,0,4,0.077
16095,2,BRA,1.0,14,2,3,7,6,5,4,0,2,2,0.174
16095,2,ITA,0.0,16,5,5,2,5,9,5,2,0,3,0.115
16095,3,BRA,0.0,10,6,15,6,14,2,10,1,0,1,0.079
16095,3,ITA,1.0,15,7,12,2,17,5,2,0,1,2,0.146
16095,4,BRA,1.0,18,3,7,5,14,6,5,0,1,3,0.152
16095,4,ITA,0.0,15,4,4,6,8,6,3,1,0,2,0.107
16095,5,BRA,1.0,9,2,4,1,7,4,5,0,0,1,0.059
16095,5,ITA,0.0,7,5,3,4,6,2,2,0,0,1,0.143
16096,0,GER,,65,21,41,27,64,28,25,4,4,8,0.166
16096,0,POL,,67,19,27,23,59,28,28,4,4,11,0.174
16096,1,GER,1.0,13,3,10,6,14,4,4,0,4,0,0.214
16096,1,POL,0.0,12,6,4,3,15,8,6,4,0,2,0.129
16096,2,GER,0.0,14,8,6,6,12,5,6,0,0,3,0.243
16096,2,POL,1.0,14,3,8,5,11,5,8,0,0,2,0.323
16096,3,GER,0.0,9,1,10,5,15,9,6,4,0,3,0.067
16096,3,POL,1.0,17,5,5,2,22,3,4,0,4,5,0.075
16096,4,GER,1.0,20,4,8,6,16,6,5,0,0,2,0.147
16096,4,POL,0.0,13,2,7,11,8,5,6,0,0,1,0.188
16096,5,GER,0.0,9,5,7,4,7,4,4,0,0,0,0.136
16096,5,POL,1.0,11,3,3,2,3,7,4,0,0,1,0.19
16099,0,BRA,,75,36,35,20,64,15,33,3,4,13,0.194
16099,0,CAN,,64,23,52,16,60,17,23,4,3,10,0.173
16099,1,BRA,1.0,18,8,6,6,9,4,9,2,2,4,0.222
16099,1,CAN,0.0,14,6,10,5,7,6,4,2,2,4,0.3
16099,2,BRA,0.0,14,10,9,3,13,2,7,1,1,3,0.231
16099,2,CAN,1.0,11,5,11,1,12,4,3,1,1,1,0.182
16099,3,BRA,0.0,15,9,6,3,11,2,6,0,1,3,0.146
16099,3,CAN,1.0,14,6,14,4,10,2,5,1,0,0,0.061
16099,4,BRA,1.0,18,4,9,4,19,4,9,0,0,2,0.256
16099,4,CAN,0.0,15,4,8,4,18,3,9,0,0,2,0.209
16099,5,BRA,0.0,10,5,5,4,12,3,2,0,0,1,0.08
16099,5,CAN,1.0,10,2,9,2,13,2,2,0,0,3,0.103
16100,0,DOM,,48,8,26,15,44,7,14,3,5,10,0.227
16100,0,KOR,,29,16,20,17,30,13,18,5,3,6,0.301
16100,1,DOM,1.0,16,5,12,5,17,1,6,0,2,3,0.235
16100,1,KOR,0.0,8,7,12,7,13,5,10,2,0,0,0.25
16100,2,DOM,1.0,17,2,8,4,16,5,4,1,1,3,0.273
16100,2,KOR,0.0,12,4,5,6,10,4,4,1,1,3,0.364
16100,3,DOM,1.0,15,1,6,6,11,1,4,2,2,4,0.143
16100,3,KOR,0.0,9,5,3,4,7,4,4,2,2,3,0.292
16101,0,THA,,32,24,11,7,32,14,26,4,2,8,0.102
16101,0,TUR,,38,11,31,5,39,20,16,2,4,4,0.1
16101,1,THA,0.0,11,7,1,2,6,2,8,1,0,5,0.032
16101,1,TUR,1.0,12,2,12,1,11,8,4,0,1,2,0.048
16101,2,THA,0.0,9,10,5,4,15,4,8,1,2,1,0.103
16101,2,TUR,1.0,12,3,10,1,13,6,4,2,1,1,0.074
16101,3,THA,0.0,12,7,5,1,11,8,10,2,0,2,0.158
16101,3,TUR,1.0,14,6,9,3,15,6,8,0,2,1,0.156
16103,0,CAN,,53,27,30,17,50,23,22,6,7,10,0.163
16103,0,ITA,,64,20,33,15,56,17,23,7,6,15,0.187
16103,1,CAN,1.0,18,5,8,1,21,4,7,1,2,2,0.171
16103,1,ITA,0.0,13,3,5,3,17,10,3,2,1,1,0.135
16103,2,CAN,0.0,11,4,4,5,6,4,5,1,2,4,0.222
16103,2,ITA,1.0,15,5,6,5,7,1,10,2,1,4,0.259
16103,3,CAN,0.0,5,10,8,5,7,5,5,2,2,0,0.222
16103,3,ITA,1.0,13,4,10,1,13,0,3,2,2,2,0.2
16103,4,CAN,1.0,14,6,9,5,15,2,2,1,0,3,0.118
16103,4,ITA,0.0,12,7,10,4,13,5,6,0,1,5,0.139
16103,5,CAN,0.0,5,2,1,1,1,8,3,1,1,1,0.0
16103,5,ITA,1.0,11,1,2,2,6,1,1,1,1,3,0.286
16104,0,GER,,51,17,28,12,41,37,25,3,5,10,0.205
16104,0,SRB,,72,15,28,21,59,14,15,5,3,13,0.156
16104,1,GER,0.0,8,7,6,3,9,10,8,0,1,1,0.233
16104,1,SRB,1.0,17,4,9,4,15,3,3,1,0,3,0.323
16104,2,GER,1.0,14,3,3,2,9,10,4,0,2,3,0.241
16104,2,SRB,0.0,17,5,2,5,13,5,5,2,0,3,0.062
16104,3,GER,0.0,11,6,3,1,7,10,5,3,2,2,0.111
16104,3,SRB,1.0,14,1,6,5,10,3,2,2,3,2,0.182
16104,4,GER,0.0,18,1,16,6,16,7,8,0,0,4,0.22
16104,4,SRB,1.0,24,5,11,7,21,3,5,0,0,5,0.1
16105,0,JPN,,55,24,14,17,47,28,25,4,6,12,0.212
16105,0,NED,,54,11,42,26,48,25,16,6,4,7,0.212
16105,1,JPN,0.0,13,6,3,5,9,8,6,1,3,3,0.176
16105,1,NED,1.0,13,2,7,5,12,6,4,3,1,2,0.345
16105,2,JPN,0.0,11,8,5,1,13,10,5,2,1,2,0.243
16105,2,NED,1.0,13,4,11,4,13,6,4,1,2,1,0.241
16105,3,JPN,1.0,15,4,3,5,15,8,7,0,1,1,0.167
16105,3,NED,0.0,16,3,11,9,14,6,5,1,0,3,0.211
16105,4,JPN,0.0,16,6,3,6,10,2,7,1,1,6,0.256
16105,4,NED,1.0,12,2,13,8,9,7,3,1,1,1,0.0
16106,0,CHN,,59,20,24,17,59,41,43,8,5,6,0.299
16106,0,DOM,,73,24,27,17,60,29,24,5,8,12,0.147
16106,1,CHN,1.0,15,4,4,6,16,10,12,0,2,0,0.263
