num_race,num_set,Country,win_or_lose,attack_scores,attack_errors,block_effective,block_errors,dig_succeeded,dig_errors,reception_succeeded,reception_errors,serve_scores,serve_errors,set_efficiency
13836,0,KOR,,42,24,18,14,40,9,21,3,1,12,0.077
13836,1,ITA,1.0,14,4,6,4,16,1,5,1,0,3,0.185
13836,1,KOR,0.0,8,7,2,2,8,1,8,0,1,4,0.031
13836,2,ITA,0.0,13,7,8,5,19,4,4,0,1,5,0.091
13836,2,KOR,1.0,11,6,9,3,17,3,3,1,0,2,0.13
13836,3,ITA,1.0,13,4,8,6,9,2,0,0,1,1,0.069
13836,3,KOR,0.0,10,7,7,4,7,2,5,1,0,1,0.121
13836,4,ITA,1.0,15,5,6,5,12,6,5,0,1,1,0.154
13836,4,KOR,0.0,13,4,0,5,8,3,5,1,0,5,0.0
13838,0,TUR,,72,13,29,25,49,10,51,5,2,12,0.062
13838,0,USA,,75,24,13,25,52,10,51,2,9,12,0.05
13838,1,TUR,0.0,15,4,4,4,11,3,12,1,1,5,0.057
13838,1,USA,1.0,14,4,3,7,15,1,9,1,1,2,0.077
13838,2,TUR,1.0,12,0,6,5,9,3,7,1,1,2,0.0
13838,2,USA,0.0,15,6,2,3,8,4,13,1,2,5,0.061
13838,3,TUR,0.0,14,3,8,6,8,2,11,0,0,2,0.1
13838,3,USA,1.0,20,7,2,5,11,1,7,0,1,2,0.1
13838,4,TUR,1.0,18,3,5,4,11,1,12,1,0,1,0.056
13838,4,USA,0.0,17,4,3,5,11,4,13,0,2,3,0.0
13838,5,TUR,0.0,13,3,6,6,10,1,9,2,0,2,0.083
13838,5,USA,1.0,9,3,3,5,7,0,9,0,3,0,0.0
13839,0,JPN,,55,22,12,24,94,14,49,2,5,6,0.034
13839,0,SRB,,64,11,34,18,87,17,39,4,2,9,0.066
13839,1,JPN,1.0,16,3,2,5,22,2,10,0,2,1,0.077
13839,1,SRB,0.0,18,4,5,7,20,6,16,2,0,3,0.174
13839,2,JPN,0.0,15,8,4,4,22,4,13,2,1,1,0.062
13839,2,SRB,1.0,13,2,9,4,17,1,7,1,2,1,0.029
13839,3,JPN,0.0,11,6,0,8,26,4,14,0,1,0,0.0
13839,3,SRB,1.0,19,2,9,4,25,3,8,1,0,2,0.045
13839,4,JPN,0.0,13,5,6,7,24,4,12,0,1,4,0.0
13839,4,SRB,1.0,14,3,11,3,25,7,8,0,0,3,0.0
13840,0,CAN,,64,18,22,14,60,13,33,4,3,17,0.035
13840,0,GER,,53,16,18,26,59,14,37,1,7,8,0.045
13840,1,CAN,0.0,11,7,7,1,9,3,6,3,2,6,0.034
13840,1,GER,1.0,8,5,2,6,13,1,7,1,4,1,0.0
13840,2,CAN,1.0,18,2,7,2,19,6,9,0,0,4,0.056
13840,2,GER,0.0,13,5,4,5,18,6,10,0,0,2,0.026
13840,3,CAN,0.0,19,6,3,6,17,3,10,0,1,3,0.026
13840,3,GER,1.0,16,2,5,8,14,5,10,0,1,3,0.054
13840,4,CAN,0.0,16,3,5,5,15,1,8,1,0,4,0.026
13840,4,GER,1.0,16,4,7,7,14,2,10,0,2,2,0.088
13841,0,DOM,,69,30,30,36,58,11,18,8,4,12,0.06
13841,0,POL,,64,24,35,32,59,17,33,4,8,13,0.158
13841,1,DOM,0.0,11,7,4,7,11,2,5,2,1,4,0.0
13841,1,POL,1.0,11,4,8,3,9,7,3,1,2,3,0.185
13841,2,DOM,1.0,23,8,5,10,20,4,5,2,2,4,0.137
13841,2,POL,0.0,22,7,8,9,18,4,12,2,2,6,0.157
13841,3,DOM,1.0,15,5,11,11,14,1,4,0,1,2,0.0
13841,3,POL,0.0,13,8,11,8,20,3,7,1,0,1,0.171
13841,4,DOM,0.0,9,9,4,6,7,1,3,3,0,1,0.037
13841,4,POL,1.0,12,1,7,7,8,0,7,0,3,3,0.143
13841,5,DOM,1.0,11,1,6,2,6,3,1,1,0,1,0.125
13841,5,POL,0.0,6,4,1,5,4,3,4,0,1,0,0.111
13842,0,BRA,,60,17,20,26,49,14,24,4,1,4,0.074
13842,0,THA,,63,23,21,22,41,11,31,1,4,11,0.136
13842,1,BRA,1.0,13,4,9,5,16,1,4,1,0,1,0.0
13842,1,THA,0.0,12,10,8,2,12,3,6,0,1,2,0.135
13842,2,BRA,1.0,18,2,4,7,13,5,7,2,1,1,0.114
13842,2,THA,0.0,17,6,5,7,13,2,11,1,2,0,0.175
13842,3,BRA,0.0,13,8,4,7,10,2,7,0,0,1,0.1
13842,3,THA,1.0,16,5,4,5,8,2,7,0,0,5,0.167
13842,4,BRA,1.0,16,3,3,7,10,6,6,1,0,1,0.091
13842,4,THA,0.0,18,2,4,8,8,4,7,0,1,4,0.061
13845,0,GER,,50,22,15,11,66,18,32,3,3,8,0.033
13845,0,USA,,51,16,30,21,58,12,22,3,6,8,0.031
13845,1,GER,0.0,11,7,4,4,14,4,9,0,0,3,0.056
13845,1,USA,1.0,13,3,10,4,12,4,4,0,2,3,0.067
13845,2,GER,0.0,8,5,3,2,7,7,9,1,1,2,0.03
13845,2,USA,1.0,15,3,7,3,16,2,2,1,2,1,0.08
13845,3,GER,1.0,14,3,5,1,20,3,4,1,1,2,0.029
13845,3,USA,0.0,7,9,5,7,12,2,7,1,1,1,0.0
13845,4,GER,0.0,17,7,3,4,25,4,10,1,1,1,0.021
13845,4,USA,1.0,16,1,8,7,18,4,9,1,1,3,0.0
13846,0,CAN,,62,26,27,22,80,11,32,7,5,11,0.0
13846,0,NED,,54,21,18,20,82,16,45,2,7,6,0.017
13846,1,CAN,1.0,15,6,8,2,15,3,6,2,2,3,0.0
13846,1,NED,0.0,11,5,4,2,18,4,8,1,2,2,0.0
13846,2,CAN,0.0,15,6,7,6,22,2,8,2,2,4,0.0
13846,2,NED,1.0,15,6,3,4,24,6,13,0,2,2,0.021
13846,3,CAN,0.0,16,8,6,8,25,2,9,2,0,2,0.0
13846,3,NED,1.0,13,7,9,10,21,3,11,0,2,1,0.0
13846,4,CAN,0.0,16,6,6,6,18,4,9,1,1,2,0.0
13846,4,NED,1.0,15,3,2,4,19,3,13,1,1,1,0.051
13847,0,CHN,,55,15,33,28,44,11,22,4,4,9,0.085
13847,0,KOR,,47,25,15,18,47,10,18,4,4,8,0.071
13847,1,CHN,1.0,14,3,12,6,17,1,2,1,1,1,0.097
13847,1,KOR,0.0,8,8,2,3,13,2,6,1,1,2,0.051
13847,2,CHN,0.0,10,4,10,9,6,1,10,1,0,2,0.083
13847,2,KOR,1.0,15,5,4,4,11,2,4,0,1,3,0.029
13847,3,CHN,1.0,14,4,6,5,9,5,3,0,2,3,0.038
13847,3,KOR,0.0,10,7,5,6,9,2,4,2,0,1,0.097
13847,4,CHN,1.0,17,4,5,8,12,4,7,2,1,3,0.111
13847,4,KOR,0.0,14,5,4,5,14,4,4,1,2,2,0.111
13848,0,ITA,,50,5,17,12,36,12,16,0,7,7,0.111
13848,0,THA,,34,14,4,10,26,10,16,7,0,3,0.082
13848,1,ITA,1.0,19,2,4,4,13,5,7,0,2,3,0.061
13848,1,THA,0.0,15,3,2,4,9,4,5,2,0,1,0.061
13848,2,ITA,1.0,13,1,8,5,9,3,4,0,3,2,0.2
13848,2,THA,0.0,11,8,0,2,7,3,6,3,0,0,0.029
13848,3,ITA,1.0,18,2,5,3,14,4,5,0,2,2,0.094
13848,3,THA,0.0,8,3,2,4,10,3,5,2,0,2,0.167
13850,0,SRB,,67,32,31,38,56,23,47,3,6,9,0.096
13850,0,USA,,66,26,48,33,57,21,34,6,3,8,0.159
13850,1,SRB,1.0,19,5,8,9,14,7,13,1,2,4,0.1
13850,1,USA,0.0,17,5,8,9,15,6,8,2,1,3,0.207
13850,2,SRB,1.0,13,5,10,6,14,7,8,1,2,2,0.259
13850,2,USA,0.0,14,6,12,8,14,4,7,2,1,3,0.208
13850,3,SRB,0.0,14,10,3,8,9,3,8,0,0,1,0.038
13850,3,USA,1.0,14,5,15,5,8,5,7,0,0,0,0.2
13850,4,SRB,0.0,10,5,7,11,6,5,12,1,1,1,0.0
13850,4,USA,1.0,16,7,6,3,12,3,7,1,1,2,0.069
13850,5,SRB,1.0,11,7,3,4,13,1,6,0,1,1,0.074
13850,5,USA,0.0,5,3,7,8,8,3,5,1,0,0,0.105
13851,0,BRA,,64,15,44,21,59,20,20,5,3,9,0.265
13851,0,JPN,,59,24,28,17,46,28,23,3,5,10,0.303
13851,1,BRA,1.0,19,5,15,2,23,3,4,1,1,7,0.163
13851,1,JPN,0.0,11,7,10,6,17,8,5,1,1,2,0.286
13851,2,BRA,1.0,18,5,10,5,16,10,7,1,0,1,0.35
13851,2,JPN,0.0,19,6,7,2,11,8,7,0,1,4,0.424
13851,3,BRA,0.0,11,5,8,8,12,3,5,3,1,0,0.226
13851,3,JPN,1.0,16,6,9,3,12,3,3,1,3,2,0.314
13851,4,BRA,1.0,16,0,11,6,8,4,4,0,1,1,0.364
13851,4,JPN,0.0,13,5,2,6,6,9,8,1,0,2,0.2
13852,0,THA,,51,23,20,17,36,31,24,6,3,9,0.231
13852,0,TUR,,58,12,44,24,41,21,27,3,6,10,0.267
13852,1,THA,1.0,14,6,8,5,11,4,5,1,1,2,0.143
13852,1,TUR,0.0,14,6,14,9,12,4,8,1,1,4,0.238
13852,2,THA,0.0,12,7,4,4,14,7,6,2,0,3,0.211
13852,2,TUR,1.0,13,1,15,4,14,8,3,0,2,2,0.125
13852,3,THA,0.0,13,4,2,5,8,12,5,0,1,2,0.273
13852,3,TUR,1.0,18,2,9,5,8,3,8,1,0,2,0.333
13852,4,THA,0.0,12,6,6,3,3,8,8,3,1,2,0.318
13852,4,TUR,1.0,13,3,6,6,7,6,8,1,3,2,0.385
13853,0,CHN,,54,15,35,26,61,12,30,8,2,6,0.224
13853,0,ITA,,68,23,25,17,71,18,44,2,8,9,0.15
13853,1,CHN,0.0,12,5,7,3,16,4,7,1,0,2,0.258
13853,1,ITA,1.0,17,7,7,5,16,4,10,0,1,3,0.189
13853,2,CHN,0.0,11,3,9,5,13,4,6,3,1,1,0.129
13853,2,ITA,1.0,17,4,5,3,16,5,8,1,3,3,0.059
13853,3,CHN,1.0,16,4,15,6,22,3,7,3,0,2,0.19
13853,3,ITA,0.0,15,8,6,3,26,6,11,0,3,2,0.188
13853,4,CHN,0.0,15,3,4,12,10,1,10,1,1,1,0.333
13853,4,ITA,1.0,19,4,7,6,13,3,15,1,1,1,0.147
13854,0,BRA,,59,22,34,23,44,26,30,5,2,5,0.208
13854,0,SRB,,53,20,35,23,42,28,25,2,5,6,0.211
13854,1,BRA,0.0,9,11,3,5,13,5,9,2,1,1,0.219
13854,1,SRB,1.0,11,3,9,3,13,6,4,1,2,0,0.179
13854,2,BRA,1.0,14,1,9,4,6,8,6,1,1,1,0.192
13854,2,SRB,0.0,14,6,5,5,7,5,4,1,1,3,0.12
13854,3,BRA,1.0,18,6,8,7,12,6,11,2,0,2,0.211
13854,3,SRB,0.0,14,6,10,8,8,7,8,0,2,1,0.171
13854,4,BRA,1.0,18,4,14,7,13,7,4,0,0,1,0.206
13854,4,SRB,0.0,14,5,11,7,14,10,9,0,0,2,0.325
13855,0,ITA,,47,12,24,20,54,11,25,2,2,9,0.144
13855,0,TUR,,41,16,33,16,41,16,32,2,2,8,0.141
13855,1,ITA,1.0,17,4,8,7,17,2,7,0,1,5,0.158
13855,1,TUR,0.0,9,6,10,8,13,5,7,1,0,1,0.167
13855,2,ITA,1.0,18,4,9,7,21,5,12,0,0,2,0.15
13855,2,TUR,0.0,19,4,12,3,17,5,11,0,0,5,0.1
13855,3,ITA,1.0,12,4,7,6,16,4,6,2,1,2,0.121
13855,3,TUR,0.0,13,6,11,5,11,6,14,1,2,2,0.172
13856,0,SRB,,52,19,30,19,51,11,22,3,2,5,0.076
13856,0,TUR,,37,19,34,23,43,17,20,2,3,1,0.069
13856,1,SRB,1.0,20,5,7,6,13,4,8,1,1,2,0.103
13856,1,TUR,0.0,15,5,6,9,11,7,7,1,1,0,0.032
13856,2,SRB,1.0,14,7,11,8,17,1,7,0,1,1,0.056
13856,2,TUR,0.0,9,8,13,8,15,2,7,1,0,1,0.059
13856,3,SRB,1.0,18,7,12,5,21,6,7,2,0,2,0.07
13856,3,TUR,0.0,13,6,15,6,17,8,6,0,2,0,0.111
16024,0,GER,,48,20,37,18,42,16,23,6,9,6,0.205
16024,0,NED,,58,18,29,15,39,15,13,9,6,15,0.104
16024,1,GER,1.0,14,5,10,6,15,1,4,2,4,1,0.152
16024,1,NED,0.0,13,2,7,5,9,2,3,4,2,5,0.088
16024,2,GER,1.0,11,2,7,7,10,5,6,1,3,1,0.233
16024,2,NED,0.0,18,4,9,4,11,4,5,3,1,3,0.135
16024,3,GER,0.0,10,7,13,3,8,6,5,1,0,3,0.156
16024,3,NED,1.0,14,7,9,3,10,6,1,0,1,3,0.031
16024,4,GER,1.0,13,6,7,2,9,4,8,2,2,1,0.281
16024,4,NED,0.0,13,5,4,3,9,3,4,2,2,4,0.161
16026,0,ITA,,71,24,42,17,69,27,22,2,7,13,0.162
16026,0,THA,,68,32,32,21,70,24,27,7,2,10,0.206
16026,1,ITA,0.0,15,7,8,3,13,5,6,0,1,2,0.152
16026,1,THA,1.0,14,5,7,6,14,4,7,1,0,3,0.314
16026,2,ITA,1.0,10,3,7,3,11,3,3,1,2,3,0.13
16026,2,THA,0.0,10,8,4,4,11,5,4,2,1,4,0.25
16026,3,ITA,0.0,17,8,9,5,19,8,6,1,2,1,0.119
16026,3,THA,1.0,18,6,8,4,19,5,6,2,1,2,0.146
16026,4,ITA,1.0,21,5,12,5,17,7,5,0,0,6,0.233
16026,4,THA,0.0,17,8,8,4,16,9,8,0,0,1,0.2
16026,5,ITA,1.0,8,1,6,1,9,4,2,0,2,1,0.158
16026,5,THA,0.0,9,5,5,3,10,1,2,2,0,0,0.091
16027,0,CAN,,68,24,53,28,69,15,13,4,3,13,0.145
16027,0,POL,,63,25,42,26,68,18,15,3,4,10,0.166
16027,1,CAN,1.0,18,7,17,11,22,0,2,0,0,0,0.128
16027,1,POL,0.0,13,6,11,11,16,4,2,0,0,1,0.146
16027,2,CAN,0.0,15,4,8,6,10,5,5,1,1,3,0.138
16027,2,POL,1.0,17,3,6,4,10,4,4,1,1,3,0.194
16027,3,CAN,1.0,14,7,12,4,19,3,3,1,1,1,0.216
16027,3,POL,0.0,11,8,13,4,18,3,2,1,1,2,0.209
16027,4,CAN,0.0,12,6,10,3,12,3,3,0,1,6,0.1
16027,4,POL,1.0,12,6,8,4,14,6,4,1,0,3,0.094
16027,5,CAN,0.0,9,0,6,4,6,4,0,2,0,3,0.118
16027,5,POL,1.0,10,2,4,3,10,1,3,0,2,1,0.182
16029,0,BRA,,69,19,22,4,49,1,38,4,2,13,0.094
16029,0,CHN,,68,21,17,10,59,3,33,2,4,10,0.086
16029,1,BRA,0.0,16,6,6,1,11,1,10,1,0,2,0.188
16029,1,CHN,1.0,16,4,3,1,11,1,10,0,1,2,0.097
16029,2,BRA,1.0,14,4,4,1,14,0,10,1,1,2,0.161
16029,2,CHN,0.0,14,6,5,2,12,1,6,1,1,2,0.171
16029,3,BRA,0.0,16,4,8,1,9,0,6,1,0,5,0.0
16029,3,CHN,1.0,14,4,3,2,21,0,3,0,1,0,0.067
16029,4,BRA,1.0,15,3,4,1,12,0,8,0,1,2,0.071
16029,4,CHN,0.0,15,5,4,3,10,0,8,1,0,4,0.033
16029,5,BRA,0.0,8,2,0,0,3,0,4,1,0,2,0.0
16029,5,CHN,1.0,9,2,2,2,5,1,6,0,1,2,0.0
16030,0,SRB,,61,23,29,29,52,23,17,5,6,10,0.145
16030,0,USA,,67,19,41,18,59,28,17,6,5,13,0.085
16030,1,SRB,0.0,13,6,6,8,14,6,7,1,1,2,0.108
16030,1,USA,1.0,16,5,8,2,16,5,2,1,1,1,0.061
16030,2,SRB,1.0,16,4,9,4,10,5,2,0,0,2,0.194
16030,2,USA,0.0,13,6,8,3,16,10,5,0,0,2,0.081
16030,3,SRB,1.0,14,4,5,7,12,5,4,1,3,2,0.226
16030,3,USA,0.0,14,4,10,5,9,7,4,3,1,3,0.037
16030,4,SRB,0.0,12,6,4,6,9,5,3,1,1,3,0.107
16030,4,USA,1.0,15,2,10,5,9,3,3,1,1,5,0.12
16030,5,SRB,0.0,6,3,5,4,7,2,1,2,1,1,0.056
16030,5,USA,1.0,9,2,5,3,9,3,3,1,2,2,0.15
16031,0,KOR,,28,11,13,12,29,18,6,4,1,8,0.124
16031,0,TUR,,51,12,24,12,46,11,7,1,4,14,0.253
16031,1,KOR,0.0,7,3,2,5,6,3,1,1,0,3,0.071
16031,1,TUR,1.0,17,3,7,3,15,3,3,0,1,4,0.308
16031,2,KOR,0.0,8,3,5,3,9,9,2,1,1,0,0.214
16031,2,TUR,1.0,20,2,8,4,16,1,2,1,1,6,0.242
16031,3,KOR,0.0,13,5,6,4,14,6,3,2,0,5,0.091
16031,3,TUR,1.0,14,7,9,5,15,7,2,0,2,4,0.222
16034,0,BRA,,43,19,19,8,37,1,18,3,7,6,0.056
16034,0,NED,,34,17,14,4,38,4,7,7,3,7,0.056
16034,1,BRA,1.0,16,5,6,3,13,0,7,1,3,2,0.032
16034,1,NED,0.0,13,3,4,2,13,3,1,3,1,3,0.097
16034,2,BRA,1.0,14,7,5,2,14,0,8,2,4,2,0.03
16034,2,NED,0.0,12,6,6,1,13,1,2,4,2,1,0.032
16034,3,BRA,1.0,13,7,8,3,10,1,3,0,0,2,0.12
16034,3,NED,0.0,9,8,4,1,12,0,4,0,0,3,0.036
16035,0,CAN,,34,14,33,15,52,31,9,6,1,4,0.292
16035,0,THA,,45,20,28,9,58,26,19,1,6,5,0.2
16035,1,CAN,0.0,12,6,5,3,18,10,2,2,0,2,0.325
16035,1,THA,1.0,13,3,10,5,18,7,8,0,2,2,0.219
16035,2,CAN,0.0,12,6,12,7,15,8,3,3,0,2,0.273
16035,2,THA,1.0,15,10,8,3,17,9,7,0,3,2,0.231
16035,3,CAN,0.0,10,2,16,5,19,13,4,1,1,0,0.275
16035,3,THA,1.0,17,7,10,1,23,10,4,1,1,1,0.159
16036,0,ITA,,47,21,31,23,39,16,16,6,5,14,0.179
16036,0,POL,,52,18,37,21,57,15,14,5,6,7,0.109
16036,1,ITA,1.0,17,4,9,6,11,2,7,0,3,3,0.2
16036,1,POL,0.0,13,4,7,9,10,4,6,3,0,1,0.138
16036,2,ITA,0.0,12,7,11,4,11,6,3,1,0,3,0.241
16036,2,POL,1.0,13,5,8,4,15,6,3,0,1,3,0.111
16036,3,ITA,0.0,8,6,9,4,10,4,4,3,1,3,0.156
16036,3,POL,1.0,13,5,14,4,22,3,3,1,3,0,0.129
16036,4,ITA,0.0,10,4,2,9,7,4,2,2,1,5,0.111
16036,4,POL,1.0,13,4,8,4,10,2,2,1,2,3,0.043
16037,0,SRB,,52,15,20,21,38,17,9,8,1,13,0.074
16037,0,TUR,,61,12,39,22,47,17,20,1,8,12,0.17
16037,1,SRB,1.0,14,3,7,7,10,7,0,1,1,1,0.069
16037,1,TUR,0.0,19,4,11,6,10,6,7,1,1,6,0.114
16037,2,SRB,0.0,12,7,6,2,12,4,1,2,0,4,0.061
16037,2,TUR,1.0,12,3,12,5,16,3,2,0,2,2,0.25
16037,3,SRB,0.0,12,2,2,6,9,4,4,5,0,4,0.067
16037,3,TUR,1.0,13,0,8,5,9,3,6,0,5,3,0.143
16037,4,SRB,0.0,14,3,5,6,7,2,4,0,0,4,0.1
16037,4,TUR,1.0,17,5,8,6,12,5,5,0,0,1,0.179
16038,0,CHN,,49,8,15,6,48,3,19,5,0,4,0.108
16038,0,GER,,44,14,14,8,36,1,20,0,5,9,0.127
16038,1,CHN,1.0,16,3,10,3,17,1,6,1,0,2,0.0
16038,1,GER,0.0,13,5,5,0,12,1,7,0,1,4,0.114
16038,2,CHN,1.0,20,2,2,1,15,1,9,3,0,2,0.207
16038,2,GER,0.0,13,4,3,1,9,0,6,0,3,1,0.107
16038,3,CHN,1.0,13,3,3,2,16,1,4,1,0,0,0.125
16038,3,GER,0.0,18,5,6,7,15,0,7,0,1,4,0.154
16039,0,DOM,,61,15,31,16,70,1,17,6,6,10,0.043
16039,0,NED,,62,22,31,19,68,3,22,6,6,15,0.081
16039,1,DOM,1.0,17,4,7,5,18,0,3,2,2,0,0.097
16039,1,NED,0.0,11,3,6,2,11,0,5,2,2,2,0.061
16039,2,DOM,0.0,12,3,8,5,10,0,5,0,1,4,0.034
16039,2,NED,1.0,16,5,10,4,14,2,5,1,0,3,0.103
16039,3,DOM,1.0,11,1,3,3,11,1,2,1,2,4,0.087
16039,3,NED,0.0,12,5,2,7,8,0,4,2,1,6,0.12
16039,4,DOM,0.0,14,6,7,3,20,0,5,2,0,2,0.0
16039,4,NED,1.0,14,3,9,3,21,1,4,0,2,3,0.028
16039,5,DOM,1.0,7,1,6,0,11,0,2,1,1,0,0.0
16039,5,NED,0.0,9,6,4,3,14,0,4,1,1,1,0.115
16040,0,POL,,40,14,22,11,40,11,6,0,6,6,0.091
16040,0,THA,,31,18,13,14,27,14,19,6,0,7,0.062
16040,1,POL,1.0,12,5,8,5,12,5,4,0,2,2,0.107
16040,1,THA,0.0,13,6,3,6,10,2,7,2,0,4,0.091
16040,2,POL,1.0,15,5,7,1,10,4,0,0,3,1,0.071
16040,2,THA,0.0,10,3,4,4,7,6,8,3,0,2,0.074
16040,3,POL,1.0,13,4,7,5,18,2,2,0,1,3,0.094
16040,3,THA,0.0,8,9,6,4,10,6,4,1,0,1,0.028
16042,0,CAN,,42,9,37,13,35,20,4,1,3,4,0.241
16042,0,KOR,,35,17,7,9,30,26,9,3,1,8,0.054
16042,1,CAN,1.0,14,2,10,3,8,9,1,0,1,1,0.364
16042,1,KOR,0.0,13,4,0,3,9,9,4,1,0,4,0.083
16042,2,CAN,1.0,12,4,15,4,12,6,2,0,2,1,0.222
16042,2,KOR,0.0,10,7,2,2,9,7,3,2,0,1,0.029
16042,3,CAN,1.0,16,3,12,6,15,5,1,1,0,2,0.167
16042,3,KOR,0.0,12,6,5,4,12,10,2,0,1,3,0.05
16043,0,ITA,,60,23,29,23,54,14,7,3,4,15,0.028
16043,0,USA,,58,16,39,18,55,23,11,4,3,14,0.116
16043,1,ITA,0.0,8,4,4,4,12,2,1,1,0,4,0.071
16043,1,USA,1.0,15,3,6,3,13,1,1,0,1,5,0.12
16043,2,ITA,1.0,18,0,10,3,11,4,0,0,1,2,0.0
16043,2,USA,0.0,11,5,6,5,11,5,3,1,0,1,0.032
16043,3,ITA,1.0,16,5,8,5,13,3,3,1,1,4,0.029
16043,3,USA,0.0,12,5,10,7,12,7,4,1,1,2,0.212
16043,4,ITA,0.0,10,8,4,7,8,2,0,1,2,4,0.0
16043,4,USA,1.0,12,3,9,0,12,7,1,2,1,5,0.083
16043,5,ITA,0.0,8,6,3,4,10,3,3,0,0,1,0.043
16043,5,USA,1.0,8,0,8,3,7,3,2,0,0,1,0.125
16044,0,BRA,,56,25,26,21,58,4,38,3,4,11,0.058
16044,0,DOM,,54,26,35,15,52,1,22,4,3,11,0.081
16044,1,BRA,1.0,17,2,6,8,10,3,14,1,1,2,0.03
16044,1,DOM,0.0,19,6,5,4,17,1,4,1,1,2,0.056
16044,2,BRA,0.0,11,7,3,6,11,1,5,1,0,4,0.033
16044,2,DOM,1.0,12,4,8,4,12,0,2,0,1,4,0.148
16044,3,BRA,1.0,14,6,9,4,18,0,11,1,2,1,0.028
16044,3,DOM,0.0,12,7,12,4,10,0,8,2,1,2,0.069
16044,4,BRA,1.0,14,10,8,3,19,0,8,0,1,4,0.128
16044,4,DOM,0.0,11,9,10,3,13,0,8,1,0,3,0.062
16046,0,POL,,44,15,35,12,41,21,16,3,2,10,0.019
16046,0,SRB,,37,23,25,23,33,12,10,2,3,11,0.037
16046,1,POL,1.0,10,5,11,3,8,6,3,1,2,2,0.0
16046,1,SRB,0.0,8,11,4,7,6,3,3,2,1,2,0.065
16046,2,POL,1.0,17,6,11,3,19,6,5,1,0,3,0.047
16046,2,SRB,0.0,11,5,11,10,13,2,4,0,1,3,0.056
16046,3,POL,1.0,17,4,13,6,14,9,8,1,0,5,0.0
16046,3,SRB,0.0,18,7,10,6,14,7,3,0,1,6,0.0
16048,0,KOR,,36,25,13,8,39,16,9,5,0,7,0.055
16048,0,USA,,37,5,36,16,34,17,7,0,5,9,0.089
16048,1,KOR,0.0,12,8,3,3,12,5,1,0,0,3,0.053
16048,1,USA,1.0,12,2,13,3,13,6,2,0,0,2,0.08
16048,2,KOR,0.0,16,7,8,3,17,4,4,2,0,3,0.077
16048,2,USA,1.0,14,2,13,9,13,7,4,0,2,5,0.057
16048,3,KOR,0.0,8,10,2,2,10,7,4,3,0,1,0.03
16048,3,USA,1.0,11,1,10,4,8,4,1,0,3,2,0.158
16049,0,ITA,,38,23,16,12,29,11,17,2,3,7,0.095
16049,0,TUR,,43,10,30,18,26,12,9,2,2,11,0.089
16049,1,ITA,0.0,12,6,2,3,8,2,2,1,1,3,0.077
16049,1,TUR,1.0,14,1,8,6,6,4,4,1,1,5,0.095
16049,2,ITA,0.0,14,8,7,5,10,5,9,0,2,2,0.118
16049,2,TUR,1.0,16,4,10,5,11,5,3,1,0,4,0.033
16049,3,ITA,0.0,12,9,7,4,11,4,6,1,0,2,0.086
16049,3,TUR,1.0,13,5,12,7,9,3,2,0,1,2,0.143
16052,0,KOR,,41,21,21,18,44,14,11,3,3,6,0.102
16052,0,THA,,48,11,48,14,57,20,10,3,3,6,0.145
16052,1,KOR,0.0,10,7,4,5,15,3,7,2,1,2,0.128
16052,1,THA,1.0,14,4,14,3,22,5,5,1,2,1,0.189
16052,2,KOR,0.0,17,6,5,7,11,7,3,0,1,3,0.152
16052,2,THA,1.0,19,4,18,6,17,9,3,1,0,2,0.075
16052,3,KOR,0.0,14,8,12,6,18,4,1,1,1,1,0.023
16052,3,THA,1.0,15,3,16,5,18,6,2,1,1,3,0.175
16053,0,CHN,,49,13,20,10,45,0,13,5,3,3,0.02
16053,0,JPN,,46,16,12,3,40,1,13,3,5,10,0.143
16053,1,CHN,1.0,19,3,6,2,16,0,2,1,1,2,0.0
16053,1,JPN,0.0,12,3,4,2,11,1,2,1,1,2,0.194
16053,2,CHN,1.0,16,6,6,4,17,0,6,2,1,1,0.0
16053,2,JPN,0.0,15,7,5,1,16,0,8,1,2,3,0.135
16053,3,CHN,1.0,14,4,8,4,12,0,5,2,1,0,0.065
16053,3,JPN,0.0,19,6,3,0,13,0,3,1,2,5,0.108
16054,0,CAN,,65,20,39,32,60,28,16,5,4,13,0.078
16054,0,SRB,,68,26,54,25,69,29,25,4,5,6,0.073
16054,1,CAN,0.0,12,6,7,7,13,7,4,0,0,4,0.125
16054,1,SRB,1.0,14,5,14,2,17,8,4,0,0,1,0.171
16054,2,CAN,1.0,17,7,13,8,16,2,3,1,1,7,0.061
16054,2,SRB,0.0,11,8,15,8,16,6,5,1,1,1,0.051
16054,3,CAN,1.0,14,3,8,7,12,7,4,2,2,1,0.031
16054,3,SRB,0.0,16,7,8,7,14,4,7,2,2,2,0.027
16054,4,CAN,0.0,15,3,6,7,11,8,5,2,0,1,0.088
16054,4,SRB,1.0,17,2,6,7,12,7,5,0,2,1,0.031
16054,5,CAN,1.0,7,1,5,3,8,4,0,0,1,0,0.08
16054,5,SRB,0.0,10,4,11,1,10,4,4,1,0,1,0.091
16055,0,TUR,,61,20,48,27,57,26,17,3,8,10,0.056
16055,0,USA,,62,22,36,18,49,31,18,8,3,11,0.055
16055,1,TUR,0.0,12,5,10,4,12,9,4,2,2,2,0.031
16055,1,USA,1.0,15,5,9,3,10,9,5,2,2,3,0.03
