Unnamed: 0,Player No,Player Name,Position,Digs,Errors,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
6,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,,DOM,DIG,1,16,16066,0.0
7,4,Peralta Luna Vielka Michelle ,OH,0,0,0,,DOM,DIG,1,16,16066,0.0
8,8,Tapia Cruz Alondra Denis ,O,0,0,0,,DOM,DIG,1,16,16066,0.0
9,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,,DOM,DIG,1,16,16066,0.0
10,11,Gonzalez Geraldine Sthefany ,MB,0,1,1,-100.0,DOM,DIG,1,16,16066,0.0
11,12,Perez Javier Yokaty ,S,0,1,1,-100.0,DOM,DIG,1,16,16066,0.0
12,20,Martinez Brayelin Elizabeth ,OH,0,1,2,-50.0,DOM,DIG,1,16,16066,0.0
13,25,Martinez Caro Larysmer ,OH,0,0,0,,DOM,DIG,1,16,16066,0.0
0,5,Castillo Brenda ,L,4,1,5,60.0,DOM,DIG,2,25,16066,1.0
1,16,Peña Isabel Yonkaira Paola ,OH,3,1,4,50.0,DOM,DIG,2,25,16066,1.0
2,20,Martinez Brayelin Elizabeth ,OH,2,1,3,33.33,DOM,DIG,2,25,16066,1.0
3,7,Marte Frica Niverka Dharlenis (C),S,1,0,1,100.0,DOM,DIG,2,25,16066,1.0
4,11,Gonzalez Geraldine Sthefany ,MB,1,0,1,100.0,DOM,DIG,2,25,16066,1.0
5,23,Gonzalez Lopez Gaila Ceneida ,O,1,3,4,-50.0,DOM,DIG,2,25,16066,1.0
6,25,Martinez Caro Larysmer ,OH,1,0,1,100.0,DOM,DIG,2,25,16066,1.0
7,2,Rodriguez Duran Yaneirys ,L,0,0,0,,DOM,DIG,2,25,16066,1.0
8,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,,DOM,DIG,2,25,16066,1.0
9,4,Peralta Luna Vielka Michelle ,OH,0,0,0,,DOM,DIG,2,25,16066,1.0
10,8,Tapia Cruz Alondra Denis ,O,0,0,0,,DOM,DIG,2,25,16066,1.0
11,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,,DOM,DIG,2,25,16066,1.0
12,12,Perez Javier Yokaty ,S,0,0,0,,DOM,DIG,2,25,16066,1.0
13,21,Martinez Jineiry ,MB,0,0,0,,DOM,DIG,2,25,16066,1.0
0,7,Marte Frica Niverka Dharlenis (C),S,5,1,6,66.67,DOM,DIG,3,25,16066,1.0
1,5,Castillo Brenda ,L,4,2,6,33.33,DOM,DIG,3,25,16066,1.0
2,16,Peña Isabel Yonkaira Paola ,OH,4,2,6,33.33,DOM,DIG,3,25,16066,1.0
3,20,Martinez Brayelin Elizabeth ,OH,2,0,2,100.0,DOM,DIG,3,25,16066,1.0
4,2,Rodriguez Duran Yaneirys ,L,0,0,0,,DOM,DIG,3,25,16066,1.0
5,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,,DOM,DIG,3,25,16066,1.0
6,4,Peralta Luna Vielka Michelle ,OH,0,0,0,,DOM,DIG,3,25,16066,1.0
7,8,Tapia Cruz Alondra Denis ,O,0,0,0,,DOM,DIG,3,25,16066,1.0
8,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,,DOM,DIG,3,25,16066,1.0
9,11,Gonzalez Geraldine Sthefany ,MB,0,0,0,,DOM,DIG,3,25,16066,1.0
10,12,Perez Javier Yokaty ,S,0,0,0,,DOM,DIG,3,25,16066,1.0
11,21,Martinez Jineiry ,MB,0,0,0,,DOM,DIG,3,25,16066,1.0
12,23,Gonzalez Lopez Gaila Ceneida ,O,0,0,0,,DOM,DIG,3,25,16066,1.0
13,25,Martinez Caro Larysmer ,OH,0,0,0,,DOM,DIG,3,25,16066,1.0
0,5,Castillo Brenda ,L,4,0,4,100.0,DOM,DIG,4,22,16066,0.0
1,7,Marte Frica Niverka Dharlenis (C),S,4,0,6,66.67,DOM,DIG,4,22,16066,0.0
2,20,Martinez Brayelin Elizabeth ,OH,4,2,6,33.33,DOM,DIG,4,22,16066,0.0
3,16,Peña Isabel Yonkaira Paola ,OH,3,1,4,50.0,DOM,DIG,4,22,16066,0.0
4,23,Gonzalez Lopez Gaila Ceneida ,O,2,0,2,100.0,DOM,DIG,4,22,16066,0.0
5,21,Martinez Jineiry ,MB,1,0,1,100.0,DOM,DIG,4,22,16066,0.0
6,2,Rodriguez Duran Yaneirys ,L,0,0,0,,DOM,DIG,4,22,16066,0.0
7,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,,DOM,DIG,4,22,16066,0.0
8,4,Peralta Luna Vielka Michelle ,OH,0,1,1,-100.0,DOM,DIG,4,22,16066,0.0
9,8,Tapia Cruz Alondra Denis ,O,0,0,0,,DOM,DIG,4,22,16066,0.0
10,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,,DOM,DIG,4,22,16066,0.0
11,11,Gonzalez Geraldine Sthefany ,MB,0,0,0,,DOM,DIG,4,22,16066,0.0
12,12,Perez Javier Yokaty ,S,0,0,0,,DOM,DIG,4,22,16066,0.0
13,25,Martinez Caro Larysmer ,OH,0,0,0,,DOM,DIG,4,22,16066,0.0
0,5,Castillo Brenda ,L,1,1,2,0.0,DOM,DIG,5,10,16066,0.0
1,7,Marte Frica Niverka Dharlenis (C),S,1,0,1,100.0,DOM,DIG,5,10,16066,0.0
2,16,Peña Isabel Yonkaira Paola ,OH,1,0,1,100.0,DOM,DIG,5,10,16066,0.0
3,20,Martinez Brayelin Elizabeth ,OH,1,1,3,0.0,DOM,DIG,5,10,16066,0.0
4,2,Rodriguez Duran Yaneirys ,L,0,0,0,,DOM,DIG,5,10,16066,0.0
5,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,,DOM,DIG,5,10,16066,0.0
6,4,Peralta Luna Vielka Michelle ,OH,0,0,0,,DOM,DIG,5,10,16066,0.0
7,8,Tapia Cruz Alondra Denis ,O,0,0,0,,DOM,DIG,5,10,16066,0.0
8,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,,DOM,DIG,5,10,16066,0.0
9,11,Gonzalez Geraldine Sthefany ,MB,0,0,0,,DOM,DIG,5,10,16066,0.0
10,12,Perez Javier Yokaty ,S,0,0,0,,DOM,DIG,5,10,16066,0.0
11,21,Martinez Jineiry ,MB,0,1,1,-100.0,DOM,DIG,5,10,16066,0.0
12,23,Gonzalez Lopez Gaila Ceneida ,O,0,0,0,,DOM,DIG,5,10,16066,0.0
13,25,Martinez Caro Larysmer ,OH,0,0,0,,DOM,DIG,5,10,16066,0.0
0,20,Parrocchiale Beatrice ,L,21,9,31,38.71,ITA,DIG,0,0,16066,
1,17,Sylla Myriam Fatime (C),OH,11,6,20,25.0,ITA,DIG,0,0,16066,
2,15,Nwakalor Sylvia Chinelo ,O,10,2,12,66.67,ITA,DIG,0,0,16066,
3,21,Omoruyi Oghosasere Loveth ,OH,7,2,11,45.45,ITA,DIG,0,0,16066,
4,4,Bosio Francesca ,S,6,4,10,20.0,ITA,DIG,0,0,16066,
5,23,Gennari Giulia ,S,2,0,2,100.0,ITA,DIG,0,0,16066,
6,7,Fersino Eleonora ,L,1,2,3,-33.33,ITA,DIG,0,0,16066,
7,12,Mazzaro Alessia ,MB,1,0,1,100.0,ITA,DIG,0,0,16066,
8,19,Squarcini Federica ,MB,1,1,2,0.0,ITA,DIG,0,0,16066,
9,2,Degradi Alice Carlotta ,OH,0,1,1,-100.0,ITA,DIG,0,0,16066,
10,11,Danesi Anna ,MB,0,2,2,-100.0,ITA,DIG,0,0,16066,
11,16,D'Odorico Sofia ,OH,0,0,0,,ITA,DIG,0,0,16066,
12,32,Malual Adhuoljok John Majak ,O,0,0,0,,ITA,DIG,0,0,16066,
13,34,Nwakalor Linda Nkiruka ,MB,0,0,0,,ITA,DIG,0,0,16066,
0,15,Nwakalor Sylvia Chinelo ,O,3,0,3,100.0,ITA,DIG,1,25,16066,1.0
1,17,Sylla Myriam Fatime (C),OH,3,4,8,-12.5,ITA,DIG,1,25,16066,1.0
2,20,Parrocchiale Beatrice ,L,3,0,3,100.0,ITA,DIG,1,25,16066,1.0
3,4,Bosio Francesca ,S,2,0,2,100.0,ITA,DIG,1,25,16066,1.0
4,21,Omoruyi Oghosasere Loveth ,OH,2,1,3,33.33,ITA,DIG,1,25,16066,1.0
5,19,Squarcini Federica ,MB,1,0,1,100.0,ITA,DIG,1,25,16066,1.0
6,2,Degradi Alice Carlotta ,OH,0,0,0,,ITA,DIG,1,25,16066,1.0
7,7,Fersino Eleonora ,L,0,0,0,,ITA,DIG,1,25,16066,1.0
8,11,Danesi Anna ,MB,0,1,1,-100.0,ITA,DIG,1,25,16066,1.0
9,12,Mazzaro Alessia ,MB,0,0,0,,ITA,DIG,1,25,16066,1.0
10,16,D'Odorico Sofia ,OH,0,0,0,,ITA,DIG,1,25,16066,1.0
11,23,Gennari Giulia ,S,0,0,0,,ITA,DIG,1,25,16066,1.0
12,32,Malual Adhuoljok John Majak ,O,0,0,0,,ITA,DIG,1,25,16066,1.0
13,34,Nwakalor Linda Nkiruka ,MB,0,0,0,,ITA,DIG,1,25,16066,1.0
0,20,Parrocchiale Beatrice ,L,9,6,15,20.0,ITA,DIG,2,16,16066,0.0
1,23,Gennari Giulia ,S,2,0,2,100.0,ITA,DIG,2,16,16066,0.0
2,2,Degradi Alice Carlotta ,OH,0,0,0,,ITA,DIG,2,16,16066,0.0
3,4,Bosio Francesca ,S,0,0,0,,ITA,DIG,2,16,16066,0.0
4,7,Fersino Eleonora ,L,0,1,1,-100.0,ITA,DIG,2,16,16066,0.0
5,11,Danesi Anna ,MB,0,1,1,-100.0,ITA,DIG,2,16,16066,0.0
6,12,Mazzaro Alessia ,MB,0,0,0,,ITA,DIG,2,16,16066,0.0
7,15,Nwakalor Sylvia Chinelo ,O,0,1,1,-100.0,ITA,DIG,2,16,16066,0.0
8,16,D'Odorico Sofia ,OH,0,0,0,,ITA,DIG,2,16,16066,0.0
9,17,Sylla Myriam Fatime (C),OH,0,0,0,,ITA,DIG,2,16,16066,0.0
10,19,Squarcini Federica ,MB,0,0,0,,ITA,DIG,2,16,16066,0.0
11,21,Omoruyi Oghosasere Loveth ,OH,0,0,0,,ITA,DIG,2,16,16066,0.0
12,32,Malual Adhuoljok John Majak ,O,0,0,0,,ITA,DIG,2,16,16066,0.0
13,34,Nwakalor Linda Nkiruka ,MB,0,0,0,,ITA,DIG,2,16,16066,0.0
0,20,Parrocchiale Beatrice ,L,3,2,6,16.67,ITA,DIG,3,21,16066,0.0
1,17,Sylla Myriam Fatime (C),OH,2,0,4,50.0,ITA,DIG,3,21,16066,0.0
2,15,Nwakalor Sylvia Chinelo ,O,1,1,2,0.0,ITA,DIG,3,21,16066,0.0
3,21,Omoruyi Oghosasere Loveth ,OH,1,0,1,100.0,ITA,DIG,3,21,16066,0.0
4,2,Degradi Alice Carlotta ,OH,0,1,1,-100.0,ITA,DIG,3,21,16066,0.0
5,4,Bosio Francesca ,S,0,0,0,,ITA,DIG,3,21,16066,0.0
6,7,Fersino Eleonora ,L,0,0,0,,ITA,DIG,3,21,16066,0.0
7,11,Danesi Anna ,MB,0,0,0,,ITA,DIG,3,21,16066,0.0
8,12,Mazzaro Alessia ,MB,0,0,0,,ITA,DIG,3,21,16066,0.0
9,16,D'Odorico Sofia ,OH,0,0,0,,ITA,DIG,3,21,16066,0.0
10,19,Squarcini Federica ,MB,0,1,1,-100.0,ITA,DIG,3,21,16066,0.0
11,23,Gennari Giulia ,S,0,0,0,,ITA,DIG,3,21,16066,0.0
12,32,Malual Adhuoljok John Majak ,O,0,0,0,,ITA,DIG,3,21,16066,0.0
13,34,Nwakalor Linda Nkiruka ,MB,0,0,0,,ITA,DIG,3,21,16066,0.0
0,15,Nwakalor Sylvia Chinelo ,O,5,0,5,100.0,ITA,DIG,4,25,16066,1.0
1,20,Parrocchiale Beatrice ,L,4,1,5,60.0,ITA,DIG,4,25,16066,1.0
2,21,Omoruyi Oghosasere Loveth ,OH,4,1,7,42.86,ITA,DIG,4,25,16066,1.0
3,17,Sylla Myriam Fatime (C),OH,3,2,5,20.0,ITA,DIG,4,25,16066,1.0
4,4,Bosio Francesca ,S,1,3,4,-50.0,ITA,DIG,4,25,16066,1.0
5,12,Mazzaro Alessia ,MB,1,0,1,100.0,ITA,DIG,4,25,16066,1.0
6,2,Degradi Alice Carlotta ,OH,0,0,0,,ITA,DIG,4,25,16066,1.0
7,7,Fersino Eleonora ,L,0,0,0,,ITA,DIG,4,25,16066,1.0
8,11,Danesi Anna ,MB,0,0,0,,ITA,DIG,4,25,16066,1.0
9,16,D'Odorico Sofia ,OH,0,0,0,,ITA,DIG,4,25,16066,1.0
10,19,Squarcini Federica ,MB,0,0,0,,ITA,DIG,4,25,16066,1.0
11,23,Gennari Giulia ,S,0,0,0,,ITA,DIG,4,25,16066,1.0
12,32,Malual Adhuoljok John Majak ,O,0,0,0,,ITA,DIG,4,25,16066,1.0
13,34,Nwakalor Linda Nkiruka ,MB,0,0,0,,ITA,DIG,4,25,16066,1.0
0,4,Bosio Francesca ,S,3,1,4,50.0,ITA,DIG,5,15,16066,1.0
1,17,Sylla Myriam Fatime (C),OH,3,0,3,100.0,ITA,DIG,5,15,16066,1.0
2,20,Parrocchiale Beatrice ,L,2,0,2,100.0,ITA,DIG,5,15,16066,1.0
3,7,Fersino Eleonora ,L,1,1,2,0.0,ITA,DIG,5,15,16066,1.0
4,15,Nwakalor Sylvia Chinelo ,O,1,0,1,100.0,ITA,DIG,5,15,16066,1.0
5,2,Degradi Alice Carlotta ,OH,0,0,0,,ITA,DIG,5,15,16066,1.0
6,11,Danesi Anna ,MB,0,0,0,,ITA,DIG,5,15,16066,1.0
7,12,Mazzaro Alessia ,MB,0,0,0,,ITA,DIG,5,15,16066,1.0
8,16,D'Odorico Sofia ,OH,0,0,0,,ITA,DIG,5,15,16066,1.0
9,19,Squarcini Federica ,MB,0,0,0,,ITA,DIG,5,15,16066,1.0
10,21,Omoruyi Oghosasere Loveth ,OH,0,0,0,,ITA,DIG,5,15,16066,1.0
11,23,Gennari Giulia ,S,0,0,0,,ITA,DIG,5,15,16066,1.0
12,32,Malual Adhuoljok John Majak ,O,0,0,0,,ITA,DIG,5,15,16066,1.0
13,34,Nwakalor Linda Nkiruka ,MB,0,0,0,,ITA,DIG,5,15,16066,1.0
0,3,Guedpard Pornpun ,S,7,3,12,33.33,THA,DIG,0,0,16067,
1,18,Kongyot Ajcharaporn ,OH,6,3,10,30.0,THA,DIG,0,0,16067,
2,19,Moksri Chatchu-On ,OH,6,3,10,30.0,THA,DIG,0,0,16067,
3,2,Pannoy Piyanut (C),L,4,0,6,66.67,THA,DIG,0,0,16067,
4,1,Srithong Wipawee ,OH,3,2,7,14.29,THA,DIG,0,0,16067,
5,16,Kokram Pimpichaya ,O,2,0,2,100.0,THA,DIG,0,0,16067,
6,5,Nuekjang Thatdao ,MB,1,1,2,0.0,THA,DIG,0,0,16067,
7,21,Sooksod Thanacha ,O,1,0,1,100.0,THA,DIG,0,0,16067,
8,99,Bundasak Jarasporn ,MB,1,0,1,100.0,THA,DIG,0,0,16067,
9,4,Kamlangmak Chitaporn ,MB,0,0,0,,THA,DIG,0,0,16067,
10,12,Bamrungsuk Hattaya ,MB,0,2,2,-100.0,THA,DIG,0,0,16067,
11,17,Janthawisut Sasipapron ,OH,0,0,0,,THA,DIG,0,0,16067,
12,20,Pairoj Supattra ,L,0,4,4,-100.0,THA,DIG,0,0,16067,
13,23,ManaKij Sirima ,S,0,0,0,,THA,DIG,0,0,16067,
0,18,Kongyot Ajcharaporn ,OH,3,0,3,100.0,THA,DIG,1,21,16067,0.0
1,1,Srithong Wipawee ,OH,2,0,4,50.0,THA,DIG,1,21,16067,0.0
2,2,Pannoy Piyanut (C),L,2,0,3,66.67,THA,DIG,1,21,16067,0.0
3,3,Guedpard Pornpun ,S,2,1,4,25.0,THA,DIG,1,21,16067,0.0
4,19,Moksri Chatchu-On ,OH,2,0,2,100.0,THA,DIG,1,21,16067,0.0
5,99,Bundasak Jarasporn ,MB,1,0,1,100.0,THA,DIG,1,21,16067,0.0
6,4,Kamlangmak Chitaporn ,MB,0,0,0,,THA,DIG,1,21,16067,0.0
7,5,Nuekjang Thatdao ,MB,0,1,1,-100.0,THA,DIG,1,21,16067,0.0
8,12,Bamrungsuk Hattaya ,MB,0,0,0,,THA,DIG,1,21,16067,0.0
9,16,Kokram Pimpichaya ,O,0,0,0,,THA,DIG,1,21,16067,0.0
10,17,Janthawisut Sasipapron ,OH,0,0,0,,THA,DIG,1,21,16067,0.0
11,20,Pairoj Supattra ,L,0,0,0,,THA,DIG,1,21,16067,0.0
12,21,Sooksod Thanacha ,O,0,0,0,,THA,DIG,1,21,16067,0.0
13,23,ManaKij Sirima ,S,0,0,0,,THA,DIG,1,21,16067,0.0
0,3,Guedpard Pornpun ,S,2,0,3,66.67,THA,DIG,2,18,16067,0.0
1,18,Kongyot Ajcharaporn ,OH,2,2,5,0.0,THA,DIG,2,18,16067,0.0
2,1,Srithong Wipawee ,OH,1,2,3,-33.33,THA,DIG,2,18,16067,0.0
3,2,Pannoy Piyanut (C),L,1,0,1,100.0,THA,DIG,2,18,16067,0.0
4,5,Nuekjang Thatdao ,MB,1,0,1,100.0,THA,DIG,2,18,16067,0.0
5,19,Moksri Chatchu-On ,OH,1,1,3,0.0,THA,DIG,2,18,16067,0.0
6,4,Kamlangmak Chitaporn ,MB,0,0,0,,THA,DIG,2,18,16067,0.0
7,12,Bamrungsuk Hattaya ,MB,0,0,0,,THA,DIG,2,18,16067,0.0
8,16,Kokram Pimpichaya ,O,0,0,0,,THA,DIG,2,18,16067,0.0
9,17,Janthawisut Sasipapron ,OH,0,0,0,,THA,DIG,2,18,16067,0.0
10,20,Pairoj Supattra ,L,0,3,3,-100.0,THA,DIG,2,18,16067,0.0
11,21,Sooksod Thanacha ,O,0,0,0,,THA,DIG,2,18,16067,0.0
12,23,ManaKij Sirima ,S,0,0,0,,THA,DIG,2,18,16067,0.0
13,99,Bundasak Jarasporn ,MB,0,0,0,,THA,DIG,2,18,16067,0.0
0,3,Guedpard Pornpun ,S,3,2,5,20.0,THA,DIG,3,16,16067,0.0
1,19,Moksri Chatchu-On ,OH,3,2,5,20.0,THA,DIG,3,16,16067,0.0
2,16,Kokram Pimpichaya ,O,2,0,2,100.0,THA,DIG,3,16,16067,0.0
3,2,Pannoy Piyanut (C),L,1,0,2,50.0,THA,DIG,3,16,16067,0.0
4,18,Kongyot Ajcharaporn ,OH,1,1,2,0.0,THA,DIG,3,16,16067,0.0
5,21,Sooksod Thanacha ,O,1,0,1,100.0,THA,DIG,3,16,16067,0.0
6,1,Srithong Wipawee ,OH,0,0,0,,THA,DIG,3,16,16067,0.0
7,4,Kamlangmak Chitaporn ,MB,0,0,0,,THA,DIG,3,16,16067,0.0
8,5,Nuekjang Thatdao ,MB,0,0,0,,THA,DIG,3,16,16067,0.0
9,12,Bamrungsuk Hattaya ,MB,0,2,2,-100.0,THA,DIG,3,16,16067,0.0
10,17,Janthawisut Sasipapron ,OH,0,0,0,,THA,DIG,3,16,16067,0.0
11,20,Pairoj Supattra ,L,0,1,1,-100.0,THA,DIG,3,16,16067,0.0
12,23,ManaKij Sirima ,S,0,0,0,,THA,DIG,3,16,16067,0.0
13,99,Bundasak Jarasporn ,MB,0,0,0,,THA,DIG,3,16,16067,0.0
0,1,Hancock Micha (C),S,12,4,18,44.44,USA,DIG,0,0,16067,
1,12,Thompson Jordan ,O,9,2,11,63.64,USA,DIG,0,0,16067,
2,22,Plummer Kathryn ,OH,9,1,10,80.0,USA,DIG,0,0,16067,
3,27,Skinner Avery ,OH,8,0,9,88.89,USA,DIG,0,0,16067,
4,6,Hentz Morgan ,L,7,2,9,55.56,USA,DIG,0,0,16067,
5,26,O'Neal Asjia ,MB,3,0,3,100.0,USA,DIG,0,0,16067,
6,3,White Kendall ,L,0,0,0,,USA,DIG,0,0,16067,
7,5,Frantti Alexandra ,OH,0,0,0,,USA,DIG,0,0,16067,
8,8,Butler Brionne ,MB,0,0,0,,USA,DIG,0,0,16067,
9,14,Stevenson Anna ,MB,0,0,0,,USA,DIG,0,0,16067,
10,15,Washington Haleigh ,MB,0,0,0,,USA,DIG,0,0,16067,
11,20,Cuttino Danielle ,O,0,0,0,,USA,DIG,0,0,16067,
12,28,Evans Ashley ,S,0,0,0,,USA,DIG,0,0,16067,
13,29,Lanier Khalia ,OH,0,0,0,,USA,DIG,0,0,16067,
0,22,Plummer Kathryn ,OH,6,0,6,100.0,USA,DIG,1,25,16067,1.0
1,12,Thompson Jordan ,O,5,0,5,100.0,USA,DIG,1,25,16067,1.0
2,1,Hancock Micha (C),S,3,2,6,16.67,USA,DIG,1,25,16067,1.0
3,27,Skinner Avery ,OH,3,0,3,100.0,USA,DIG,1,25,16067,1.0
4,6,Hentz Morgan ,L,2,1,3,33.33,USA,DIG,1,25,16067,1.0
5,26,O'Neal Asjia ,MB,2,0,2,100.0,USA,DIG,1,25,16067,1.0
6,3,White Kendall ,L,0,0,0,,USA,DIG,1,25,16067,1.0
7,5,Frantti Alexandra ,OH,0,0,0,,USA,DIG,1,25,16067,1.0
8,8,Butler Brionne ,MB,0,0,0,,USA,DIG,1,25,16067,1.0
9,14,Stevenson Anna ,MB,0,0,0,,USA,DIG,1,25,16067,1.0
10,15,Washington Haleigh ,MB,0,0,0,,USA,DIG,1,25,16067,1.0
11,20,Cuttino Danielle ,O,0,0,0,,USA,DIG,1,25,16067,1.0
12,28,Evans Ashley ,S,0,0,0,,USA,DIG,1,25,16067,1.0
13,29,Lanier Khalia ,OH,0,0,0,,USA,DIG,1,25,16067,1.0
0,12,Thompson Jordan ,O,3,1,4,50.0,USA,DIG,2,25,16067,1.0
1,1,Hancock Micha (C),S,2,1,4,25.0,USA,DIG,2,25,16067,1.0
2,6,Hentz Morgan ,L,2,0,2,100.0,USA,DIG,2,25,16067,1.0
3,22,Plummer Kathryn ,OH,2,1,3,33.33,USA,DIG,2,25,16067,1.0
4,27,Skinner Avery ,OH,2,0,2,100.0,USA,DIG,2,25,16067,1.0
5,26,O'Neal Asjia ,MB,1,0,1,100.0,USA,DIG,2,25,16067,1.0
6,3,White Kendall ,L,0,0,0,,USA,DIG,2,25,16067,1.0
7,5,Frantti Alexandra ,OH,0,0,0,,USA,DIG,2,25,16067,1.0
8,8,Butler Brionne ,MB,0,0,0,,USA,DIG,2,25,16067,1.0
9,14,Stevenson Anna ,MB,0,0,0,,USA,DIG,2,25,16067,1.0
10,15,Washington Haleigh ,MB,0,0,0,,USA,DIG,2,25,16067,1.0
11,20,Cuttino Danielle ,O,0,0,0,,USA,DIG,2,25,16067,1.0
12,28,Evans Ashley ,S,0,0,0,,USA,DIG,2,25,16067,1.0
13,29,Lanier Khalia ,OH,0,0,0,,USA,DIG,2,25,16067,1.0
0,1,Hancock Micha (C),S,7,1,8,75.0,USA,DIG,3,25,16067,1.0
1,6,Hentz Morgan ,L,3,1,4,50.0,USA,DIG,3,25,16067,1.0
2,27,Skinner Avery ,OH,3,0,4,75.0,USA,DIG,3,25,16067,1.0
3,12,Thompson Jordan ,O,1,1,2,0.0,USA,DIG,3,25,16067,1.0
4,22,Plummer Kathryn ,OH,1,0,1,100.0,USA,DIG,3,25,16067,1.0
5,3,White Kendall ,L,0,0,0,,USA,DIG,3,25,16067,1.0
6,5,Frantti Alexandra ,OH,0,0,0,,USA,DIG,3,25,16067,1.0
7,8,Butler Brionne ,MB,0,0,0,,USA,DIG,3,25,16067,1.0
8,14,Stevenson Anna ,MB,0,0,0,,USA,DIG,3,25,16067,1.0
9,15,Washington Haleigh ,MB,0,0,0,,USA,DIG,3,25,16067,1.0
10,20,Cuttino Danielle ,O,0,0,0,,USA,DIG,3,25,16067,1.0
11,26,O'Neal Asjia ,MB,0,0,0,,USA,DIG,3,25,16067,1.0
12,28,Evans Ashley ,S,0,0,0,,USA,DIG,3,25,16067,1.0
13,29,Lanier Khalia ,OH,0,0,0,,USA,DIG,3,25,16067,1.0
0,2,Hayashi Kotona ,OH,13,0,14,92.86,JPN,DIG,0,0,16068,
1,16,Meguro Yuka ,L,10,1,11,81.82,JPN,DIG,0,0,16068,
2,4,Ishikawa Mayu ,OH,6,5,12,8.33,JPN,DIG,0,0,16068,
3,10,Inoue Arisa ,OH,5,4,9,11.11,JPN,DIG,0,0,16068,
4,6,Seki Nanami ,S,4,5,9,-11.11,JPN,DIG,0,0,16068,
5,37,Wada Yukiko ,OH,3,0,3,100.0,JPN,DIG,0,0,16068,
6,3,Nishida Sarina (C),OH,2,0,2,100.0,JPN,DIG,0,0,16068,
7,7,Shibata Mika ,S,2,0,2,100.0,JPN,DIG,0,0,16068,
8,11,Yamada Nichika ,MB,2,0,2,100.0,JPN,DIG,0,0,16068,
9,17,Tanaka Mizuki ,OH,2,0,2,100.0,JPN,DIG,0,0,16068,
10,34,Araki Ayaka ,MB,2,0,3,66.67,JPN,DIG,0,0,16068,
11,29,Nishimura Minami ,L,1,0,1,100.0,JPN,DIG,0,0,16068,
12,9,Watanabe Aya ,MB,0,0,0,,JPN,DIG,0,0,16068,
13,24,Irisawa Mai ,MB,0,0,0,,JPN,DIG,0,0,16068,
0,2,Hayashi Kotona ,OH,7,0,8,87.5,JPN,DIG,1,25,16068,1.0
1,6,Seki Nanami ,S,3,2,5,20.0,JPN,DIG,1,25,16068,1.0
2,16,Meguro Yuka ,L,3,0,3,100.0,JPN,DIG,1,25,16068,1.0
3,4,Ishikawa Mayu ,OH,1,2,4,-25.0,JPN,DIG,1,25,16068,1.0
4,11,Yamada Nichika ,MB,1,0,1,100.0,JPN,DIG,1,25,16068,1.0
5,37,Wada Yukiko ,OH,1,0,1,100.0,JPN,DIG,1,25,16068,1.0
6,3,Nishida Sarina (C),OH,0,0,0,,JPN,DIG,1,25,16068,1.0
7,7,Shibata Mika ,S,0,0,0,,JPN,DIG,1,25,16068,1.0
8,9,Watanabe Aya ,MB,0,0,0,,JPN,DIG,1,25,16068,1.0
9,10,Inoue Arisa ,OH,0,2,2,-100.0,JPN,DIG,1,25,16068,1.0
10,17,Tanaka Mizuki ,OH,0,0,0,,JPN,DIG,1,25,16068,1.0
11,24,Irisawa Mai ,MB,0,0,0,,JPN,DIG,1,25,16068,1.0
12,29,Nishimura Minami ,L,0,0,0,,JPN,DIG,1,25,16068,1.0
13,34,Araki Ayaka ,MB,0,0,0,,JPN,DIG,1,25,16068,1.0
0,16,Meguro Yuka ,L,6,1,7,71.43,JPN,DIG,2,25,16068,1.0
1,2,Hayashi Kotona ,OH,5,0,5,100.0,JPN,DIG,2,25,16068,1.0
2,10,Inoue Arisa ,OH,3,1,4,50.0,JPN,DIG,2,25,16068,1.0
3,4,Ishikawa Mayu ,OH,2,1,3,33.33,JPN,DIG,2,25,16068,1.0
4,7,Shibata Mika ,S,2,0,2,100.0,JPN,DIG,2,25,16068,1.0
5,17,Tanaka Mizuki ,OH,2,0,2,100.0,JPN,DIG,2,25,16068,1.0
6,34,Araki Ayaka ,MB,2,0,3,66.67,JPN,DIG,2,25,16068,1.0
7,6,Seki Nanami ,S,1,1,2,0.0,JPN,DIG,2,25,16068,1.0
8,3,Nishida Sarina (C),OH,0,0,0,,JPN,DIG,2,25,16068,1.0
9,9,Watanabe Aya ,MB,0,0,0,,JPN,DIG,2,25,16068,1.0
10,11,Yamada Nichika ,MB,0,0,0,,JPN,DIG,2,25,16068,1.0
11,24,Irisawa Mai ,MB,0,0,0,,JPN,DIG,2,25,16068,1.0
12,29,Nishimura Minami ,L,0,0,0,,JPN,DIG,2,25,16068,1.0
13,37,Wada Yukiko ,OH,0,0,0,,JPN,DIG,2,25,16068,1.0
